"","mun","year","Nombre municipio","Departamento","presencia","Guerrilla","Paramilitaries","Disputa"
"5651",13006,2002,"Achí","Bolívar",1,1,0,0
"5652",13030,2002,"Altos Del Rosario","Bolívar",0,0,0,0
"5653",13042,2002,"Arenal","Bolívar",0,0,0,0
"5654",13052,2002,"Arjona","Bolívar",0,0,0,0
"5655",13062,2002,"Arroyohondo","Bolívar",0,0,0,0
"5656",13074,2002,"Barranco De Loba","Bolívar",3,1,1,1
"5657",13140,2002,"Calamar","Bolívar",0,0,0,0
"5658",13160,2002,"Cantagallo","Bolívar",3,1,1,1
"5659",13188,2002,"Cicuco","Bolívar",0,0,0,0
"5660",13212,2002,"Córdoba","Bolívar",3,1,1,1
"5661",13222,2002,"Clemencia","Bolívar",1,1,0,0
"5662",13244,2002,"El Carmen De Bolívar","Bolívar",3,1,1,1
"5663",13248,2002,"El Guamo","Bolívar",3,1,1,1
"5664",13268,2002,"El Peñón","Bolívar",0,0,0,0
"5665",13300,2002,"Hatillo De Loba","Bolívar",0,0,0,0
"5666",13430,2002,"Magangué","Bolívar",1,1,0,0
"5667",13433,2002,"Mahates","Bolívar",0,0,0,0
"5668",13440,2002,"Margarita","Bolívar",0,0,0,0
"5669",13442,2002,"María La Baja","Bolívar",1,1,0,0
"5670",13458,2002,"Montecristo","Bolívar",1,1,0,0
"5671",13468,2002,"Mompós","Bolívar",3,1,1,1
"5672",13473,2002,"Morales","Bolívar",3,1,1,1
"5673",13490,2002,"Norosi","Bolivar",0,0,0,0
"5674",13549,2002,"Pinillos","Bolívar",1,1,0,0
"5675",13580,2002,"Regidor","Bolívar",3,1,1,1
"5676",13600,2002,"Río Viejo","Bolívar",3,1,1,1
"5677",13620,2002,"San Cristóbal","Bolívar",0,0,0,0
"5678",13647,2002,"San Estanislao","Bolívar",2,0,1,0
"5679",13650,2002,"San Fernando","Bolívar",0,0,0,0
"5680",13654,2002,"San Jacinto","Bolívar",1,1,0,0
"5681",13655,2002,"San Jacinto Del Cauca","Bolívar",0,0,0,0
"5682",13657,2002,"San Juan Nepomuceno","Bolívar",1,1,0,0
"5683",13667,2002,"San Martín De Loba","Bolívar",0,0,0,0
"5684",13670,2002,"San Pablo","Bolívar",3,1,1,1
"5685",13673,2002,"Santa Catalina","Bolívar",0,0,0,0
"5686",13683,2002,"Santa Rosa","Bolívar",3,1,1,1
"5687",13688,2002,"Santa Rosa Del Sur","Bolívar",3,1,1,1
"5688",13744,2002,"Simití","Bolívar",3,1,1,1
"5689",13760,2002,"Soplaviento","Bolívar",3,1,1,1
"5690",13780,2002,"Talaigua Nuevo","Bolívar",0,0,0,0
"5691",13810,2002,"Tiquisio","Bolívar",1,1,0,0
"5692",13836,2002,"Turbaco","Bolívar",3,1,1,1
"5693",13838,2002,"Turbaná","Bolívar",0,0,0,0
"5694",13873,2002,"Villanueva","Bolívar",0,0,0,0
"5695",13894,2002,"Zambrano","Bolívar",1,1,0,0
"5696",15001,2002,"Tunja","Boyacá",0,0,0,0
"5697",15022,2002,"Almeida","Boyacá",0,0,0,0
"5698",15047,2002,"Aquitania","Boyacá",1,1,0,0
"5699",15051,2002,"Arcabuco","Boyacá",0,0,0,0
"5700",15087,2002,"Belén","Boyacá",0,0,0,0
"5701",15090,2002,"Berbeo","Boyacá",0,0,0,0
"5702",15092,2002,"Betéitiva","Boyacá",0,0,0,0
"5703",15097,2002,"Boavita","Boyacá",1,1,0,0
"5704",15104,2002,"Boyacá","Boyacá",0,0,0,0
"5705",15106,2002,"Briceño","Boyacá",0,0,0,0
"5706",15109,2002,"Buenavista","Boyacá",0,0,0,0
"5707",15114,2002,"Busbanzá","Boyacá",0,0,0,0
"5708",15131,2002,"Caldas","Boyacá",0,0,0,0
"5709",15135,2002,"Campohermoso","Boyacá",3,1,1,1
"5710",15162,2002,"Cerinza","Boyacá",0,0,0,0
"5711",15172,2002,"Chinavita","Boyacá",0,0,0,0
"5712",15176,2002,"Chiquinquirá","Boyacá",1,1,0,0
"5713",15180,2002,"Chiscas","Boyacá",1,1,0,0
"5714",15183,2002,"Chita","Boyacá",1,1,0,0
"5715",15185,2002,"Chitaraque","Boyacá",0,0,0,0
"5716",15187,2002,"Chivatá","Boyacá",0,0,0,0
"5717",15189,2002,"Ciénega","Boyacá",0,0,0,0
"5718",15204,2002,"Cómbita","Boyacá",0,0,0,0
"5719",15212,2002,"Coper","Boyacá",0,0,0,0
"5720",15215,2002,"Corrales","Boyacá",0,0,0,0
"5721",15218,2002,"Covarachía","Boyacá",0,0,0,0
"5722",15223,2002,"Cubará","Boyacá",1,1,0,0
"5723",15224,2002,"Cucaita","Boyacá",0,0,0,0
"5724",15226,2002,"Cuítiva","Boyacá",0,0,0,0
"5725",15232,2002,"Chíquiza","Boyacá",0,0,0,0
"5726",15236,2002,"Chivor","Boyacá",0,0,0,0
"5727",15238,2002,"Duitama","Boyacá",1,1,0,0
"5728",15244,2002,"El Cocuy","Boyacá",1,1,0,0
"5729",15248,2002,"El Espino","Boyacá",1,1,0,0
"5730",15272,2002,"Firavitoba","Boyacá",0,0,0,0
"5731",15276,2002,"Floresta","Boyacá",0,0,0,0
"5732",15293,2002,"Gachantivá","Boyacá",0,0,0,0
"5733",15296,2002,"Gameza","Boyacá",0,0,0,0
"5734",15299,2002,"Garagoa","Boyacá",0,0,0,0
"5735",15317,2002,"Guacamayas","Boyacá",0,0,0,0
"5736",15322,2002,"Guateque","Boyacá",1,1,0,0
"5737",15325,2002,"Guayatá","Boyacá",1,1,0,0
"5738",15332,2002,"Güicán","Boyacá",1,1,0,0
"5739",15362,2002,"Iza","Boyacá",0,0,0,0
"5740",15367,2002,"Jenesano","Boyacá",0,0,0,0
"5741",15368,2002,"Jericó","Boyacá",0,0,0,0
"5742",15377,2002,"Labranzagrande","Boyacá",1,1,0,0
"5743",15380,2002,"La Capilla","Boyacá",0,0,0,0
"5744",15401,2002,"La Victoria","Boyacá",0,0,0,0
"5745",15403,2002,"La Uvita","Boyacá",1,1,0,0
"5746",15407,2002,"Villa De Leyva","Boyacá",0,0,0,0
"5747",15425,2002,"Macanal","Boyacá",1,1,0,0
"5748",15442,2002,"Maripí","Boyacá",0,0,0,0
"5749",15455,2002,"Miraflores","Boyacá",0,0,0,0
"5750",15464,2002,"Mongua","Boyacá",0,0,0,0
"5751",15466,2002,"Monguí","Boyacá",0,0,0,0
"5752",15469,2002,"Moniquirá","Boyacá",0,0,0,0
"5753",15476,2002,"Motavita","Boyacá",0,0,0,0
"5754",15480,2002,"Muzo","Boyacá",0,0,0,0
"5755",15491,2002,"Nobsa","Boyacá",0,0,0,0
"5756",15494,2002,"Nuevo Colón","Boyacá",0,0,0,0
"5757",15500,2002,"Oicatá","Boyacá",0,0,0,0
"5758",15507,2002,"Otanche","Boyacá",2,0,1,0
"5759",15511,2002,"Pachavita","Boyacá",0,0,0,0
"5760",15514,2002,"Páez","Boyacá",3,1,1,1
"5761",15516,2002,"Paipa","Boyacá",0,0,0,0
"5762",15518,2002,"Pajarito","Boyacá",1,1,0,0
"5763",15522,2002,"Panqueba","Boyacá",0,0,0,0
"5764",15531,2002,"Pauna","Boyacá",0,0,0,0
"5765",15533,2002,"Paya","Boyacá",3,1,1,1
"5766",15537,2002,"Paz De Río","Boyacá",1,1,0,0
"5767",15542,2002,"Pesca","Boyacá",0,0,0,0
"5768",15550,2002,"Pisba","Boyacá",1,1,0,0
"5769",15572,2002,"Puerto Boyacá","Boyacá",0,0,0,0
"5770",15580,2002,"Quípama","Boyacá",0,0,0,0
"5771",15599,2002,"Ramiriquí","Boyacá",3,1,1,1
"5772",15600,2002,"Ráquira","Boyacá",0,0,0,0
"5773",15621,2002,"Rondón","Boyacá",0,0,0,0
"5774",15632,2002,"Saboyá","Boyacá",0,0,0,0
"5775",15638,2002,"Sáchica","Boyacá",0,0,0,0
"5776",15646,2002,"Samacá","Boyacá",0,0,0,0
"5777",15660,2002,"San Eduardo","Boyacá",0,0,0,0
"5778",15664,2002,"San José De Pare","Boyacá",0,0,0,0
"5779",15667,2002,"San Luis De Gaceno","Boyacá",0,0,0,0
"5780",15673,2002,"San Mateo","Boyacá",0,0,0,0
"5781",15676,2002,"San Miguel De Sema","Boyacá",0,0,0,0
"5782",15681,2002,"San Pablo De Borbur","Boyacá",0,0,0,0
"5783",15686,2002,"Santana","Boyacá",0,0,0,0
"5784",15690,2002,"Santa María","Boyacá",0,0,0,0
"5785",15693,2002,"Santa Rosa De Viterbo","Boyacá",0,0,0,0
"5786",15696,2002,"Santa Sofía","Boyacá",0,0,0,0
"5787",15720,2002,"Sativanorte","Boyacá",3,1,1,1
"5788",15723,2002,"Sativasur","Boyacá",0,0,0,0
"5789",15740,2002,"Siachoque","Boyacá",0,0,0,0
"5790",15753,2002,"Soatá","Boyacá",1,1,0,0
"5791",15755,2002,"Socotá","Boyacá",0,0,0,0
"5792",15757,2002,"Socha","Boyacá",0,0,0,0
"5793",15759,2002,"Sogamoso","Boyacá",1,1,0,0
"5794",15761,2002,"Somondoco","Boyacá",0,0,0,0
"5795",15762,2002,"Sora","Boyacá",0,0,0,0
"5796",15763,2002,"Sotaquirá","Boyacá",0,0,0,0
"5797",15764,2002,"Soracá","Boyacá",0,0,0,0
"5798",15774,2002,"Susacón","Boyacá",0,0,0,0
"5799",15776,2002,"Sutamarchán","Boyacá",0,0,0,0
"5800",15778,2002,"Sutatenza","Boyacá",0,0,0,0
"5801",15790,2002,"Tasco","Boyacá",0,0,0,0
"5802",15798,2002,"Tenza","Boyacá",0,0,0,0
"5803",15804,2002,"Tibaná","Boyacá",0,0,0,0
"5804",15806,2002,"Tibasosa","Boyacá",0,0,0,0
"5805",15808,2002,"Tinjacá","Boyacá",0,0,0,0
"5806",15810,2002,"Tipacoque","Boyacá",0,0,0,0
"5807",15814,2002,"Toca","Boyacá",0,0,0,0
"5808",15816,2002,"Togüí","Boyacá",0,0,0,0
"5809",15820,2002,"Tópaga","Boyacá",0,0,0,0
"5810",15822,2002,"Tota","Boyacá",0,0,0,0
"5811",15832,2002,"Tununguá","Boyacá",0,0,0,0
"5812",15835,2002,"Turmequé","Boyacá",0,0,0,0
"5813",15837,2002,"Tuta","Boyacá",0,0,0,0
"5814",15839,2002,"Tutazá","Boyacá",0,0,0,0
"5815",15842,2002,"Umbita","Boyacá",0,0,0,0
"5816",15861,2002,"Ventaquemada","Boyacá",1,1,0,0
"5817",15879,2002,"Viracachá","Boyacá",0,0,0,0
"5818",15897,2002,"Zetaquira","Boyacá",0,0,0,0
"5819",17001,2002,"Manizales","Caldas",3,1,1,1
"5820",17013,2002,"Aguadas","Caldas",3,1,1,1
"5821",17042,2002,"Anserma","Caldas",1,1,0,0
"5822",17050,2002,"Aranzazu","Caldas",3,1,1,1
"5823",17088,2002,"Belalcázar","Caldas",2,0,1,0
"5824",17174,2002,"Chinchiná","Caldas",2,0,1,0
"5825",17272,2002,"Filadelfia","Caldas",2,0,1,0
"5826",17380,2002,"La Dorada","Caldas",3,1,1,1
