"","mun","year","FARC","AUC","ELN","ERP","ERG","EPL","BACRIM","Guerrilla","Paramilitaries"
"15346",76895,2006,0,0,0,0,0,0,0,0,0
"15347",81001,2006,1,1,1,0,0,0,0,1,1
"15348",81065,2006,1,0,1,0,0,0,0,1,0
"15349",81220,2006,0,0,0,0,0,0,0,0,0
"15350",81300,2006,1,0,1,0,0,0,0,1,0
"15351",81591,2006,1,0,0,0,0,0,0,1,0
"15352",81736,2006,1,0,1,0,0,0,0,1,0
"15353",81794,2006,1,1,1,0,0,0,0,1,1
"15354",85001,2006,1,1,1,0,0,0,0,1,1
"15355",85010,2006,1,1,1,0,0,0,0,1,1
"15356",85015,2006,0,0,0,0,0,0,0,0,0
"15357",85125,2006,1,1,1,0,0,0,0,1,1
"15358",85136,2006,0,0,0,0,0,0,0,0,0
"15359",85139,2006,1,1,1,0,0,0,0,1,1
"15360",85162,2006,0,1,0,0,0,0,0,0,1
"15361",85225,2006,1,0,1,0,0,0,0,1,0
"15362",85230,2006,1,1,0,0,0,0,0,1,1
"15363",85250,2006,1,1,1,0,0,0,0,1,1
"15364",85263,2006,1,1,1,0,0,0,0,1,1
"15365",85279,2006,1,0,0,0,0,0,0,1,0
"15366",85300,2006,0,1,0,0,0,0,0,0,1
"15367",85315,2006,1,0,1,0,0,0,0,1,0
"15368",85325,2006,0,0,0,0,0,0,0,0,0
"15369",85400,2006,1,0,1,0,0,0,0,1,0
"15370",85410,2006,1,1,1,0,0,0,0,1,1
"15371",85430,2006,1,1,0,0,0,0,0,1,1
"15372",85440,2006,0,1,0,0,0,0,0,0,1
"15373",86001,2006,1,1,0,0,0,0,0,1,1
"15374",86219,2006,0,0,0,0,0,0,0,0,0
"15375",86320,2006,1,0,0,0,0,0,0,1,0
"15376",86568,2006,1,1,0,0,0,0,0,1,1
"15377",86569,2006,1,1,0,0,0,0,0,1,1
"15378",86571,2006,1,1,0,0,0,0,0,1,1
"15379",86573,2006,1,0,0,0,0,0,0,1,0
"15380",86749,2006,1,0,0,0,0,0,0,1,0
"15381",86755,2006,1,0,0,0,0,0,0,1,0
"15382",86757,2006,1,1,0,0,0,0,0,1,1
"15383",86760,2006,1,0,0,0,0,0,0,1,0
"15384",86865,2006,1,1,0,0,0,0,0,1,1
"15385",86885,2006,1,0,0,0,0,0,0,1,0
"15386",88001,2006,0,0,0,0,0,0,0,0,0
"15387",91001,2006,1,0,0,0,0,0,0,1,0
"15388",91540,2006,0,0,0,0,0,0,0,0,0
"15389",94001,2006,1,0,0,0,0,0,0,1,0
"15390",94343,2006,1,0,0,0,0,0,0,1,0
"15391",95015,2006,1,0,1,0,0,0,0,1,0
"15392",95025,2006,1,0,0,0,0,0,0,1,0
"15393",95200,2006,1,0,0,0,0,0,0,1,0
"15394",97001,2006,1,0,0,0,0,0,0,1,0
"15395",97161,2006,1,0,0,0,0,0,0,1,0
"15396",97666,2006,0,0,0,0,0,0,0,0,0
"15397",99001,2006,1,1,1,0,0,0,0,1,1
"15398",99524,2006,1,1,0,0,0,0,0,1,1
"15399",99624,2006,0,0,0,0,0,0,0,0,0
"15400",99773,2006,1,1,0,0,0,0,0,1,1
"15401",5001,2007,1,1,1,0,0,0,0,1,1
"15402",5002,2007,1,0,0,0,0,0,0,1,0
"15403",5004,2007,1,0,0,0,0,0,0,1,0
"15404",5021,2007,1,0,0,0,0,0,0,1,0
"15405",5030,2007,0,0,0,0,0,0,0,0,0
"15406",5031,2007,1,1,1,0,0,0,0,1,1
"15407",5034,2007,1,1,1,0,0,0,0,1,1
"15408",5036,2007,0,0,0,0,0,0,0,0,0
"15409",5038,2007,1,0,0,0,0,0,0,1,0
"15410",5040,2007,1,1,1,0,0,0,0,1,1
"15411",5042,2007,1,0,0,0,0,0,1,1,0
"15412",5044,2007,1,0,0,0,0,0,0,1,0
"15413",5045,2007,1,0,0,0,0,0,0,1,0
"15414",5051,2007,1,0,0,0,0,0,0,1,0
"15415",5055,2007,1,0,0,0,0,0,0,1,0
"15416",5059,2007,0,0,0,0,0,0,0,0,0
"15417",5079,2007,0,1,0,0,0,0,0,0,1
"15418",5086,2007,0,0,0,0,0,0,0,0,0
"15419",5088,2007,1,1,0,0,0,0,0,1,1
"15420",5091,2007,0,0,0,0,0,0,0,0,0
"15421",5093,2007,1,0,0,0,0,0,0,1,0
"15422",5101,2007,0,0,0,0,0,0,0,0,0
"15423",5107,2007,1,1,0,0,0,0,0,1,1
"15424",5113,2007,1,0,0,0,0,0,0,1,0
"15425",5120,2007,1,0,1,0,0,0,0,1,0
"15426",5125,2007,1,0,0,0,0,0,0,1,0
"15427",5129,2007,1,1,0,0,0,0,0,1,1
"15428",5134,2007,1,0,1,0,0,0,0,1,0
"15429",5138,2007,1,0,0,0,0,0,0,1,0
"15430",5142,2007,1,0,0,0,0,0,0,1,0
"15431",5145,2007,0,0,0,0,0,0,0,0,0
"15432",5147,2007,1,0,0,0,0,0,0,1,0
"15433",5148,2007,1,0,1,0,0,0,0,1,0
"15434",5150,2007,1,1,0,0,0,0,0,1,1
"15435",5154,2007,1,1,1,0,0,0,0,1,1
"15436",5172,2007,1,0,0,0,0,0,0,1,0
"15437",5190,2007,0,1,1,0,0,0,0,1,1
"15438",5197,2007,1,0,0,0,0,0,0,1,0
"15439",5206,2007,0,0,1,0,0,0,0,1,0
"15440",5209,2007,1,0,0,0,0,0,0,1,0
"15441",5212,2007,0,0,0,0,0,0,0,0,0
"15442",5234,2007,1,0,0,0,0,0,0,1,0
"15443",5237,2007,0,0,0,0,0,0,0,0,0
"15444",5240,2007,0,0,0,0,0,0,0,0,0
"15445",5250,2007,1,1,1,0,0,0,0,1,1
"15446",5264,2007,0,0,0,0,0,0,0,0,0
"15447",5266,2007,0,0,0,0,0,0,0,0,0
"15448",5282,2007,0,0,0,0,0,0,0,0,0
"15449",5284,2007,1,0,0,0,0,0,0,1,0
"15450",5306,2007,1,0,0,0,0,0,0,1,0
"15451",5308,2007,0,0,0,0,0,0,0,0,0
"15452",5310,2007,0,0,0,0,0,0,0,0,0
"15453",5313,2007,1,0,0,0,0,0,0,1,0
"15454",5315,2007,1,0,0,0,0,0,0,1,0
"15455",5318,2007,0,1,0,0,0,0,0,0,1
"15456",5321,2007,1,0,0,0,0,0,0,1,0
"15457",5347,2007,0,0,0,0,0,0,0,0,0
"15458",5353,2007,0,0,0,0,0,0,0,0,0
"15459",5360,2007,1,0,0,0,0,0,0,1,0
"15460",5361,2007,1,1,0,0,0,0,0,1,1
"15461",5364,2007,0,0,0,0,0,0,0,0,0
"15462",5368,2007,0,0,1,0,0,0,0,1,0
"15463",5376,2007,1,0,0,0,0,0,0,1,0
"15464",5380,2007,0,0,0,0,0,0,0,0,0
"15465",5390,2007,0,0,0,0,0,0,0,0,0
"15466",5400,2007,1,0,0,0,0,0,0,1,0
"15467",5411,2007,0,0,0,0,0,0,0,0,0
"15468",5425,2007,0,1,0,0,0,0,0,0,1
"15469",5440,2007,0,1,0,0,0,0,0,0,1
"15470",5467,2007,1,0,0,0,0,0,0,1,0
"15471",5475,2007,1,0,0,0,0,0,0,1,0
"15472",5480,2007,1,0,0,0,0,0,0,1,0
"15473",5483,2007,1,0,1,0,0,0,0,1,0
"15474",5490,2007,0,0,0,0,0,0,0,0,0
"15475",5495,2007,1,0,0,0,0,0,0,1,0
"15476",5501,2007,0,0,0,0,0,0,0,0,0
"15477",5541,2007,1,0,0,0,0,0,0,1,0
"15478",5543,2007,1,0,0,0,0,0,0,1,0
"15479",5576,2007,0,0,0,0,0,0,0,0,0
"15480",5579,2007,1,1,1,0,0,0,0,1,1
"15481",5585,2007,0,0,0,0,0,0,0,0,0
"15482",5591,2007,0,0,0,0,0,0,0,0,0
"15483",5604,2007,1,1,0,0,0,0,0,1,1
"15484",5607,2007,0,0,0,0,0,0,0,0,0
"15485",5615,2007,1,0,0,0,0,0,0,1,0
"15486",5628,2007,0,0,0,0,0,0,0,0,0
"15487",5631,2007,0,0,0,0,0,0,0,0,0
"15488",5642,2007,1,1,0,0,0,0,0,1,1
"15489",5647,2007,1,0,0,0,0,0,0,1,0
"15490",5649,2007,1,0,0,0,0,0,0,1,0
"15491",5652,2007,1,1,1,0,0,0,0,1,1
"15492",5656,2007,0,0,0,0,0,0,0,0,0
"15493",5658,2007,0,0,0,0,0,0,0,0,0
"15494",5659,2007,0,0,0,0,0,0,0,0,0
"15495",5660,2007,1,0,0,0,0,0,0,1,0
"15496",5664,2007,0,0,0,0,0,0,0,0,0
"15497",5665,2007,1,0,0,0,0,0,0,1,0
"15498",5667,2007,1,0,1,0,0,0,0,1,0
"15499",5670,2007,1,0,1,0,0,0,0,1,0
"15500",5674,2007,0,0,1,0,0,0,0,1,0
"15501",5679,2007,1,0,0,0,0,0,0,1,0
"15502",5686,2007,1,1,0,0,0,0,0,1,1
"15503",5690,2007,1,0,1,0,0,0,0,1,0
"15504",5697,2007,0,0,0,0,0,0,0,0,0
"15505",5736,2007,1,1,1,0,0,0,0,1,1
"15506",5756,2007,1,0,0,0,0,0,0,1,0
"15507",5761,2007,0,0,0,0,0,0,0,0,0
"15508",5789,2007,0,0,0,0,0,0,0,0,0
"15509",5790,2007,1,1,0,0,0,0,0,1,1
"15510",5792,2007,0,0,0,0,0,0,0,0,0
"15511",5809,2007,0,0,0,0,0,0,0,0,0
"15512",5819,2007,1,0,0,0,0,0,0,1,0
"15513",5837,2007,1,1,0,0,0,0,0,1,1
"15514",5842,2007,1,0,0,0,0,0,0,1,0
"15515",5847,2007,1,1,0,0,0,0,0,1,1
"15516",5854,2007,1,0,0,0,0,0,0,1,0
"15517",5856,2007,0,0,0,0,0,0,0,0,0
"15518",5858,2007,0,0,1,0,0,0,0,1,0
"15519",5861,2007,0,0,0,0,0,0,0,0,0
"15520",5873,2007,1,0,0,0,0,0,0,1,0
"15521",5885,2007,0,1,1,0,0,0,0,1,1
"15522",5887,2007,1,0,0,0,0,0,0,1,0
"15523",5890,2007,0,0,1,0,0,0,0,1,0
"15524",5893,2007,1,1,0,0,0,0,0,1,1
"15525",5895,2007,1,0,1,0,0,0,0,1,0
"15526",8001,2007,1,1,1,0,0,0,0,1,1
"15527",8078,2007,0,0,0,0,0,0,0,0,0
"15528",8137,2007,0,0,0,0,0,0,0,0,0
"15529",8141,2007,0,0,0,0,0,0,0,0,0
"15530",8296,2007,0,0,0,0,0,0,0,0,0
"15531",8372,2007,0,0,0,0,0,0,0,0,0
"15532",8421,2007,0,0,0,0,0,0,0,0,0
"15533",8433,2007,1,0,1,0,0,0,0,1,0
"15534",8436,2007,0,0,0,0,0,0,0,0,0
"15535",8520,2007,0,0,0,0,0,0,0,0,0
"15536",8549,2007,0,0,0,0,0,0,0,0,0
"15537",8558,2007,0,0,0,0,0,0,0,0,0
"15538",8560,2007,0,0,0,0,0,0,0,0,0
"15539",8573,2007,0,0,0,0,0,0,0,0,0
"15540",8606,2007,0,0,0,0,0,0,0,0,0
"15541",8634,2007,0,0,0,0,0,0,0,0,0
"15542",8638,2007,0,0,0,0,0,0,0,0,0
"15543",8675,2007,0,0,0,0,0,0,0,0,0
"15544",8685,2007,0,0,0,0,0,0,0,0,0
"15545",8758,2007,1,1,0,0,0,0,0,1,1
"15546",8770,2007,0,0,0,0,0,0,0,0,0
"15547",8832,2007,0,0,0,0,0,0,0,0,0
"15548",8849,2007,0,0,0,0,0,0,0,0,0
"15549",11001,2007,1,1,1,0,0,0,0,1,1
"15550",13001,2007,1,0,1,0,0,0,0,1,0
"15551",13006,2007,1,0,1,0,0,0,0,1,0
"15552",13030,2007,0,1,0,0,0,0,0,0,1
"15553",13042,2007,1,0,1,0,0,0,0,1,0
"15554",13052,2007,1,0,0,0,0,0,0,1,0
"15555",13062,2007,0,0,0,0,0,0,0,0,0
"15556",13074,2007,0,1,0,0,0,0,0,0,1
"15557",13140,2007,0,0,0,0,0,0,0,0,0
"15558",13160,2007,1,0,1,0,0,0,0,1,0
"15559",13188,2007,0,0,0,0,0,0,0,0,0
"15560",13212,2007,1,1,0,0,0,0,0,1,1
"15561",13222,2007,0,0,0,0,0,0,0,0,0
"15562",13244,2007,1,0,1,0,0,0,0,1,0
"15563",13248,2007,0,1,0,0,0,0,0,0,1
"15564",13268,2007,0,0,0,0,0,0,0,0,0
"15565",13300,2007,0,0,0,0,0,0,0,0,0
"15566",13430,2007,1,1,1,0,0,0,0,1,1
"15567",13433,2007,1,0,1,0,0,0,0,1,0
"15568",13440,2007,0,0,0,0,0,0,0,0,0
"15569",13442,2007,1,0,0,0,0,0,0,1,0
"15570",13458,2007,1,0,1,0,0,0,0,1,0
"15571",13468,2007,0,0,0,0,0,0,0,0,0
"15572",13473,2007,1,0,1,0,0,0,0,1,0
"15573",13490,2007,0,0,0,0,0,0,0,0,0
"15574",13549,2007,0,0,0,0,0,0,0,0,0
"15575",13580,2007,1,0,0,0,0,0,0,1,0
"15576",13600,2007,1,0,0,0,0,0,0,1,0
"15577",13620,2007,0,0,0,0,0,0,0,0,0
"15578",13647,2007,0,0,0,0,0,0,0,0,0
"15579",13650,2007,0,0,0,0,0,0,0,0,0
"15580",13654,2007,1,0,0,0,0,0,0,1,0
"15581",13655,2007,1,0,0,0,0,0,0,1,0
"15582",13657,2007,1,0,0,0,0,0,0,1,0
"15583",13667,2007,0,0,0,0,0,0,0,0,0
"15584",13670,2007,1,0,1,0,0,0,0,1,0
"15585",13673,2007,0,0,0,0,0,0,0,0,0
"15586",13683,2007,1,0,1,0,0,0,0,1,0
"15587",13688,2007,1,0,1,0,0,0,0,1,0
"15588",13744,2007,1,1,1,0,0,0,0,1,1
"15589",13760,2007,0,0,0,0,0,0,0,0,0
"15590",13780,2007,0,0,0,0,0,0,0,0,0
"15591",13810,2007,1,0,0,0,0,0,0,1,0
"15592",13836,2007,1,0,0,0,0,0,0,1,0
"15593",13838,2007,0,0,0,0,0,0,0,0,0
"15594",13873,2007,0,0,0,0,0,0,0,0,0
"15595",13894,2007,1,0,0,0,0,0,0,1,0
"15596",15001,2007,1,1,1,0,0,0,0,1,1
"15597",15022,2007,0,0,0,0,0,0,0,0,0
"15598",15047,2007,1,0,0,0,0,0,0,1,0
"15599",15051,2007,0,0,0,0,0,0,0,0,0
"15600",15087,2007,0,0,0,0,0,0,0,0,0
"15601",15090,2007,0,0,0,0,0,0,0,0,0
"15602",15092,2007,0,0,0,0,0,0,0,0,0
"15603",15097,2007,0,0,0,0,0,0,0,0,0
"15604",15104,2007,0,0,0,0,0,0,0,0,0
"15605",15106,2007,0,0,0,0,0,0,0,0,0
"15606",15109,2007,0,0,0,0,0,0,0,0,0
"15607",15114,2007,0,0,0,0,0,0,0,0,0
"15608",15131,2007,0,0,0,0,0,0,0,0,0
"15609",15135,2007,0,0,0,0,0,0,0,0,0
"15610",15162,2007,0,0,0,0,0,0,0,0,0
"15611",15172,2007,0,0,0,0,0,0,0,0,0
"15612",15176,2007,0,0,0,0,0,0,1,0,0
"15613",15180,2007,0,0,0,0,0,0,0,0,0
"15614",15183,2007,1,0,1,0,0,0,0,1,0
"15615",15185,2007,0,0,0,0,0,0,0,0,0
"15616",15187,2007,0,0,0,0,0,0,0,0,0
"15617",15189,2007,0,0,0,0,0,0,0,0,0
"15618",15204,2007,0,0,0,0,0,0,0,0,0
"15619",15212,2007,0,0,0,0,0,0,0,0,0
"15620",15215,2007,0,0,0,0,0,0,0,0,0
"15621",15218,2007,0,0,0,0,0,0,0,0,0
"15622",15223,2007,1,0,1,0,0,0,0,1,0
"15623",15224,2007,0,0,0,0,0,0,0,0,0
"15624",15226,2007,0,0,0,0,0,0,0,0,0
"15625",15232,2007,0,0,0,0,0,0,0,0,0
"15626",15236,2007,0,0,0,0,0,0,0,0,0
"15627",15238,2007,0,1,1,0,0,0,0,1,1
"15628",15244,2007,1,0,0,0,0,0,0,1,0
"15629",15248,2007,0,0,0,0,0,0,0,0,0
"15630",15272,2007,0,0,0,0,0,0,0,0,0
"15631",15276,2007,0,0,0,0,0,0,0,0,0
"15632",15293,2007,0,0,0,0,0,0,0,0,0
"15633",15296,2007,0,0,0,0,0,0,0,0,0
"15634",15299,2007,0,0,0,0,0,0,0,0,0
"15635",15317,2007,0,0,0,0,0,0,0,0,0
"15636",15322,2007,0,0,0,0,0,0,0,0,0
"15637",15325,2007,0,0,0,0,0,0,0,0,0
"15638",15332,2007,0,0,0,0,0,0,0,0,0
"15639",15362,2007,0,0,0,0,0,0,0,0,0
"15640",15367,2007,0,0,0,0,0,0,0,0,0
"15641",15368,2007,0,0,0,0,0,0,0,0,0
"15642",15377,2007,1,0,1,0,0,0,0,1,0
"15643",15380,2007,0,0,0,0,0,0,0,0,0
"15644",15401,2007,0,0,0,0,0,0,0,0,0
"15645",15403,2007,0,0,0,0,0,0,0,0,0
"15646",15407,2007,0,0,0,0,0,0,0,0,0
"15647",15425,2007,0,0,0,0,0,0,0,0,0
"15648",15442,2007,0,0,0,0,0,0,0,0,0
"15649",15455,2007,0,0,0,0,0,0,0,0,0
"15650",15464,2007,1,0,0,0,0,0,0,1,0
"15651",15466,2007,0,0,0,0,0,0,0,0,0
"15652",15469,2007,0,0,0,0,0,0,0,0,0
"15653",15476,2007,0,0,0,0,0,0,0,0,0
"15654",15480,2007,0,0,0,0,0,0,0,0,0
"15655",15491,2007,0,0,0,0,0,0,0,0,0
"15656",15494,2007,0,0,0,0,0,0,0,0,0
"15657",15500,2007,0,0,0,0,0,0,0,0,0
"15658",15507,2007,1,0,0,0,0,0,0,1,0
"15659",15511,2007,0,0,0,0,0,0,0,0,0
"15660",15514,2007,0,0,0,0,0,0,0,0,0
"15661",15516,2007,0,0,0,0,0,0,0,0,0
"15662",15518,2007,1,0,1,0,0,0,0,1,0
"15663",15522,2007,0,0,0,0,0,0,0,0,0
"15664",15531,2007,0,0,0,0,0,0,0,0,0
"15665",15533,2007,0,0,0,0,0,0,0,0,0
"15666",15537,2007,0,0,0,0,0,0,0,0,0
"15667",15542,2007,1,0,0,0,0,0,0,1,0
"15668",15550,2007,1,0,1,0,0,0,0,1,0
"15669",15572,2007,0,0,0,0,0,0,0,0,0
"15670",15580,2007,0,0,0,0,0,0,0,0,0
"15671",15599,2007,0,0,0,0,0,0,0,0,0
"15672",15600,2007,0,0,0,0,0,0,0,0,0
"15673",15621,2007,0,0,0,0,0,0,0,0,0
"15674",15632,2007,0,0,0,0,0,0,0,0,0
"15675",15638,2007,0,0,0,0,0,0,0,0,0
"15676",15646,2007,0,0,0,0,0,0,0,0,0
"15677",15660,2007,0,0,0,0,0,0,0,0,0
"15678",15664,2007,0,0,0,0,0,0,0,0,0
"15679",15667,2007,0,0,0,0,0,0,0,0,0
"15680",15673,2007,0,0,1,0,0,0,0,1,0
"15681",15676,2007,0,0,0,0,0,0,0,0,0
"15682",15681,2007,0,0,0,0,0,0,0,0,0
"15683",15686,2007,0,0,0,0,0,0,0,0,0
"15684",15690,2007,0,0,0,0,0,0,0,0,0
"15685",15693,2007,0,0,0,0,0,0,0,0,0
"15686",15696,2007,0,0,0,0,0,0,0,0,0
"15687",15720,2007,1,0,0,0,0,0,0,1,0
"15688",15723,2007,0,0,0,0,0,0,0,0,0
"15689",15740,2007,0,0,0,0,0,0,0,0,0
"15690",15753,2007,0,0,0,0,0,0,0,0,0
"15691",15755,2007,0,0,1,0,0,0,0,1,0
"15692",15757,2007,1,0,1,0,0,0,0,1,0
"15693",15759,2007,1,0,1,0,0,0,0,1,0
"15694",15761,2007,0,0,0,0,0,0,0,0,0
"15695",15762,2007,0,0,0,0,0,0,0,0,0
"15696",15763,2007,0,0,0,0,0,0,0,0,0
"15697",15764,2007,0,0,0,0,0,0,0,0,0
"15698",15774,2007,0,0,0,0,0,0,0,0,0
"15699",15776,2007,0,0,1,0,0,0,0,1,0
"15700",15778,2007,0,0,0,0,0,0,0,0,0
"15701",15790,2007,0,0,1,0,0,0,0,1,0
"15702",15798,2007,0,0,0,0,0,0,0,0,0
"15703",15804,2007,0,0,0,0,0,0,0,0,0
"15704",15806,2007,0,0,0,0,0,0,0,0,0
"15705",15808,2007,0,0,0,0,0,0,0,0,0
"15706",15810,2007,0,0,0,0,0,0,0,0,0
"15707",15814,2007,0,0,0,0,0,0,0,0,0
"15708",15816,2007,0,0,0,0,0,0,0,0,0
"15709",15820,2007,0,0,1,0,0,0,0,1,0
"15710",15822,2007,0,0,0,0,0,0,0,0,0
"15711",15832,2007,0,0,0,0,0,0,0,0,0
"15712",15835,2007,0,0,0,0,0,0,0,0,0
"15713",15837,2007,0,0,0,0,0,0,0,0,0
"15714",15839,2007,0,0,0,0,0,0,0,0,0
"15715",15842,2007,1,0,0,0,0,0,0,1,0
"15716",15861,2007,0,0,0,0,0,0,0,0,0
"15717",15879,2007,0,0,0,0,0,0,0,0,0
"15718",15897,2007,0,0,0,0,0,0,0,0,0
"15719",17001,2007,1,1,1,0,0,0,0,1,1
"15720",17013,2007,1,0,0,0,0,0,0,1,0
"15721",17042,2007,0,0,0,0,0,0,0,0,0
"15722",17050,2007,0,0,0,0,0,0,0,0,0
"15723",17088,2007,0,0,0,0,0,0,0,0,0
"15724",17174,2007,1,1,0,0,0,0,0,1,1
"15725",17272,2007,0,0,0,0,0,0,0,0,0
"15726",17380,2007,1,1,0,0,0,0,0,1,1
"15727",17388,2007,1,0,0,0,0,0,0,1,0
"15728",17433,2007,1,0,0,0,0,0,0,1,0
"15729",17442,2007,0,0,0,0,0,0,0,0,0
"15730",17444,2007,1,0,0,0,0,0,0,1,0
"15731",17446,2007,1,0,0,0,0,0,0,1,0
"15732",17486,2007,1,0,0,0,0,0,0,1,0
"15733",17495,2007,1,0,0,0,0,0,0,1,0
"15734",17513,2007,1,0,0,0,0,0,0,1,0
"15735",17524,2007,0,0,0,0,0,0,0,0,0
"15736",17541,2007,1,0,1,0,0,0,0,1,0
"15737",17614,2007,1,0,0,0,0,0,0,1,0
"15738",17616,2007,0,0,0,0,0,0,0,0,0
"15739",17653,2007,1,0,0,0,0,0,0,1,0
"15740",17662,2007,1,0,1,0,0,0,0,1,0
"15741",17665,2007,0,0,0,0,0,0,0,0,0
"15742",17777,2007,1,0,0,0,0,0,0,1,0
"15743",17867,2007,0,1,0,0,0,0,0,0,1
"15744",17873,2007,0,0,0,0,0,0,0,0,0
"15745",17877,2007,0,0,0,0,0,0,0,0,0
"15746",18001,2007,1,1,0,0,0,0,0,1,1
"15747",18029,2007,0,0,0,0,0,0,0,0,0
"15748",18094,2007,1,0,0,0,0,0,0,1,0
"15749",18150,2007,1,0,0,0,0,0,0,1,0
"15750",18205,2007,1,0,0,0,0,0,0,1,0
"15751",18247,2007,1,0,0,0,0,0,0,1,0
"15752",18256,2007,1,1,0,0,0,0,0,1,1
"15753",18410,2007,1,0,0,0,0,0,0,1,0
"15754",18460,2007,1,0,0,0,0,0,0,1,0
"15755",18479,2007,1,0,0,0,0,0,0,1,0
"15756",18592,2007,1,0,0,0,0,0,0,1,0
"15757",18610,2007,1,0,0,0,0,0,0,1,0
"15758",18753,2007,1,0,0,0,0,0,0,1,0
"15759",18756,2007,1,0,0,0,0,0,0,1,0
"15760",18785,2007,1,0,0,0,0,0,0,1,0
"15761",18860,2007,1,1,0,0,0,0,0,1,1
"15762",19001,2007,1,0,1,0,0,0,0,1,0
"15763",19022,2007,1,0,0,0,0,0,0,1,0
"15764",19050,2007,1,0,1,0,0,0,0,1,0
"15765",19075,2007,1,0,1,0,0,0,0,1,0
"15766",19100,2007,0,0,0,0,0,0,0,0,0
"15767",19110,2007,1,0,0,0,0,0,0,1,0
"15768",19130,2007,1,0,0,0,0,0,0,1,0
"15769",19137,2007,1,0,0,0,0,0,0,1,0
"15770",19142,2007,1,0,0,0,0,0,0,1,0
"15771",19212,2007,1,0,0,0,0,0,0,1,0
"15772",19256,2007,1,1,1,0,0,0,0,1,1
"15773",19290,2007,1,0,0,0,0,0,0,1,0
"15774",19318,2007,1,0,1,0,0,0,0,1,0
"15775",19355,2007,1,0,0,0,0,0,0,1,0
"15776",19364,2007,1,0,0,0,0,0,0,1,0
"15777",19392,2007,1,0,0,0,0,0,0,1,0
"15778",19397,2007,0,0,0,0,0,0,0,0,0
"15779",19418,2007,1,0,1,0,0,0,0,1,0
"15780",19450,2007,1,0,1,0,0,0,0,1,0
"15781",19455,2007,1,0,0,0,0,0,0,1,0
"15782",19473,2007,1,0,1,0,0,0,0,1,0
"15783",19513,2007,0,0,0,0,0,0,0,0,0
"15784",19517,2007,1,0,0,0,0,0,0,1,0
"15785",19532,2007,1,0,1,0,0,0,0,1,0
"15786",19533,2007,1,0,0,0,0,0,0,1,0
"15787",19548,2007,1,0,1,0,0,0,0,1,0
"15788",19573,2007,1,0,0,0,0,0,0,1,0
"15789",19585,2007,1,0,0,0,0,0,0,1,0
"15790",19622,2007,0,0,1,0,0,0,0,1,0
"15791",19693,2007,0,0,0,0,0,0,0,0,0
"15792",19698,2007,1,0,1,0,0,0,0,1,0
"15793",19701,2007,0,0,0,0,0,0,0,0,0
"15794",19743,2007,1,0,0,0,0,0,0,1,0
"15795",19760,2007,0,0,0,0,0,0,0,0,0
"15796",19780,2007,1,0,0,0,0,0,0,1,0
"15797",19785,2007,1,0,0,0,0,0,0,1,0
"15798",19807,2007,1,0,1,0,0,0,0,1,0
"15799",19809,2007,0,0,0,0,0,0,0,0,0
"15800",19821,2007,1,0,0,0,0,0,0,1,0
"15801",19824,2007,1,0,0,0,0,0,0,1,0
"15802",19845,2007,1,0,0,0,0,0,0,1,0
"15803",20001,2007,1,1,1,0,0,0,0,1,1
"15804",20011,2007,0,1,1,0,0,0,0,1,1
"15805",20013,2007,1,0,1,0,0,0,0,1,0
"15806",20032,2007,0,0,0,0,0,0,0,0,0
"15807",20045,2007,1,0,1,0,0,0,0,1,0
"15808",20060,2007,0,1,0,0,0,0,0,0,1
"15809",20175,2007,0,0,0,0,0,0,0,0,0
"15810",20178,2007,0,1,0,0,0,0,0,0,1
"15811",20228,2007,1,1,1,0,0,0,0,1,1
"15812",20238,2007,1,1,1,0,0,0,0,1,1
"15813",20250,2007,0,1,0,0,0,0,0,0,1
"15814",20295,2007,1,0,0,0,0,0,0,1,0
"15815",20310,2007,1,1,1,0,0,0,0,1,1
"15816",20383,2007,0,1,0,0,0,0,0,0,1
"15817",20400,2007,1,1,1,0,0,0,0,1,1
"15818",20443,2007,1,1,0,0,0,0,0,1,1
"15819",20517,2007,1,0,0,0,0,0,0,1,0
"15820",20550,2007,0,1,1,0,0,0,0,1,1
"15821",20570,2007,1,0,1,0,0,0,0,1,0
"15822",20614,2007,0,0,1,0,0,0,0,1,0
"15823",20621,2007,1,0,1,0,0,0,0,1,0
"15824",20710,2007,0,1,0,0,0,0,0,0,1
"15825",20750,2007,1,1,0,0,0,0,0,1,1
"15826",20770,2007,0,1,0,0,0,0,0,0,1
"15827",20787,2007,0,0,0,0,0,0,0,0,0
"15828",23001,2007,1,0,0,0,0,0,0,1,0
"15829",23068,2007,0,1,0,0,0,0,0,0,1
"15830",23079,2007,0,0,0,0,0,0,0,0,0
"15831",23090,2007,1,0,0,0,0,0,0,1,0
"15832",23162,2007,0,0,0,0,0,0,0,0,0
"15833",23168,2007,0,0,0,0,0,0,0,0,0
"15834",23182,2007,0,0,0,0,0,0,0,0,0
"15835",23189,2007,0,0,0,0,0,0,0,0,0
"15836",23300,2007,0,0,0,0,0,0,0,0,0
"15837",23350,2007,0,0,0,0,0,0,0,0,0
"15838",23417,2007,0,0,0,0,0,0,0,0,0
"15839",23419,2007,0,0,0,0,0,0,0,0,0
"15840",23464,2007,0,0,0,0,0,0,0,0,0
"15841",23466,2007,1,0,0,0,0,0,0,1,0
"15842",23500,2007,0,0,0,0,0,0,0,0,0
"15843",23555,2007,0,0,0,0,0,0,0,0,0
