"","mun","year","FARC","AUC","ELN","ERP","ERG","EPL","BACRIM","Guerrilla","Paramilitaries"
"7389",54223,1999,1,1,0,0,0,0,0,1,1
"7390",54239,1999,0,1,1,0,0,0,0,1,1
"7391",54245,1999,1,1,1,0,0,0,0,1,1
"7392",54250,1999,0,1,1,0,0,0,0,1,1
"7393",54261,1999,0,1,1,0,0,0,0,1,1
"7394",54313,1999,0,1,0,0,0,0,0,0,1
"7395",54344,1999,0,1,0,0,0,0,0,0,1
"7396",54347,1999,0,1,0,0,0,0,0,0,1
"7397",54377,1999,0,1,1,0,0,0,0,1,1
"7398",54385,1999,0,1,0,0,0,0,0,0,1
"7399",54398,1999,0,1,1,0,0,0,0,1,1
"7400",54405,1999,0,1,0,0,0,0,0,0,1
"7401",54418,1999,0,1,1,0,0,0,0,1,1
"7402",54480,1999,1,1,0,0,0,0,0,1,1
"7403",54498,1999,0,1,1,0,0,0,0,1,1
"7404",54518,1999,1,1,1,0,0,0,0,1,1
"7405",54520,1999,0,1,0,0,0,0,0,0,1
"7406",54553,1999,0,1,0,0,0,0,0,0,1
"7407",54599,1999,0,1,0,0,0,0,0,0,1
"7408",54660,1999,0,1,1,0,0,0,0,1,1
"7409",54670,1999,1,1,1,0,0,0,0,1,1
"7410",54673,1999,0,1,1,0,0,0,0,1,1
"7411",54680,1999,0,1,0,0,0,0,0,0,1
"7412",54720,1999,0,1,1,0,0,0,0,1,1
"7413",54743,1999,1,1,0,0,0,0,0,1,1
"7414",54800,1999,1,1,1,0,0,0,0,1,1
"7415",54810,1999,1,1,1,0,0,0,0,1,1
"7416",54820,1999,1,1,1,0,0,0,0,1,1
"7417",54871,1999,0,1,0,0,0,0,0,0,1
"7418",54874,1999,0,1,0,0,0,0,0,0,1
"7419",63001,1999,0,1,0,0,0,0,0,0,1
"7420",63111,1999,0,1,0,0,0,0,0,0,1
"7421",63130,1999,0,1,0,0,0,0,0,0,1
"7422",63190,1999,0,1,0,0,0,0,0,0,1
"7423",63212,1999,1,1,0,0,0,0,0,1,1
"7424",63272,1999,0,1,0,0,0,0,0,0,1
"7425",63302,1999,1,1,0,0,0,0,0,1,1
"7426",63401,1999,0,1,0,0,0,0,0,0,1
"7427",63470,1999,0,1,0,0,0,0,0,0,1
"7428",63548,1999,1,1,0,0,0,0,0,1,1
"7429",63594,1999,0,1,0,0,0,0,0,0,1
"7430",63690,1999,0,1,0,0,0,0,0,0,1
"7431",66001,1999,1,1,1,0,0,0,0,1,1
"7432",66045,1999,0,1,0,0,0,0,0,0,1
"7433",66075,1999,0,1,0,0,0,0,0,0,1
"7434",66088,1999,0,1,0,0,0,0,0,0,1
"7435",66170,1999,0,1,0,0,0,0,0,0,1
"7436",66318,1999,1,1,1,0,0,0,0,1,1
"7437",66383,1999,1,1,0,0,0,0,0,1,1
"7438",66400,1999,0,1,1,0,0,0,0,1,1
"7439",66440,1999,0,1,0,0,0,0,0,0,1
"7440",66456,1999,1,1,1,0,0,0,0,1,1
"7441",66572,1999,1,1,1,0,0,0,0,1,1
"7442",66594,1999,1,1,1,0,0,0,0,1,1
"7443",66682,1999,0,1,0,0,0,0,0,0,1
"7444",66687,1999,0,1,0,0,0,0,0,0,1
"7445",68001,1999,1,1,1,0,0,0,0,1,1
"7446",68013,1999,0,1,0,0,0,0,0,0,1
"7447",68020,1999,0,1,0,0,0,0,0,0,1
"7448",68051,1999,0,1,0,0,0,0,0,0,1
"7449",68077,1999,0,1,0,0,0,0,0,0,1
"7450",68079,1999,0,1,0,0,0,0,0,0,1
"7451",68081,1999,1,1,1,0,0,0,0,1,1
"7452",68092,1999,0,1,0,0,0,0,0,0,1
"7453",68101,1999,1,1,0,0,0,0,0,1,1
"7454",68121,1999,0,1,0,0,0,0,0,0,1
"7455",68132,1999,1,1,0,0,0,0,0,1,1
"7456",68147,1999,1,1,1,0,0,0,0,1,1
"7457",68152,1999,0,1,0,0,0,0,0,0,1
"7458",68160,1999,0,1,1,0,0,0,0,1,1
"7459",68162,1999,1,1,0,0,0,0,0,1,1
"7460",68167,1999,0,1,0,0,0,0,0,0,1
"7461",68169,1999,0,1,1,0,0,0,0,1,1
"7462",68176,1999,0,1,0,0,0,0,0,0,1
"7463",68179,1999,0,1,0,0,0,0,0,0,1
"7464",68190,1999,1,1,0,0,0,0,0,1,1
"7465",68207,1999,1,1,1,0,0,0,0,1,1
"7466",68209,1999,1,1,0,0,0,0,0,1,1
"7467",68211,1999,1,1,0,0,0,0,0,1,1
"7468",68217,1999,0,1,0,0,0,0,0,0,1
"7469",68229,1999,0,1,0,0,0,0,0,0,1
"7470",68235,1999,0,1,0,0,0,0,0,0,1
"7471",68245,1999,0,1,0,0,0,0,0,0,1
"7472",68250,1999,0,1,0,0,0,0,0,0,1
"7473",68255,1999,0,1,1,0,0,0,0,1,1
"7474",68264,1999,0,1,0,0,0,0,0,0,1
"7475",68266,1999,1,1,0,0,0,0,0,1,1
"7476",68271,1999,0,1,0,0,0,0,0,0,1
"7477",68276,1999,0,1,0,0,0,0,0,0,1
"7478",68296,1999,0,1,0,0,0,0,0,0,1
"7479",68298,1999,0,1,0,0,0,0,0,0,1
"7480",68307,1999,0,1,0,0,0,0,0,0,1
"7481",68318,1999,1,1,1,0,0,0,0,1,1
"7482",68320,1999,0,1,0,0,0,0,0,0,1
"7483",68322,1999,0,1,0,0,0,0,0,0,1
"7484",68324,1999,0,1,0,0,0,0,0,0,1
"7485",68327,1999,0,1,1,0,0,0,0,1,1
"7486",68344,1999,0,1,0,0,0,0,0,0,1
"7487",68368,1999,0,1,0,0,0,0,0,0,1
"7488",68370,1999,0,1,0,0,0,0,0,0,1
"7489",68377,1999,0,1,0,0,0,0,0,0,1
"7490",68385,1999,0,1,0,0,0,0,0,0,1
"7491",68397,1999,0,1,0,0,0,0,0,0,1
"7492",68406,1999,1,1,0,0,0,0,0,1,1
"7493",68418,1999,0,1,0,0,0,0,0,0,1
"7494",68425,1999,1,1,0,0,0,0,0,1,1
"7495",68432,1999,1,1,1,0,0,0,0,1,1
"7496",68444,1999,0,1,0,0,0,0,0,0,1
"7497",68464,1999,0,1,0,0,0,0,0,0,1
"7498",68468,1999,0,1,0,0,0,0,0,0,1
"7499",68498,1999,0,1,0,0,0,0,0,0,1
"7500",68500,1999,0,1,0,0,0,0,0,0,1
"7501",68502,1999,1,1,1,0,0,0,0,1,1
"7502",68522,1999,0,1,0,0,0,0,0,0,1
"7503",68524,1999,0,1,0,0,0,0,0,0,1
"7504",68533,1999,0,1,0,0,0,0,0,0,1
"7505",68547,1999,0,1,1,0,0,0,0,1,1
"7506",68549,1999,0,1,0,0,0,0,0,0,1
"7507",68572,1999,1,1,0,0,0,0,0,1,1
"7508",68573,1999,1,1,0,0,0,0,0,1,1
"7509",68575,1999,1,1,1,0,0,0,0,1,1
"7510",68615,1999,0,1,1,0,0,0,0,1,1
"7511",68655,1999,0,1,1,0,0,0,0,1,1
"7512",68669,1999,1,1,0,0,0,0,0,1,1
"7513",68673,1999,0,1,0,0,0,0,0,0,1
"7514",68679,1999,0,1,0,0,0,0,0,0,1
"7515",68682,1999,1,1,0,0,0,0,0,1,1
"7516",68684,1999,0,1,0,0,0,0,0,0,1
"7517",68686,1999,0,1,0,0,0,0,0,0,1
"7518",68689,1999,0,1,1,0,0,0,0,1,1
"7519",68705,1999,0,1,0,0,0,0,0,0,1
"7520",68720,1999,0,1,0,0,0,0,0,0,1
"7521",68745,1999,1,1,0,0,0,0,0,1,1
"7522",68755,1999,0,1,0,0,0,0,0,0,1
"7523",68770,1999,0,1,0,0,0,0,0,0,1
"7524",68773,1999,1,1,0,0,0,0,0,1,1
"7525",68780,1999,0,1,1,0,0,0,0,1,1
"7526",68820,1999,0,1,1,0,0,0,0,1,1
"7527",68855,1999,0,1,0,0,0,0,0,0,1
"7528",68861,1999,1,1,0,0,0,0,0,1,1
"7529",68867,1999,0,1,0,0,0,0,0,0,1
"7530",68872,1999,0,1,0,0,0,0,0,0,1
"7531",68895,1999,0,1,0,0,0,0,0,0,1
"7532",70001,1999,1,1,1,0,0,0,0,1,1
"7533",70110,1999,0,1,0,0,0,0,0,0,1
"7534",70124,1999,0,1,0,0,0,0,0,0,1
"7535",70204,1999,1,1,0,0,0,0,0,1,1
"7536",70215,1999,0,1,0,0,0,0,0,0,1
"7537",70221,1999,0,1,1,0,0,0,0,1,1
"7538",70230,1999,0,1,0,0,0,0,0,0,1
"7539",70233,1999,0,1,0,0,0,0,0,0,1
"7540",70235,1999,0,1,0,0,0,0,0,0,1
"7541",70265,1999,1,1,0,0,0,0,0,1,1
"7542",70400,1999,0,1,0,0,0,0,0,0,1
"7543",70418,1999,0,1,0,0,0,0,0,0,1
"7544",70429,1999,0,1,1,0,0,0,0,1,1
"7545",70473,1999,1,1,0,0,0,0,0,1,1
"7546",70508,1999,1,1,0,0,0,0,0,1,1
"7547",70523,1999,1,1,0,0,0,0,0,1,1
"7548",70670,1999,0,1,0,0,0,0,0,0,1
"7549",70678,1999,0,1,0,0,0,0,0,0,1
"7550",70702,1999,0,1,0,0,0,0,0,0,1
"7551",70708,1999,0,1,0,0,0,0,0,0,1
"7552",70713,1999,1,1,0,0,0,0,0,1,1
"7553",70717,1999,1,1,0,0,0,0,0,1,1
"7554",70742,1999,1,1,0,0,0,0,0,1,1
"7555",70771,1999,0,1,0,0,0,0,0,0,1
"7556",70820,1999,1,1,0,0,0,0,0,1,1
"7557",70823,1999,1,1,0,0,0,0,0,1,1
"7558",73001,1999,1,1,1,0,0,0,0,1,1
"7559",73024,1999,1,1,0,0,0,0,0,1,1
"7560",73026,1999,0,1,0,0,0,0,0,0,1
"7561",73030,1999,0,1,0,0,0,0,0,0,1
"7562",73043,1999,1,1,0,0,0,0,0,1,1
"7563",73055,1999,0,1,0,0,0,0,0,0,1
"7564",73067,1999,1,1,0,0,0,0,0,1,1
"7565",73124,1999,1,1,0,0,0,0,0,1,1
"7566",73148,1999,0,1,0,0,0,0,0,0,1
"7567",73152,1999,0,1,1,0,0,0,0,1,1
"7568",73168,1999,1,1,0,0,0,0,0,1,1
"7569",73200,1999,0,1,0,0,0,0,0,0,1
"7570",73217,1999,0,1,0,0,0,0,0,0,1
"7571",73226,1999,0,1,0,0,0,0,0,0,1
"7572",73236,1999,1,1,0,0,0,0,0,1,1
"7573",73268,1999,0,1,0,0,0,0,0,0,1
"7574",73270,1999,0,1,1,0,0,0,0,1,1
"7575",73275,1999,0,1,0,0,0,0,0,0,1
"7576",73283,1999,0,1,0,0,0,0,0,0,1
"7577",73319,1999,0,1,0,0,0,0,0,0,1
"7578",73347,1999,0,1,0,0,0,0,0,0,1
"7579",73349,1999,0,1,0,0,0,0,0,0,1
"7580",73352,1999,1,1,0,0,0,0,0,1,1
"7581",73408,1999,0,1,1,0,0,0,0,1,1
"7582",73411,1999,0,1,1,0,0,0,0,1,1
"7583",73443,1999,0,1,1,0,0,0,0,1,1
"7584",73449,1999,1,1,0,0,0,0,0,1,1
"7585",73461,1999,0,1,1,0,0,0,0,1,1
"7586",73483,1999,1,1,0,0,0,0,0,1,1
"7587",73504,1999,1,1,0,0,0,0,0,1,1
"7588",73520,1999,0,1,0,0,0,0,0,0,1
"7589",73547,1999,0,1,0,0,0,0,0,0,1
"7590",73555,1999,1,1,0,0,0,0,0,1,1
"7591",73563,1999,1,1,0,0,0,0,0,1,1
"7592",73585,1999,1,1,0,0,0,0,0,1,1
"7593",73616,1999,1,1,0,0,0,0,0,1,1
"7594",73622,1999,1,1,0,0,0,0,0,1,1
"7595",73624,1999,1,1,0,0,0,0,0,1,1
"7596",73671,1999,0,1,0,0,0,0,0,0,1
"7597",73675,1999,1,1,0,0,0,0,0,1,1
"7598",73678,1999,0,1,0,0,0,0,0,0,1
"7599",73686,1999,1,1,1,0,0,0,0,1,1
"7600",73770,1999,0,1,0,0,0,0,0,0,1
"7601",73854,1999,0,1,0,0,0,0,0,0,1
"7602",73861,1999,1,1,1,0,0,0,0,1,1
"7603",73870,1999,0,1,1,0,0,0,0,1,1
"7604",73873,1999,1,1,0,0,0,0,0,1,1
"7605",76001,1999,1,1,1,0,0,0,0,1,1
"7606",76020,1999,0,1,0,0,0,0,0,0,1
"7607",76036,1999,0,1,0,0,0,0,0,0,1
"7608",76041,1999,0,1,0,0,0,0,0,0,1
"7609",76054,1999,0,1,0,0,0,0,0,0,1
"7610",76100,1999,0,1,0,0,0,0,0,0,1
"7611",76109,1999,1,1,0,0,0,0,0,1,1
"7612",76111,1999,1,1,0,0,0,0,0,1,1
"7613",76113,1999,0,1,0,0,0,0,0,0,1
"7614",76122,1999,1,1,0,0,0,0,0,1,1
"7615",76126,1999,0,1,0,0,0,0,0,0,1
"7616",76130,1999,0,1,1,0,0,0,0,1,1
"7617",76147,1999,0,1,0,0,0,0,0,0,1
"7618",76233,1999,1,1,1,0,0,0,0,1,1
"7619",76243,1999,0,1,0,0,0,0,0,0,1
"7620",76246,1999,0,1,0,0,0,0,0,0,1
"7621",76248,1999,1,1,1,0,0,0,0,1,1
"7622",76250,1999,0,1,0,0,0,0,0,0,1
"7623",76275,1999,1,1,0,0,0,0,0,1,1
"7624",76306,1999,0,1,0,0,0,0,0,0,1
"7625",76318,1999,0,1,0,0,0,0,0,0,1
"7626",76364,1999,0,1,1,0,0,0,0,1,1
"7627",76377,1999,0,1,1,0,0,0,0,1,1
"7628",76400,1999,0,1,0,0,0,0,0,0,1
"7629",76403,1999,0,1,0,0,0,0,0,0,1
"7630",76497,1999,0,1,0,0,0,0,0,0,1
"7631",76520,1999,1,1,0,0,0,0,0,1,1
"7632",76563,1999,0,1,0,0,0,0,0,0,1
"7633",76606,1999,1,1,0,0,0,0,0,1,1
"7634",76616,1999,0,1,0,0,0,0,0,0,1
"7635",76622,1999,0,1,0,0,0,0,0,0,1
"7636",76670,1999,0,1,0,0,0,0,0,0,1
"7637",76736,1999,1,1,0,0,0,0,0,1,1
"7638",76823,1999,0,1,0,0,0,0,0,0,1
"7639",76828,1999,0,1,0,0,0,0,0,0,1
"7640",76834,1999,1,1,0,0,0,0,0,1,1
"7641",76845,1999,0,1,0,0,0,0,0,0,1
"7642",76863,1999,0,1,0,0,0,0,0,0,1
"7643",76869,1999,0,1,0,0,0,0,0,0,1
"7644",76890,1999,0,1,0,0,0,0,0,0,1
"7645",76892,1999,0,1,1,0,0,0,0,1,1
"7646",76895,1999,0,1,0,0,0,0,0,0,1
"7647",81001,1999,1,1,1,0,0,0,0,1,1
"7648",81065,1999,1,1,1,0,0,0,0,1,1
"7649",81220,1999,1,1,0,0,0,0,0,1,1
"7650",81300,1999,1,1,0,0,0,0,0,1,1
"7651",81591,1999,1,1,0,0,0,0,0,1,1
"7652",81736,1999,1,1,1,0,0,0,0,1,1
"7653",81794,1999,1,1,1,0,0,0,0,1,1
"7654",85001,1999,1,1,1,0,0,0,0,1,1
"7655",85010,1999,1,1,1,0,0,0,0,1,1
"7656",85015,1999,0,1,0,0,0,0,0,0,1
"7657",85125,1999,1,1,0,0,0,0,0,1,1
"7658",85136,1999,0,1,0,0,0,0,0,0,1
"7659",85139,1999,0,1,0,0,0,0,0,0,1
"7660",85162,1999,0,1,0,0,0,0,0,0,1
"7661",85225,1999,1,1,1,0,0,0,0,1,1
"7662",85230,1999,1,1,0,0,0,0,0,1,1
"7663",85250,1999,1,1,0,0,0,0,0,1,1
"7664",85263,1999,1,1,0,0,0,0,0,1,1
"7665",85279,1999,1,1,0,0,0,0,0,1,1
"7666",85300,1999,0,1,0,0,0,0,0,0,1
"7667",85315,1999,1,1,0,0,0,0,0,1,1
"7668",85325,1999,0,1,0,0,0,0,0,0,1
"7669",85400,1999,1,1,0,0,0,0,0,1,1
"7670",85410,1999,1,1,1,0,0,0,0,1,1
"7671",85430,1999,1,1,0,0,0,0,0,1,1
"7672",85440,1999,0,1,0,0,0,0,0,0,1
"7673",86001,1999,1,1,0,0,0,0,0,1,1
"7674",86219,1999,1,1,0,0,0,0,0,1,1
"7675",86320,1999,1,1,0,0,0,0,0,1,1
"7676",86568,1999,1,1,1,0,0,0,0,1,1
"7677",86569,1999,0,1,0,0,0,0,0,0,1
"7678",86571,1999,1,1,0,0,0,0,0,1,1
"7679",86573,1999,1,1,0,0,0,0,0,1,1
"7680",86749,1999,1,1,0,0,0,0,0,1,1
"7681",86755,1999,1,1,0,0,0,0,0,1,1
"7682",86757,1999,1,1,0,0,0,0,0,1,1
"7683",86760,1999,1,1,0,0,0,0,0,1,1
"7684",86865,1999,1,1,0,0,0,0,0,1,1
"7685",86885,1999,1,1,0,0,0,0,0,1,1
"7686",88001,1999,0,1,0,0,0,0,0,0,1
"7687",91001,1999,0,1,0,0,0,0,0,0,1
"7688",91540,1999,0,1,0,0,0,0,0,0,1
"7689",94001,1999,1,1,0,0,0,0,0,1,1
"7690",94343,1999,1,1,0,0,0,0,0,1,1
"7691",95015,1999,1,1,0,0,0,0,0,1,1
"7692",95025,1999,1,1,0,0,0,0,0,1,1
"7693",95200,1999,0,1,0,0,0,0,0,0,1
"7694",97001,1999,1,1,0,0,0,0,0,1,1
"7695",97161,1999,1,1,0,0,0,0,0,1,1
"7696",97666,1999,0,1,0,0,0,0,0,0,1
"7697",99001,1999,1,1,0,0,0,0,0,1,1
"7698",99524,1999,1,1,0,0,0,0,0,1,1
"7699",99624,1999,0,1,0,0,0,0,0,0,1
"7700",99773,1999,1,1,0,0,0,0,0,1,1
"7701",5001,2000,1,1,1,0,0,0,0,1,1
"7702",5002,2000,1,1,1,0,0,0,0,1,1
"7703",5004,2000,1,1,0,0,0,0,0,1,1
"7704",5021,2000,0,1,1,0,0,0,0,1,1
"7705",5030,2000,0,1,1,0,0,0,0,1,1
"7706",5031,2000,0,1,1,0,0,0,0,1,1
"7707",5034,2000,1,1,0,0,0,0,0,1,1
"7708",5036,2000,0,1,1,0,0,0,0,1,1
"7709",5038,2000,1,1,1,0,0,0,0,1,1
"7710",5040,2000,1,1,1,0,0,0,0,1,1
"7711",5042,2000,1,1,0,0,0,0,0,1,1
"7712",5044,2000,1,1,0,0,0,0,0,1,1
"7713",5045,2000,1,1,0,0,0,0,0,1,1
"7714",5051,2000,0,1,0,0,0,0,0,0,1
"7715",5055,2000,1,1,0,0,0,0,0,1,1
"7716",5059,2000,0,1,0,0,0,0,0,0,1
"7717",5079,2000,1,1,1,0,0,0,0,1,1
"7718",5086,2000,1,1,0,0,0,0,0,1,1
"7719",5088,2000,0,1,1,0,0,0,0,1,1
"7720",5091,2000,0,1,0,0,0,0,0,0,1
"7721",5093,2000,1,1,0,0,0,0,0,1,1
"7722",5101,2000,0,1,1,0,0,0,0,1,1
"7723",5107,2000,0,1,0,0,0,0,0,0,1
"7724",5113,2000,1,1,0,0,0,0,0,1,1
"7725",5120,2000,0,1,1,0,0,0,0,1,1
"7726",5125,2000,1,1,0,0,0,0,0,1,1
"7727",5129,2000,0,1,1,0,0,0,0,1,1
"7728",5134,2000,1,1,1,0,0,0,0,1,1
"7729",5138,2000,1,1,0,0,0,0,0,1,1
"7730",5142,2000,0,1,0,0,0,0,0,0,1
"7731",5145,2000,0,1,0,0,0,0,0,0,1
"7732",5147,2000,1,1,0,0,0,0,0,1,1
"7733",5148,2000,0,1,1,0,0,0,0,1,1
"7734",5150,2000,1,1,0,0,0,0,0,1,1
"7735",5154,2000,0,1,1,0,0,0,0,1,1
"7736",5172,2000,1,1,0,0,0,0,0,1,1
"7737",5190,2000,0,1,1,0,0,0,0,1,1
"7738",5197,2000,1,1,1,0,0,0,0,1,1
"7739",5206,2000,1,1,1,0,0,0,0,1,1
"7740",5209,2000,0,1,0,0,0,0,0,0,1
"7741",5212,2000,0,1,1,0,0,0,0,1,1
"7742",5234,2000,1,1,1,0,0,0,0,1,1
"7743",5237,2000,0,1,0,0,0,0,0,0,1
"7744",5240,2000,0,1,1,0,0,0,0,1,1
"7745",5250,2000,1,1,0,0,0,0,0,1,1
"7746",5264,2000,0,1,0,0,0,0,0,0,1
"7747",5266,2000,0,1,0,0,0,0,0,0,1
"7748",5282,2000,0,1,0,0,0,0,0,0,1
"7749",5284,2000,1,1,0,0,0,0,0,1,1
"7750",5306,2000,0,1,0,0,0,0,0,0,1
"7751",5308,2000,0,1,1,0,0,0,0,1,1
"7752",5310,2000,0,1,1,0,0,0,0,1,1
"7753",5313,2000,1,1,1,0,0,0,0,1,1
"7754",5315,2000,1,1,1,0,0,0,0,1,1
"7755",5318,2000,0,1,1,0,0,0,0,1,1
"7756",5321,2000,1,1,1,0,0,0,0,1,1
"7757",5347,2000,0,1,0,0,0,0,0,0,1
"7758",5353,2000,0,1,0,0,0,0,0,0,1
"7759",5360,2000,0,1,1,0,0,0,0,1,1
"7760",5361,2000,1,1,0,0,0,0,0,1,1
"7761",5364,2000,1,1,0,0,0,0,0,1,1
"7762",5368,2000,0,1,1,0,0,0,0,1,1
"7763",5376,2000,0,1,1,0,0,0,0,1,1
"7764",5380,2000,0,1,0,0,0,0,0,0,1
"7765",5390,2000,0,1,0,0,0,0,0,0,1
"7766",5400,2000,1,1,1,0,0,0,0,1,1
"7767",5411,2000,0,1,0,0,0,0,0,0,1
"7768",5425,2000,0,1,1,0,0,0,0,1,1
"7769",5440,2000,0,1,1,0,0,0,0,1,1
"7770",5467,2000,0,1,1,0,0,0,0,1,1
"7771",5475,2000,0,1,0,0,0,0,0,0,1
"7772",5480,2000,1,1,0,0,0,0,0,1,1
"7773",5483,2000,1,1,0,0,0,0,0,1,1
"7774",5490,2000,0,1,0,0,0,0,0,0,1
"7775",5495,2000,0,1,0,0,0,0,0,0,1
"7776",5501,2000,0,1,0,0,0,0,0,0,1
"7777",5541,2000,0,1,1,0,0,0,0,1,1
"7778",5543,2000,0,1,1,0,0,0,0,1,1
"7779",5576,2000,0,1,0,0,0,0,0,0,1
"7780",5579,2000,1,1,0,0,0,0,0,1,1
"7781",5585,2000,1,1,0,0,0,0,0,1,1
"7782",5591,2000,0,1,1,0,0,0,0,1,1
"7783",5604,2000,1,1,1,0,0,0,0,1,1
"7784",5607,2000,0,1,1,0,0,0,0,1,1
"7785",5615,2000,1,1,1,0,0,0,0,1,1
"7786",5628,2000,1,1,0,0,0,0,0,1,1
"7787",5631,2000,1,1,0,0,0,0,0,1,1
"7788",5642,2000,1,1,0,0,0,0,0,1,1
"7789",5647,2000,0,1,0,0,0,0,0,0,1
"7790",5649,2000,1,1,1,0,0,0,0,1,1
"7791",5652,2000,1,1,1,0,0,0,0,1,1
"7792",5656,2000,0,1,0,0,0,0,0,0,1
"7793",5658,2000,0,1,0,0,0,0,0,0,1
"7794",5659,2000,0,1,0,0,0,0,0,0,1
"7795",5660,2000,1,1,1,0,0,0,0,1,1
"7796",5664,2000,0,1,0,0,0,0,0,0,1
"7797",5665,2000,0,1,0,0,0,0,0,0,1
"7798",5667,2000,1,1,1,0,0,0,0,1,1
"7799",5670,2000,0,1,1,0,0,0,0,1,1
"7800",5674,2000,1,1,1,0,0,0,0,1,1
"7801",5679,2000,1,1,1,0,0,0,0,1,1
"7802",5686,2000,1,1,0,0,0,0,0,1,1
"7803",5690,2000,0,1,1,0,0,0,0,1,1
"7804",5697,2000,1,1,1,0,0,0,0,1,1
"7805",5736,2000,0,1,1,0,0,0,0,1,1
"7806",5756,2000,1,1,1,0,0,0,0,1,1
"7807",5761,2000,0,1,0,0,0,0,0,0,1
"7808",5789,2000,0,1,1,0,0,0,0,1,1
"7809",5790,2000,0,1,0,0,0,0,0,0,1
"7810",5792,2000,0,1,1,0,0,0,0,1,1
"7811",5809,2000,0,1,0,0,0,0,0,0,1
"7812",5819,2000,0,1,0,0,0,0,0,0,1
"7813",5837,2000,1,1,0,0,0,0,0,1,1
"7814",5842,2000,1,1,0,0,0,0,0,1,1
"7815",5847,2000,1,1,1,0,0,0,0,1,1
"7816",5854,2000,1,1,1,0,0,0,0,1,1
"7817",5856,2000,0,1,1,0,0,0,0,1,1
"7818",5858,2000,0,1,1,0,0,0,0,1,1
"7819",5861,2000,0,1,0,0,0,0,0,0,1
"7820",5873,2000,1,1,0,0,0,0,0,1,1
"7821",5885,2000,0,1,1,0,0,0,0,1,1
"7822",5887,2000,1,1,1,0,0,0,0,1,1
"7823",5890,2000,0,1,1,0,0,0,0,1,1
"7824",5893,2000,1,1,1,0,0,0,0,1,1
"7825",5895,2000,0,1,1,0,0,0,0,1,1
"7826",8001,2000,0,1,1,0,0,0,0,1,1
"7827",8078,2000,0,1,0,0,0,0,0,0,1
"7828",8137,2000,0,1,0,0,0,0,0,0,1
"7829",8141,2000,0,1,0,0,0,0,0,0,1
"7830",8296,2000,0,1,0,0,0,0,0,0,1
"7831",8372,2000,0,1,0,0,0,0,0,0,1
"7832",8421,2000,0,1,0,0,0,0,0,0,1
"7833",8433,2000,0,1,0,0,0,0,0,0,1
"7834",8436,2000,0,1,0,0,0,0,0,0,1
"7835",8520,2000,0,1,0,0,0,0,0,0,1
"7836",8549,2000,0,1,0,0,0,0,0,0,1
"7837",8558,2000,0,1,0,0,0,0,0,0,1
"7838",8560,2000,0,1,0,0,0,0,0,0,1
"7839",8573,2000,0,1,0,0,0,0,0,0,1
"7840",8606,2000,0,1,0,0,0,0,0,0,1
"7841",8634,2000,0,1,0,0,0,0,0,0,1
"7842",8638,2000,0,1,0,0,0,0,0,0,1
"7843",8675,2000,0,1,0,0,0,0,0,0,1
"7844",8685,2000,0,1,0,0,0,0,0,0,1
"7845",8758,2000,0,1,0,0,0,0,0,0,1
"7846",8770,2000,0,1,0,0,0,0,0,0,1
"7847",8832,2000,0,1,0,0,0,0,0,0,1
"7848",8849,2000,0,1,0,0,0,0,0,0,1
"7849",11001,2000,1,1,1,0,0,0,0,1,1
"7850",13001,2000,1,1,0,0,0,0,0,1,1
"7851",13006,2000,0,1,1,0,0,0,0,1,1
"7852",13030,2000,0,1,0,0,0,0,0,0,1
"7853",13042,2000,0,1,1,0,0,0,0,1,1
"7854",13052,2000,0,1,1,0,0,0,0,1,1
"7855",13062,2000,0,1,0,0,0,0,0,0,1
"7856",13074,2000,1,1,0,0,0,0,0,1,1
"7857",13140,2000,0,1,1,0,0,0,0,1,1
"7858",13160,2000,1,1,0,0,0,0,0,1,1
"7859",13188,2000,0,1,0,0,0,0,0,0,1
"7860",13212,2000,1,1,0,0,0,0,0,1,1
"7861",13222,2000,0,1,0,0,0,0,0,0,1
"7862",13244,2000,1,1,1,0,0,0,0,1,1
"7863",13248,2000,0,1,0,0,0,0,0,0,1
"7864",13268,2000,0,1,0,0,0,0,0,0,1
"7865",13300,2000,0,1,0,0,0,0,0,0,1
"7866",13430,2000,0,1,1,0,0,0,0,1,1
"7867",13433,2000,0,1,0,0,0,0,0,0,1
"7868",13440,2000,0,1,0,0,0,0,0,0,1
"7869",13442,2000,1,1,1,0,0,0,0,1,1
"7870",13458,2000,1,1,1,0,0,0,0,1,1
"7871",13468,2000,1,1,0,0,0,0,0,1,1
"7872",13473,2000,1,1,1,0,0,0,0,1,1
"7873",13490,2000,0,1,1,0,0,0,0,1,1
"7874",13549,2000,0,1,0,0,0,0,0,0,1
"7875",13580,2000,0,1,0,0,0,0,0,0,1
"7876",13600,2000,1,1,0,0,0,0,0,1,1
"7877",13620,2000,0,1,0,0,0,0,0,0,1
"7878",13647,2000,0,1,0,0,0,0,0,0,1
"7879",13650,2000,0,1,0,0,0,0,0,0,1
"7880",13654,2000,1,1,1,0,0,0,0,1,1
"7881",13655,2000,0,1,0,0,0,0,0,0,1
"7882",13657,2000,0,1,1,0,0,0,0,1,1
"7883",13667,2000,0,1,0,0,0,0,0,0,1
"7884",13670,2000,1,1,1,0,0,0,0,1,1
"7885",13673,2000,0,1,0,0,0,0,0,0,1
"7886",13683,2000,0,1,1,0,0,0,0,1,1
