mun,year,FARC,ELN,AUC,Guerrilla,Paramilitaries
70418,2000,0,0,0,0,0
70429,2000,0,0,0,0,0
70473,2000,0,0,0,0,0
70508,2000,0,0,1,0,1
70508,2000,1,0,1,1,1
70523,2000,0,0,0,0,0
70670,2000,0,0,0,0,0
70678,2000,0,0,0,0,0
70702,2000,0,0,0,0,0
70708,2000,0,0,0,0,0
70713,2000,0,0,1,0,1
70713,2000,1,0,0,1,0
70717,2000,1,0,1,1,1
70742,2000,0,0,0,0,0
70771,2000,0,0,0,0,0
70820,2000,0,0,0,0,0
70823,2000,0,0,1,0,1
73001,2000,1,0,1,1,1
73024,2000,0,0,0,0,0
73026,2000,0,0,0,0,0
73030,2000,0,0,0,0,0
73043,2000,1,0,0,1,0
73055,2000,0,0,0,0,0
73067,2000,1,0,0,1,0
73124,2000,0,0,0,0,0
73148,2000,0,0,0,0,0
73152,2000,0,0,0,0,0
73168,2000,0,0,0,0,0
73200,2000,0,0,0,0,0
73217,2000,0,0,0,0,0
73226,2000,1,0,0,1,0
73236,2000,0,0,0,0,0
73268,2000,0,0,0,0,0
73270,2000,0,0,0,0,0
73275,2000,0,0,0,0,0
73283,2000,0,0,0,0,0
73319,2000,0,0,0,0,0
73347,2000,0,0,0,0,0
73349,2000,0,0,0,0,0
73352,2000,0,0,1,0,1
73352,2000,1,0,0,1,0
73408,2000,0,0,0,0,0
73411,2000,0,1,0,1,0
73443,2000,0,0,0,0,0
73449,2000,0,0,0,0,0
73461,2000,0,0,0,0,0
73483,2000,0,0,0,0,0
73504,2000,0,0,0,0,0
73520,2000,1,0,0,1,0
73547,2000,0,0,0,0,0
73555,2000,0,0,0,0,0
73563,2000,0,0,0,0,0
73585,2000,1,0,0,1,0
73616,2000,1,0,0,1,0
73616,2000,1,0,1,1,1
73622,2000,1,0,0,1,0
73624,2000,0,0,0,0,0
73671,2000,0,0,0,0,0
73675,2000,0,0,0,0,0
73678,2000,0,0,0,0,0
73686,2000,0,1,0,1,0
73770,2000,0,0,0,0,0
73854,2000,0,0,0,0,0
73861,2000,0,0,0,0,0
73870,2000,0,0,0,0,0
73873,2000,0,0,0,0,0
76001,2000,0,1,0,1,0
76001,2000,1,0,0,1,0
76020,2000,0,0,0,0,0
76036,2000,0,0,0,0,0
76041,2000,0,0,0,0,0
76054,2000,0,0,0,0,0
76100,2000,0,0,0,0,0
76109,2000,0,0,1,0,1
76109,2000,0,1,0,1,0
76109,2000,1,0,0,1,0
76109,2000,1,0,1,1,1
76111,2000,0,0,1,0,1
76113,2000,0,0,1,0,1
76122,2000,0,0,0,0,0
76126,2000,0,0,0,0,0
76130,2000,0,0,0,0,0
76147,2000,0,0,0,0,0
76233,2000,1,0,0,1,0
76243,2000,0,0,0,0,0
76246,2000,0,0,0,0,0
76248,2000,0,0,1,0,1
76250,2000,0,0,0,0,0
76275,2000,0,0,0,0,0
76306,2000,0,0,0,0,0
76318,2000,0,0,0,0,0
76364,2000,0,1,0,1,0
76377,2000,0,0,0,0,0
76400,2000,0,0,0,0,0
76403,2000,0,0,0,0,0
76497,2000,0,0,0,0,0
76520,2000,0,0,1,0,1
76563,2000,0,0,0,0,0
76606,2000,0,0,0,0,0
76616,2000,0,0,0,0,0
76622,2000,0,0,0,0,0
76670,2000,0,0,0,0,0
76736,2000,0,0,1,0,1
76823,2000,0,0,0,0,0
76828,2000,0,0,0,0,0
76834,2000,1,0,0,1,0
76834,2000,1,0,1,1,1
76845,2000,0,0,0,0,0
76863,2000,0,0,0,0,0
76869,2000,0,0,0,0,0
76890,2000,0,0,0,0,0
76892,2000,0,0,0,0,0
76895,2000,0,0,0,0,0
81001,2000,0,0,1,0,1
81065,2000,0,0,0,0,0
81220,2000,0,0,0,0,0
81300,2000,1,0,0,1,0
81591,2000,0,0,0,0,0
81736,2000,0,0,0,0,0
81794,2000,0,0,0,0,0
81794,2000,1,0,0,1,0
85001,2000,0,0,0,0,0
85010,2000,1,0,0,1,0
85015,2000,0,0,0,0,0
85125,2000,0,0,0,0,0
85136,2000,0,0,0,0,0
85139,2000,0,0,0,0,0
85162,2000,0,0,0,0,0
85225,2000,1,0,0,1,0
85230,2000,0,0,0,0,0
85250,2000,0,0,0,0,0
85263,2000,0,0,0,0,0
85279,2000,0,0,0,0,0
85300,2000,0,0,0,0,0
85315,2000,0,0,0,0,0
85325,2000,0,0,0,0,0
85400,2000,1,0,0,1,0
85410,2000,0,0,0,0,0
85430,2000,0,0,0,0,0
85440,2000,0,0,0,0,0
86001,2000,0,0,0,0,0
86219,2000,1,0,0,1,0
86320,2000,1,0,0,1,0
86568,2000,0,0,1,0,1
86568,2000,1,0,0,1,0
86569,2000,0,0,0,0,0
86571,2000,0,0,0,0,0
86573,2000,0,0,0,0,0
86749,2000,0,0,0,0,0
86755,2000,1,0,0,1,0
86757,2000,0,0,1,0,1
86757,2000,1,0,0,1,0
86760,2000,0,0,0,0,0
86865,2000,1,0,0,1,0
86885,2000,0,0,0,0,0
88564,2000,0,0,0,0,0
91001,2000,0,0,0,0,0
91540,2000,0,0,0,0,0
94001,2000,1,0,0,1,0
95001,2000,0,0,0,0,0
95015,2000,0,0,0,0,0
95025,2000,0,0,0,0,0
95200,2000,0,0,0,0,0
97001,2000,0,0,0,0,0
97161,2000,0,0,0,0,0
97666,2000,0,0,0,0,0
99001,2000,0,0,0,0,0
99524,2000,1,0,0,1,0
99624,2000,0,0,0,0,0
99773,2000,0,0,0,0,0
5001,2001,0,0,0,0,0
5001,2001,0,0,1,0,1
5001,2001,0,1,0,1,0
5001,2001,0,1,1,1,1
5001,2001,1,0,0,1,0
5002,2001,0,0,1,0,1
5004,2001,0,0,0,0,0
5021,2001,0,0,1,0,1
5021,2001,0,1,0,1,0
5021,2001,1,0,1,1,1
5030,2001,0,0,1,0,1
5031,2001,0,0,1,0,1
5031,2001,0,1,0,1,0
5034,2001,0,0,1,0,1
5036,2001,0,0,0,0,0
5038,2001,0,0,0,0,0
5040,2001,0,0,1,0,1
5040,2001,0,1,0,1,0
5042,2001,0,0,0,0,0
5044,2001,0,0,0,0,0
5045,2001,0,0,0,0,0
5045,2001,0,0,1,0,1
5045,2001,1,0,0,1,0
5051,2001,0,0,0,0,0
5055,2001,0,0,0,0,0
5059,2001,0,0,0,0,0
5079,2001,0,0,1,0,1
5079,2001,0,1,0,1,0
5079,2001,1,0,0,1,0
5079,2001,1,0,1,1,1
5086,2001,0,0,0,0,0
5088,2001,0,0,1,0,1
5091,2001,0,0,0,0,0
5093,2001,0,0,1,0,1
5093,2001,0,1,0,1,0
5101,2001,0,0,0,0,0
5107,2001,1,0,0,1,0
5107,2001,1,0,1,1,1
5113,2001,0,0,1,0,1
5113,2001,1,0,0,1,0
5120,2001,0,0,0,0,0
5125,2001,0,0,1,0,1
5129,2001,0,0,0,0,0
5129,2001,0,0,1,0,1
5134,2001,0,0,1,0,1
5134,2001,1,0,0,1,0
5138,2001,1,0,0,1,0
5142,2001,0,0,0,0,0
5145,2001,0,0,1,0,1
5147,2001,1,0,0,1,0
5148,2001,0,0,1,0,1
5148,2001,0,1,0,1,0
5150,2001,0,0,1,0,1
5154,2001,1,0,1,1,1
5172,2001,1,0,0,1,0
5172,2001,1,0,0,1,0
5190,2001,0,0,0,0,0
5197,2001,0,0,1,0,1
5197,2001,0,1,0,1,0
5197,2001,1,0,0,1,0
5206,2001,0,0,1,0,1
5206,2001,0,1,0,1,0
5209,2001,0,0,1,0,1
5212,2001,0,0,0,0,0
5234,2001,0,0,1,0,1
5234,2001,1,0,0,1,0
5234,2001,1,0,1,1,1
5237,2001,0,0,1,0,1
5240,2001,0,0,0,0,0
5250,2001,0,0,1,0,1
5250,2001,0,1,0,1,0
5250,2001,1,0,1,1,1
5264,2001,1,0,0,1,0
5266,2001,0,1,0,1,0
5282,2001,0,0,1,0,1
5284,2001,1,0,0,1,0
5306,2001,0,0,0,0,0
5308,2001,0,0,1,0,1
5310,2001,0,0,0,0,0
5313,2001,0,0,1,0,1
5313,2001,0,1,0,1,0
5313,2001,1,0,0,1,0
5315,2001,1,0,0,1,0
5318,2001,0,0,1,0,1
5321,2001,0,0,1,0,1
5321,2001,0,1,0,1,0
5347,2001,0,0,1,0,1
5353,2001,0,0,0,0,0
5360,2001,0,0,0,0,0
5361,2001,0,0,1,0,1
5361,2001,1,0,0,1,0
5361,2001,1,0,1,1,1
5364,2001,1,0,0,1,0
5368,2001,0,0,0,0,0
5376,2001,0,0,1,0,1
5380,2001,0,0,0,0,0
5390,2001,0,0,1,0,1
5400,2001,0,0,1,0,1
5411,2001,0,0,0,0,0
5425,2001,0,0,0,0,0
5440,2001,0,0,1,0,1
5467,2001,0,0,1,0,1
5467,2001,0,1,0,1,0
5475,2001,0,0,1,0,1
5480,2001,1,0,0,1,0
5483,2001,0,0,0,0,0
5490,2001,0,0,0,0,0
5495,2001,0,0,0,0,0
5501,2001,0,0,0,0,0
5541,2001,0,0,1,0,1
5541,2001,0,1,0,1,0
5543,2001,0,0,1,0,1
5543,2001,0,1,0,1,0
5576,2001,0,0,0,0,0
5579,2001,1,0,0,1,0
5585,2001,0,0,1,0,1
5591,2001,0,0,0,0,0
5604,2001,0,0,1,0,1
5604,2001,0,1,0,1,0
5604,2001,0,1,1,1,1
5604,2001,1,0,0,1,0
5607,2001,0,0,1,0,1
5607,2001,0,1,0,1,0
5615,2001,0,0,1,0,1
5628,2001,0,0,0,0,0
5631,2001,0,0,0,0,0
5642,2001,0,0,0,0,0
5647,2001,1,0,0,1,0
5649,2001,0,0,0,0,0
5649,2001,0,0,1,0,1
5649,2001,1,0,0,1,0
5652,2001,0,0,1,0,1
5652,2001,0,1,0,1,0
5656,2001,0,0,1,0,1
5658,2001,0,0,0,0,0
5659,2001,0,0,0,0,0
5660,2001,0,0,1,0,1
5660,2001,0,1,0,1,0
5660,2001,1,0,0,1,0
5660,2001,1,0,1,1,1
5664,2001,0,0,0,0,0
5665,2001,1,0,0,1,0
5665,2001,1,0,1,1,1
5667,2001,0,0,1,0,1
5667,2001,0,1,0,1,0
5667,2001,1,0,0,1,0
5670,2001,0,0,1,0,1
5674,2001,0,0,1,0,1
5679,2001,0,0,1,0,1
5686,2001,0,0,1,0,1
5690,2001,0,1,0,1,0
5697,2001,0,0,1,0,1
5736,2001,0,0,1,0,1
5736,2001,0,1,0,1,0
5756,2001,0,0,1,0,1
5756,2001,0,1,0,1,0
5756,2001,1,0,0,1,0
5761,2001,0,0,0,0,0
5789,2001,0,0,1,0,1
5789,2001,0,1,0,1,0
5790,2001,1,0,1,1,1
5792,2001,0,0,0,0,0
5809,2001,0,0,1,0,1
5819,2001,0,0,0,0,0
5837,2001,0,0,0,0,0
5837,2001,1,0,0,1,0
5842,2001,1,0,0,1,0
5847,2001,0,0,1,0,1
5847,2001,1,0,0,1,0
5854,2001,1,0,0,1,0
5856,2001,0,0,0,0,0
5858,2001,0,0,1,0,1
5858,2001,0,1,0,1,0
5858,2001,1,0,0,1,0
5861,2001,0,0,0,0,0
5873,2001,1,0,0,1,0
5885,2001,0,0,1,0,1
5887,2001,0,0,1,0,1
5887,2001,0,1,0,1,0
5890,2001,0,0,1,0,1
5890,2001,0,1,0,1,0
5893,2001,0,0,1,0,1
5893,2001,1,0,0,1,0
5895,2001,0,1,0,1,0
8001,2001,0,0,0,0,0
8001,2001,0,0,1,0,1
8078,2001,0,0,0,0,0
8137,2001,0,0,0,0,0
8141,2001,0,0,0,0,0
8296,2001,0,0,0,0,0
8372,2001,0,0,0,0,0
8421,2001,0,0,0,0,0
8433,2001,0,0,0,0,0
8436,2001,0,0,0,0,0
8520,2001,0,0,0,0,0
8549,2001,0,0,0,0,0
8558,2001,0,0,0,0,0
8560,2001,0,0,0,0,0
8573,2001,0,0,1,0,1
8606,2001,0,0,0,0,0
8634,2001,0,0,0,0,0
8638,2001,0,0,0,0,0
8675,2001,0,0,0,0,0
8685,2001,0,0,0,0,0
8758,2001,0,0,0,0,0
8770,2001,0,0,0,0,0
8832,2001,0,0,0,0,0
8849,2001,0,0,0,0,0
11001,2001,0,0,0,0,0
11001,2001,0,0,1,0,1
11001,2001,1,0,0,1,0
11001,2001,1,0,1,1,1
13001,2001,0,0,1,0,1
13006,2001,0,0,1,0,1
13030,2001,0,0,1,0,1
13042,2001,0,0,0,0,0
13052,2001,0,0,1,0,1
13062,2001,0,0,0,0,0
13074,2001,0,0,0,0,0
13140,2001,0,0,0,0,0
13160,2001,0,1,0,1,0
13188,2001,0,0,0,0,0
13212,2001,0,0,0,0,0
13222,2001,0,0,0,0,0
13244,2001,1,0,0,1,0
13244,2001,1,0,1,1,1
13248,2001,0,0,0,0,0
13268,2001,0,0,0,0,0
13300,2001,0,0,0,0,0
13430,2001,0,0,1,0,1
13430,2001,1,0,0,1,0
13433,2001,0,0,1,0,1
13433,2001,0,1,1,1,1
13440,2001,0,0,0,0,0
13442,2001,0,0,1,0,1
13442,2001,0,1,0,1,0
13458,2001,0,0,0,0,0
13468,2001,0,0,0,0,0
13473,2001,0,0,1,0,1
13473,2001,0,1,0,1,0
13490,2001,0,0,0,0,0
13549,2001,0,0,0,0,0
13580,2001,0,0,0,0,0
13600,2001,0,0,0,0,0
13620,2001,0,0,0,0,0
13647,2001,0,0,0,0,0
13650,2001,0,0,0,0,0
13654,2001,1,0,0,1,0
13654,2001,1,0,1,1,1
13655,2001,0,0,0,0,0
13657,2001,1,0,0,1,0
13667,2001,0,0,0,0,0
13670,2001,0,0,0,0,0
13670,2001,0,0,1,0,1
13670,2001,0,1,0,1,0
13670,2001,1,1,1,1,1
13673,2001,0,0,0,0,0
13683,2001,0,0,1,0,1
13683,2001,0,1,0,1,0
13683,2001,1,0,0,1,0
13688,2001,0,0,1,0,1
13688,2001,0,1,0,1,0
13688,2001,0,1,1,1,1
13688,2001,1,0,1,1,1
13744,2001,1,1,1,1,1
13760,2001,0,0,0,0,0
13780,2001,0,0,0,0,0
13810,2001,0,0,0,0,0
13836,2001,0,0,0,0,0
13838,2001,0,0,1,0,1
13873,2001,0,0,1,0,1
13894,2001,0,0,1,0,1
13894,2001,1,0,0,1,0
13894,2001,1,0,1,1,1
15001,2001,1,0,0,1,0
15022,2001,0,0,0,0,0
15047,2001,0,0,0,0,0
15051,2001,0,0,0,0,0
15087,2001,0,0,0,0,0
15090,2001,0,0,0,0,0
15092,2001,0,0,0,0,0
15097,2001,0,0,0,0,0
15104,2001,0,0,0,0,0
15106,2001,0,0,0,0,0
15109,2001,0,0,0,0,0
15114,2001,0,0,0,0,0
15131,2001,0,0,0,0,0
15135,2001,0,0,0,0,0
15162,2001,0,0,0,0,0
15172,2001,0,0,0,0,0
15176,2001,0,0,0,0,0
15180,2001,0,0,0,0,0
15183,2001,1,0,0,1,0
15185,2001,0,0,0,0,0
15187,2001,0,0,0,0,0
15189,2001,0,0,0,0,0
15204,2001,0,0,0,0,0
15212,2001,0,0,0,0,0
15215,2001,0,0,0,0,0
15218,2001,0,0,0,0,0
15223,2001,0,0,0,0,0
15224,2001,0,0,0,0,0
15226,2001,0,0,0,0,0
15232,2001,0,0,0,0,0
15236,2001,0,0,0,0,0
15238,2001,0,0,0,0,0
15244,2001,0,1,0,1,0
15248,2001,0,0,0,0,0
15272,2001,0,0,0,0,0
15276,2001,0,0,0,0,0
15293,2001,0,0,0,0,0
15296,2001,0,0,0,0,0
15299,2001,0,0,0,0,0
15317,2001,0,0,0,0,0
15322,2001,0,0,0,0,0
15325,2001,0,0,0,0,0
15332,2001,0,0,0,0,0
15362,2001,0,0,0,0,0
15367,2001,0,0,0,0,0
15368,2001,0,0,0,0,0
15377,2001,1,0,0,1,0
15380,2001,1,0,0,1,0
15401,2001,0,0,0,0,0
15403,2001,0,0,0,0,0
15407,2001,0,0,0,0,0
15425,2001,0,0,0,0,0
15442,2001,0,0,0,0,0
15455,2001,0,0,0,0,0
15464,2001,0,0,0,0,0
15466,2001,0,0,0,0,0
15469,2001,0,0,0,0,0
15476,2001,0,0,0,0,0
15480,2001,0,0,0,0,0
15491,2001,0,0,0,0,0
15494,2001,0,0,0,0,0
15500,2001,0,0,0,0,0
15507,2001,0,0,0,0,0
15511,2001,0,0,0,0,0
15514,2001,1,0,0,1,0
15516,2001,0,0,0,0,0
15518,2001,0,0,0,0,0
15522,2001,0,0,0,0,0
15531,2001,1,0,0,1,0
15533,2001,0,0,0,0,0
15537,2001,0,0,0,0,0
15542,2001,0,0,0,0,0
15550,2001,0,0,0,0,0
15572,2001,0,0,0,0,0
15580,2001,0,0,0,0,0
15599,2001,0,0,0,0,0
15600,2001,0,0,0,0,0
15621,2001,0,0,0,0,0
15632,2001,0,0,0,0,0
15638,2001,0,0,0,0,0
15646,2001,0,0,0,0,0
15660,2001,0,0,0,0,0
15664,2001,0,0,0,0,0
15667,2001,0,0,0,0,0
15673,2001,0,0,0,0,0
15676,2001,0,0,0,0,0
15681,2001,0,0,0,0,0
15686,2001,0,0,0,0,0
15690,2001,0,0,0,0,0
15693,2001,0,0,0,0,0
15696,2001,0,0,0,0,0
15720,2001,0,0,0,0,0
15723,2001,0,0,0,0,0
15740,2001,0,0,0,0,0
15753,2001,0,0,0,0,0
15755,2001,1,0,0,1,0
15757,2001,0,0,0,0,0
15759,2001,0,0,0,0,0
15761,2001,0,0,0,0,0
15762,2001,0,0,0,0,0
15763,2001,0,0,0,0,0
15764,2001,0,0,0,0,0
15774,2001,0,0,0,0,0
15776,2001,0,0,0,0,0
15778,2001,0,0,0,0,0
15790,2001,0,1,0,1,0
15798,2001,0,0,0,0,0
15804,2001,0,0,0,0,0
15806,2001,0,0,0,0,0
15808,2001,0,0,0,0,0
15810,2001,0,0,0,0,0
15814,2001,0,0,0,0,0
15816,2001,0,0,0,0,0
15820,2001,0,0,0,0,0
15822,2001,0,0,0,0,0
15832,2001,0,0,0,0,0
15835,2001,0,0,0,0,0
15837,2001,0,0,0,0,0
15839,2001,0,1,0,1,0
15842,2001,0,0,0,0,0
15861,2001,0,0,0,0,0
15879,2001,0,0,0,0,0
15897,2001,0,0,0,0,0
17001,2001,0,0,1,0,1
17013,2001,0,0,1,0,1
17042,2001,0,0,1,0,1
17042,2001,0,1,0,1,0
17050,2001,0,0,1,0,1
17088,2001,0,0,0,0,0
17174,2001,0,0,1,0,1
17272,2001,0,0,1,0,1
17380,2001,0,0,1,0,1
17388,2001,0,0,0,0,0
17433,2001,0,0,1,0,1
17442,2001,0,0,1,0,1
17444,2001,0,0,0,0,0
17446,2001,0,0,0,0,0
17486,2001,0,0,1,0,1
17486,2001,0,1,0,1,0
17486,2001,1,0,0,1,0
17495,2001,0,0,0,0,0
17513,2001,0,0,1,0,1
17524,2001,0,0,0,0,0
17541,2001,0,0,1,0,1
17614,2001,0,0,1,0,1
17614,2001,1,0,0,1,0
17616,2001,1,0,0,1,0
17653,2001,0,0,0,0,0
17662,2001,0,0,1,0,1
17662,2001,1,0,1,1,1
17665,2001,0,0,0,0,0
17777,2001,1,0,0,1,0
17867,2001,0,0,0,0,0
17873,2001,0,0,0,0,0
17877,2001,0,0,0,0,0
18001,2001,0,0,0,0,0
18001,2001,1,0,0,1,0
18029,2001,1,0,0,1,0
18029,2001,1,0,1,1,1
18094,2001,0,0,1,0,1
18094,2001,1,0,0,1,0
18150,2001,0,0,0,0,0
18205,2001,0,0,0,0,0
18247,2001,1,0,0,1,0
18256,2001,1,0,0,1,0
18410,2001,1,0,0,1,0
18410,2001,0,0,1,0,1
18410,2001,1,0,0,1,0
18460,2001,1,0,0,1,0
18479,2001,1,0,0,1,0
18592,2001,1,0,0,1,0
18610,2001,1,0,0,1,0
18753,2001,1,0,0,1,0
18756,2001,0,0,0,0,0
18785,2001,1,0,0,1,0
18860,2001,0,0,1,0,1
18860,2001,1,0,0,1,0
19001,2001,0,0,1,0,1
19001,2001,0,1,0,1,0
19022,2001,1,0,0,1,0
19050,2001,0,0,0,0,0
19075,2001,0,0,0,0,0
19100,2001,1,0,0,1,0
19110,2001,0,0,1,0,1
19110,2001,0,1,0,1,0
19130,2001,0,0,1,0,1
19130,2001,0,1,0,1,0
19130,2001,1,0,0,1,0
19130,2001,1,0,1,1,1
19137,2001,0,0,1,0,1
19137,2001,1,0,0,1,0
19142,2001,0,0,1,0,1
19142,2001,1,0,0,1,0
19212,2001,0,0,1,0,1
19256,2001,0,0,1,0,1
19256,2001,0,1,0,1,0
19256,2001,1,0,0,1,0
19256,2001,1,0,1,1,1
19290,2001,1,0,0,1,0
19318,2001,0,0,0,0,0
19355,2001,1,0,0,1,0
19364,2001,0,0,0,0,0
19392,2001,1,0,0,1,0
19397,2001,0,1,0,1,0
19418,2001,0,0,0,0,0
19450,2001,0,0,0,0,0
19450,2001,1,0,0,1,0
19455,2001,0,0,1,0,1
19455,2001,1,0,0,1,0
19473,2001,0,0,0,0,0
19513,2001,0,0,0,0,0
19517,2001,1,0,0,1,0
19532,2001,1,0,0,1,0
19533,2001,0,0,1,0,1
19548,2001,0,0,1,0,1
19548,2001,1,0,0,1,0
19573,2001,0,0,1,0,1
19585,2001,0,1,0,1,0
19585,2001,1,0,0,1,0
19622,2001,0,0,0,0,0
19622,2001,0,1,0,1,0
19622,2001,1,0,0,1,0
19693,2001,0,0,0,0,0
19698,2001,0,0,1,0,1
19698,2001,1,0,0,1,0
19698,2001,1,0,1,1,1
19701,2001,1,0,0,1,0
19743,2001,1,0,0,1,0
19760,2001,1,0,0,1,0
19780,2001,0,0,0,0,0
19785,2001,0,0,0,0,0
19807,2001,0,0,0,0,0
19809,2001,0,0,0,0,0
19821,2001,1,0,0,1,0
19824,2001,0,0,0,0,0
19845,2001,0,0,1,0,1
20001,2001,0,0,1,0,1
20001,2001,1,0,0,1,0
20011,2001,0,0,0,0,0
20011,2001,0,0,1,0,1
20011,2001,0,1,0,1,0
20011,2001,0,1,1,1,1
20013,2001,0,0,1,0,1
20013,2001,1,0,0,1,0
20032,2001,0,0,0,0,0
20045,2001,0,0,0,0,0
20060,2001,0,0,1,0,1
20060,2001,0,1,0,1,0
20175,2001,0,0,1,0,1
20178,2001,0,0,1,0,1
20178,2001,0,1,0,1,0
20178,2001,1,0,0,1,0
20228,2001,0,0,1,0,1
20228,2001,0,1,0,1,0
20238,2001,0,0,1,0,1
20250,2001,0,0,0,0,0
20295,2001,0,0,0,0,0
20310,2001,0,0,0,0,0
20383,2001,0,1,0,1,0
20400,2001,0,1,0,1,0
20443,2001,0,0,0,0,0
20517,2001,0,0,0,0,0
20550,2001,0,1,0,1,0
20570,2001,0,0,0,0,0
20614,2001,0,0,1,0,1
20614,2001,0,1,0,1,0
20621,2001,0,0,1,0,1
20710,2001,0,0,1,0,1
20750,2001,0,0,1,0,1
20750,2001,0,1,0,1,0
20770,2001,0,0,0,0,0
20787,2001,0,0,0,0,0
23001,2001,0,0,0,0,0
23001,2001,0,0,1,0,1
23068,2001,0,0,0,0,0
23079,2001,0,0,0,0,0
23090,2001,0,0,0,0,0
23162,2001,0,0,0,0,0
23168,2001,0,0,0,0,0
23182,2001,0,0,0,0,0
23189,2001,0,0,0,0,0
23300,2001,0,0,0,0,0
23350,2001,0,0,0,0,0
23417,2001,1,0,0,1,0
23419,2001,0,0,0,0,0
23464,2001,0,0,0,0,0
23466,2001,0,0,1,0,1
23466,2001,1,0,0,1,0
23466,2001,1,0,1,1,1
23500,2001,0,0,0,0,0
23555,2001,0,0,0,0,0
23570,2001,0,0,0,0,0
23574,2001,0,0,0,0,0
23580,2001,1,0,0,1,0
23580,2001,1,0,0,1,0
23580,2001,1,0,1,1,1
23586,2001,0,0,0,0,0
23660,2001,1,0,0,1,0
23670,2001,0,0,0,0,0
23672,2001,0,0,0,0,0
23675,2001,0,0,0,0,0
23678,2001,0,0,0,0,0
23682,2001,0,0,0,0,0
23686,2001,0,0,0,0,0
23807,2001,0,0,1,0,1
23807,2001,1,0,0,1,0
23815,2001,0,0,1,0,1
23855,2001,0,0,0,0,0
25001,2001,0,0,0,0,0
25019,2001,0,0,0,0,0
25035,2001,0,0,0,0,0
25040,2001,1,0,0,1,0
25053,2001,1,0,0,1,0
25086,2001,1,0,0,1,0
25095,2001,0,0,0,0,0
25099,2001,0,0,0,0,0
25120,2001,1,0,0,1,0
25123,2001,0,0,0,0,0
25126,2001,0,0,0,0,0
25148,2001,0,0,0,0,0
25151,2001,0,0,0,0,0
25154,2001,0,0,0,0,0
25168,2001,0,0,0,0,0
25175,2001,0,0,0,0,0
25178,2001,0,0,1,0,1
25181,2001,0,0,0,0,0
25183,2001,0,0,0,0,0
25200,2001,0,0,0,0,0
25214,2001,0,0,0,0,0
25224,2001,0,0,0,0,0
25245,2001,0,0,0,0,0
25258,2001,0,0,0,0,0
25260,2001,0,0,0,0,0
25269,2001,0,0,0,0,0
25279,2001,0,0,0,0,0
25281,2001,1,0,0,1,0
25286,2001,0,0,0,0,0
25288,2001,0,0,0,0,0
25290,2001,0,0,0,0,0
25293,2001,1,0,0,1,0
25295,2001,0,0,0,0,0
25297,2001,0,0,0,0,0
25299,2001,0,0,0,0,0
25307,2001,0,0,0,0,0
25312,2001,0,0,0,0,0
25317,2001,0,0,0,0,0
25320,2001,1,0,0,1,0
25322,2001,0,0,0,0,0
25324,2001,0,0,0,0,0
25326,2001,0,0,0,0,0
25328,2001,0,1,0,1,0
25335,2001,1,0,0,1,0
25339,2001,0,0,0,0,0
25368,2001,0,0,0,0,0
25372,2001,1,0,0,1,0
25377,2001,0,0,0,0,0
25386,2001,1,0,0,1,0
25394,2001,1,0,0,1,0
25398,2001,1,0,0,1,0
25402,2001,0,0,0,0,0
25407,2001,0,0,0,0,0
25426,2001,0,0,0,0,0
25430,2001,0,0,0,0,0
25436,2001,0,0,0,0,0
25438,2001,0,0,0,0,0
25473,2001,0,0,0,0,0
25483,2001,0,0,0,0,0
25486,2001,0,0,0,0,0
25488,2001,0,0,0,0,0
25489,2001,0,0,0,0,0
25491,2001,0,0,0,0,0
25506,2001,0,0,0,0,0
25513,2001,0,0,0,0,0
25518,2001,0,0,0,0,0
25524,2001,0,0,0,0,0
25530,2001,0,0,0,0,0
25535,2001,0,0,0,0,0
25572,2001,0,0,0,0,0
25580,2001,0,0,0,0,0
25592,2001,0,0,0,0,0
25594,2001,0,0,0,0,0
25596,2001,1,0,0,1,0
25599,2001,0,0,0,0,0
25612,2001,0,0,0,0,0
25645,2001,0,0,0,0,0
25649,2001,0,0,0,0,0
25653,2001,0,0,0,0,0
25658,2001,0,0,0,0,0
25662,2001,1,0,0,1,0
25718,2001,0,0,0,0,0
25736,2001,0,0,0,0,0
25740,2001,1,0,0,1,0
25743,2001,1,0,0,1,0
25745,2001,0,0,0,0,0
25754,2001,0,0,0,0,0
25758,2001,0,0,0,0,0
25769,2001,0,0,0,0,0
25772,2001,0,0,0,0,0
25777,2001,0,0,0,0,0
25779,2001,0,0,0,0,0
25781,2001,0,0,0,0,0
25785,2001,0,0,0,0,0
25793,2001,0,0,0,0,0
25797,2001,0,0,0,0,0
25799,2001,0,0,0,0,0
25805,2001,0,0,0,0,0
25807,2001,0,0,0,0,0
25815,2001,0,0,0,0,0
25817,2001,0,0,0,0,0
25823,2001,0,0,0,0,0
25839,2001,0,0,0,0,0
25841,2001,0,0,0,0,0
25843,2001,0,0,0,0,0
25845,2001,0,0,0,0,0
25851,2001,0,0,0,0,0
25862,2001,0,0,0,0,0
25867,2001,0,0,0,0,0
25871,2001,0,0,0,0,0
25873,2001,0,0,0,0,0
25875,2001,0,1,0,1,0
25878,2001,0,0,0,0,0
25885,2001,0,0,1,0,1
25898,2001,0,0,0,0,0
25899,2001,0,0,0,0,0
27001,2001,0,0,1,0,1
27001,2001,0,1,0,1,0
27006,2001,0,0,0,0,0
27025,2001,0,0,0,0,0
27050,2001,0,0,0,0,0
