mun,year,FARC,ELN,AUC,Guerrilla,Paramilitaries
25473,1996,0,0,0,0,0
25483,1996,0,0,0,0,0
25486,1996,0,0,0,0,0
25488,1996,0,0,0,0,0
25489,1996,0,0,0,0,0
25491,1996,0,0,0,0,0
25506,1996,0,0,0,0,0
25513,1996,0,0,0,0,0
25518,1996,0,0,0,0,0
25524,1996,0,0,0,0,0
25530,1996,0,0,0,0,0
25535,1996,0,0,0,0,0
25572,1996,0,0,0,0,0
25580,1996,0,0,0,0,0
25592,1996,0,0,0,0,0
25594,1996,0,0,0,0,0
25596,1996,0,0,0,0,0
25599,1996,0,0,0,0,0
25612,1996,0,0,0,0,0
25645,1996,0,0,0,0,0
25649,1996,0,0,0,0,0
25653,1996,1,0,0,1,0
25658,1996,0,0,0,0,0
25662,1996,0,0,0,0,0
25718,1996,0,0,0,0,0
25736,1996,0,0,0,0,0
25740,1996,0,0,0,0,0
25743,1996,0,0,0,0,0
25745,1996,0,0,0,0,0
25754,1996,0,0,0,0,0
25758,1996,0,0,0,0,0
25769,1996,0,0,0,0,0
25772,1996,0,0,0,0,0
25777,1996,0,0,0,0,0
25779,1996,0,0,0,0,0
25781,1996,0,0,0,0,0
25785,1996,0,0,0,0,0
25793,1996,0,0,0,0,0
25797,1996,0,0,0,0,0
25799,1996,0,0,0,0,0
25805,1996,0,0,0,0,0
25807,1996,0,0,0,0,0
25815,1996,0,0,0,0,0
25817,1996,0,0,0,0,0
25823,1996,0,0,0,0,0
25839,1996,0,0,0,0,0
25841,1996,0,0,0,0,0
25843,1996,0,0,0,0,0
25845,1996,0,0,0,0,0
25851,1996,0,0,0,0,0
25862,1996,0,0,0,0,0
25867,1996,0,0,0,0,0
25871,1996,0,0,0,0,0
25873,1996,0,0,0,0,0
25875,1996,0,0,0,0,0
25878,1996,0,0,0,0,0
25885,1996,0,0,0,0,0
25898,1996,0,0,0,0,0
25899,1996,0,0,0,0,0
27001,1996,0,0,0,0,0
27006,1996,0,0,0,0,0
27025,1996,0,0,0,0,0
27050,1996,0,0,0,0,0
27073,1996,0,0,0,0,0
27075,1996,0,0,0,0,0
27077,1996,0,0,0,0,0
27099,1996,0,0,0,0,0
27135,1996,0,0,0,0,0
27150,1996,0,0,0,0,0
27160,1996,0,0,0,0,0
27205,1996,0,0,0,0,0
27245,1996,0,0,0,0,0
27250,1996,0,0,0,0,0
27361,1996,0,0,0,0,0
27372,1996,0,0,1,0,1
27413,1996,0,0,0,0,0
27425,1996,0,0,0,0,0
27430,1996,0,0,0,0,0
27450,1996,0,0,0,0,0
27491,1996,0,0,0,0,0
27495,1996,0,0,0,0,0
27580,1996,0,0,0,0,0
27600,1996,0,0,0,0,0
27615,1996,0,0,1,0,1
27660,1996,0,0,0,0,0
27745,1996,0,0,0,0,0
27787,1996,0,0,0,0,0
27800,1996,0,0,1,0,1
27810,1996,0,0,0,0,0
41001,1996,1,0,0,1,0
41006,1996,0,0,0,0,0
41013,1996,0,0,0,0,0
41016,1996,0,0,0,0,0
41020,1996,0,0,0,0,0
41026,1996,0,0,0,0,0
41078,1996,0,0,0,0,0
41132,1996,0,0,0,0,0
41206,1996,0,0,0,0,0
41244,1996,0,0,0,0,0
41298,1996,0,0,0,0,0
41306,1996,0,0,0,0,0
41319,1996,0,0,0,0,0
41349,1996,0,0,0,0,0
41357,1996,0,0,0,0,0
41359,1996,0,0,0,0,0
41378,1996,0,0,0,0,0
41396,1996,0,0,0,0,0
41483,1996,0,0,0,0,0
41503,1996,0,0,0,0,0
41518,1996,0,0,0,0,0
41524,1996,0,0,0,0,0
41530,1996,0,0,0,0,0
41548,1996,0,0,0,0,0
41551,1996,0,0,0,0,0
41615,1996,0,0,0,0,0
41660,1996,0,0,0,0,0
41668,1996,0,0,0,0,0
41676,1996,0,0,0,0,0
41770,1996,0,0,0,0,0
41791,1996,0,0,0,0,0
41797,1996,0,0,0,0,0
41799,1996,0,0,0,0,0
41801,1996,0,0,0,0,0
41807,1996,0,0,0,0,0
41872,1996,0,0,0,0,0
41885,1996,0,0,0,0,0
44001,1996,0,0,0,0,0
44035,1996,0,0,0,0,0
44078,1996,0,0,0,0,0
44090,1996,0,0,0,0,0
44098,1996,0,0,0,0,0
44110,1996,0,0,0,0,0
44279,1996,0,0,0,0,0
44378,1996,0,0,0,0,0
44420,1996,0,0,0,0,0
44430,1996,0,0,0,0,0
44560,1996,0,0,0,0,0
44650,1996,0,0,0,0,0
44847,1996,0,0,0,0,0
44855,1996,0,0,0,0,0
44874,1996,0,0,0,0,0
47001,1996,0,0,0,0,0
47030,1996,0,0,0,0,0
47053,1996,0,0,0,0,0
47058,1996,0,0,0,0,0
47161,1996,0,0,0,0,0
47170,1996,0,0,0,0,0
47189,1996,1,0,0,1,0
47205,1996,0,0,0,0,0
47245,1996,0,0,0,0,0
47258,1996,0,0,0,0,0
47268,1996,0,0,0,0,0
47288,1996,0,0,0,0,0
47318,1996,0,0,0,0,0
47460,1996,0,0,0,0,0
47541,1996,0,0,0,0,0
47545,1996,0,0,0,0,0
47551,1996,0,0,1,0,1
47555,1996,0,0,0,0,0
47570,1996,0,0,0,0,0
47605,1996,0,0,0,0,0
47660,1996,0,0,0,0,0
47675,1996,0,0,0,0,0
47692,1996,0,0,0,0,0
47703,1996,0,0,0,0,0
47707,1996,0,0,0,0,0
47720,1996,0,0,0,0,0
47745,1996,0,0,0,0,0
47798,1996,0,0,0,0,0
47960,1996,0,0,0,0,0
47980,1996,0,0,0,0,0
50001,1996,0,0,0,0,0
50006,1996,0,0,0,0,0
50110,1996,0,0,0,0,0
50124,1996,0,0,0,0,0
50150,1996,0,0,0,0,0
50223,1996,0,0,0,0,0
50226,1996,1,0,0,1,0
50245,1996,0,0,0,0,0
50251,1996,1,0,0,1,0
50270,1996,0,0,0,0,0
50287,1996,0,0,0,0,0
50313,1996,0,0,0,0,0
50318,1996,0,0,0,0,0
50325,1996,0,0,0,0,0
50330,1996,1,0,0,1,0
50350,1996,0,0,0,0,0
50370,1996,1,0,0,1,0
50400,1996,0,0,0,0,0
50450,1996,0,0,0,0,0
50568,1996,0,0,0,0,0
50573,1996,0,0,0,0,0
50577,1996,0,0,0,0,0
50590,1996,0,0,0,0,0
50606,1996,0,0,0,0,0
50680,1996,0,0,0,0,0
50683,1996,0,0,0,0,0
50686,1996,0,0,0,0,0
50689,1996,0,0,0,0,0
50711,1996,0,0,0,0,0
52001,1996,0,0,0,0,0
52019,1996,0,0,0,0,0
52022,1996,0,0,0,0,0
52036,1996,0,0,0,0,0
52051,1996,0,0,0,0,0
52079,1996,0,0,0,0,0
52083,1996,0,0,0,0,0
52110,1996,0,0,0,0,0
52203,1996,0,0,0,0,0
52207,1996,0,0,0,0,0
52210,1996,0,0,0,0,0
52215,1996,0,0,0,0,0
52224,1996,0,0,0,0,0
52227,1996,0,0,0,0,0
52233,1996,0,0,0,0,0
52240,1996,0,0,0,0,0
52250,1996,0,0,0,0,0
52254,1996,0,0,0,0,0
52256,1996,0,0,0,0,0
52258,1996,0,0,0,0,0
52260,1996,0,0,0,0,0
52287,1996,0,0,0,0,0
52317,1996,0,0,0,0,0
52320,1996,0,0,0,0,0
52323,1996,0,0,0,0,0
52352,1996,0,0,0,0,0
52354,1996,0,0,0,0,0
52356,1996,0,0,0,0,0
52378,1996,0,0,0,0,0
52381,1996,0,0,0,0,0
52385,1996,0,0,0,0,0
52390,1996,0,0,0,0,0
52399,1996,0,0,0,0,0
52405,1996,0,0,0,0,0
52411,1996,0,0,0,0,0
52418,1996,0,0,0,0,0
52427,1996,0,0,0,0,0
52435,1996,0,0,0,0,0
52473,1996,0,0,0,0,0
52480,1996,0,0,0,0,0
52490,1996,0,0,0,0,0
52506,1996,0,0,0,0,0
52520,1996,0,0,0,0,0
52540,1996,0,0,0,0,0
52560,1996,0,0,0,0,0
52565,1996,0,0,0,0,0
52573,1996,0,0,0,0,0
52585,1996,0,0,0,0,0
52612,1996,0,0,0,0,0
52621,1996,0,0,0,0,0
52678,1996,0,0,0,0,0
52683,1996,0,0,0,0,0
52685,1996,0,0,0,0,0
52687,1996,0,0,0,0,0
52693,1996,0,0,0,0,0
52694,1996,0,0,0,0,0
52696,1996,0,0,0,0,0
52699,1996,0,0,0,0,0
52720,1996,0,0,0,0,0
52786,1996,0,0,0,0,0
52788,1996,0,0,0,0,0
52835,1996,0,0,0,0,0
52838,1996,0,0,0,0,0
52885,1996,0,0,0,0,0
54001,1996,0,1,0,1,0
54003,1996,0,0,0,0,0
54051,1996,0,0,0,0,0
54099,1996,0,0,0,0,0
54109,1996,0,0,0,0,0
54125,1996,0,0,0,0,0
54128,1996,0,0,0,0,0
54172,1996,0,0,0,0,0
54174,1996,0,0,0,0,0
54206,1996,0,0,0,0,0
54223,1996,0,0,0,0,0
54239,1996,0,0,0,0,0
54245,1996,0,0,0,0,0
54250,1996,0,1,0,1,0
54261,1996,0,1,0,1,0
54313,1996,0,0,0,0,0
54344,1996,0,0,0,0,0
54347,1996,0,0,0,0,0
54377,1996,0,0,0,0,0
54385,1996,0,0,0,0,0
54398,1996,0,0,0,0,0
54405,1996,0,0,0,0,0
54418,1996,0,0,0,0,0
54480,1996,0,0,0,0,0
54498,1996,0,0,0,0,0
54518,1996,0,0,0,0,0
54520,1996,0,0,0,0,0
54553,1996,0,0,0,0,0
54599,1996,0,0,0,0,0
54660,1996,0,0,0,0,0
54670,1996,0,0,0,0,0
54673,1996,0,0,0,0,0
54680,1996,0,0,0,0,0
54720,1996,0,0,0,0,0
54743,1996,0,0,0,0,0
54800,1996,0,0,0,0,0
54810,1996,0,0,0,0,0
54820,1996,0,1,0,1,0
54871,1996,0,0,0,0,0
54874,1996,0,0,0,0,0
63001,1996,0,0,0,0,0
63111,1996,0,0,0,0,0
63130,1996,0,0,0,0,0
63190,1996,0,0,0,0,0
63212,1996,0,0,0,0,0
63272,1996,0,0,0,0,0
63302,1996,0,0,0,0,0
63401,1996,0,0,0,0,0
63470,1996,0,0,0,0,0
63548,1996,0,0,0,0,0
63594,1996,0,0,0,0,0
63690,1996,0,0,0,0,0
66001,1996,0,0,0,0,0
66045,1996,0,0,0,0,0
66075,1996,0,0,0,0,0
66088,1996,0,0,0,0,0
66170,1996,0,0,0,0,0
66318,1996,0,0,0,0,0
66383,1996,0,0,0,0,0
66400,1996,0,0,0,0,0
66440,1996,0,0,0,0,0
66456,1996,0,0,0,0,0
66572,1996,0,0,0,0,0
66594,1996,0,0,0,0,0
66682,1996,0,0,0,0,0
66687,1996,0,0,0,0,0
68001,1996,0,0,0,0,0
68013,1996,0,0,0,0,0
68020,1996,0,0,0,0,0
68051,1996,0,0,0,0,0
68077,1996,0,0,0,0,0
68079,1996,0,0,0,0,0
68081,1996,0,1,0,1,0
68092,1996,0,0,0,0,0
68101,1996,0,0,0,0,0
68121,1996,0,0,0,0,0
68132,1996,0,0,0,0,0
68147,1996,0,0,0,0,0
68152,1996,0,0,0,0,0
68160,1996,0,1,0,1,0
68162,1996,0,0,0,0,0
68167,1996,0,0,0,0,0
68169,1996,0,0,0,0,0
68176,1996,0,0,0,0,0
68179,1996,0,0,0,0,0
68190,1996,0,0,0,0,0
68207,1996,0,0,0,0,0
68209,1996,0,0,0,0,0
68211,1996,0,0,0,0,0
68217,1996,0,0,0,0,0
68229,1996,0,0,0,0,0
68235,1996,0,0,0,0,0
68245,1996,0,0,0,0,0
68250,1996,0,0,0,0,0
68255,1996,0,0,0,0,0
68264,1996,0,0,0,0,0
68266,1996,0,0,0,0,0
68271,1996,0,0,0,0,0
68276,1996,0,0,0,0,0
68296,1996,0,0,0,0,0
68298,1996,0,0,0,0,0
68307,1996,0,0,0,0,0
68318,1996,0,0,0,0,0
68320,1996,0,0,0,0,0
68322,1996,0,0,0,0,0
68324,1996,0,0,0,0,0
68327,1996,0,0,0,0,0
68344,1996,0,0,0,0,0
68368,1996,0,0,0,0,0
68370,1996,0,0,0,0,0
68377,1996,0,0,0,0,0
68385,1996,0,0,0,0,0
68397,1996,0,0,0,0,0
68406,1996,0,0,0,0,0
68418,1996,0,0,0,0,0
68425,1996,0,0,0,0,0
68432,1996,0,0,0,0,0
68444,1996,0,0,0,0,0
68464,1996,0,0,0,0,0
68468,1996,0,0,0,0,0
68498,1996,0,0,0,0,0
68500,1996,0,0,0,0,0
68502,1996,0,0,0,0,0
68522,1996,0,0,0,0,0
68524,1996,0,0,0,0,0
68533,1996,0,0,0,0,0
68547,1996,0,0,0,0,0
68549,1996,0,0,0,0,0
68572,1996,0,0,0,0,0
68573,1996,1,0,0,1,0
68575,1996,0,0,0,0,0
68615,1996,0,0,0,0,0
68655,1996,0,0,0,0,0
68669,1996,0,0,0,0,0
68673,1996,0,0,0,0,0
68679,1996,0,0,0,0,0
68682,1996,0,0,0,0,0
68684,1996,0,0,0,0,0
68686,1996,0,0,0,0,0
68689,1996,0,1,0,1,0
68705,1996,0,0,0,0,0
68720,1996,0,0,0,0,0
68745,1996,0,0,0,0,0
68755,1996,0,0,0,0,0
68770,1996,0,0,0,0,0
68773,1996,0,0,0,0,0
68780,1996,0,0,0,0,0
68820,1996,0,0,0,0,0
68855,1996,0,0,0,0,0
68861,1996,0,0,0,0,0
68867,1996,0,0,0,0,0
68872,1996,0,0,0,0,0
68895,1996,0,0,0,0,0
70001,1996,0,0,0,0,0
70110,1996,0,0,0,0,0
70124,1996,0,0,0,0,0
70204,1996,0,0,0,0,0
70215,1996,0,0,0,0,0
70221,1996,0,0,0,0,0
70230,1996,1,0,0,1,0
70233,1996,0,0,0,0,0
70235,1996,0,0,0,0,0
70265,1996,0,0,0,0,0
70400,1996,0,0,0,0,0
70418,1996,0,0,0,0,0
70429,1996,0,0,0,0,0
70473,1996,0,0,1,0,1
70508,1996,0,0,0,0,0
70523,1996,0,0,0,0,0
70670,1996,0,0,0,0,0
70678,1996,0,0,0,0,0
70702,1996,0,0,0,0,0
70708,1996,0,0,0,0,0
70713,1996,0,0,0,0,0
70717,1996,0,0,0,0,0
70742,1996,1,0,0,1,0
70771,1996,0,0,0,0,0
70820,1996,0,0,0,0,0
70823,1996,1,0,0,1,0
73001,1996,0,0,0,0,0
73024,1996,0,0,0,0,0
73026,1996,0,0,0,0,0
73030,1996,0,0,0,0,0
73043,1996,0,0,0,0,0
73055,1996,0,0,0,0,0
73067,1996,0,0,0,0,0
73124,1996,0,0,0,0,0
73148,1996,0,0,0,0,0
73152,1996,0,0,0,0,0
73168,1996,0,0,0,0,0
73200,1996,0,0,0,0,0
73217,1996,0,0,0,0,0
73226,1996,0,0,0,0,0
73236,1996,1,0,0,1,0
73268,1996,0,0,0,0,0
73270,1996,0,0,0,0,0
73275,1996,0,0,0,0,0
73283,1996,0,0,0,0,0
73319,1996,0,0,0,0,0
73347,1996,0,0,0,0,0
73349,1996,0,0,0,0,0
73352,1996,0,0,0,0,0
73408,1996,0,0,0,0,0
73411,1996,0,0,0,0,0
73443,1996,0,0,0,0,0
73449,1996,0,0,0,0,0
73461,1996,0,0,0,0,0
73483,1996,0,0,0,0,0
73504,1996,0,0,0,0,0
73520,1996,0,0,0,0,0
73547,1996,0,0,0,0,0
73555,1996,0,0,0,0,0
73563,1996,0,0,0,0,0
73585,1996,0,0,0,0,0
73616,1996,0,0,0,0,0
73622,1996,0,0,0,0,0
73624,1996,0,0,0,0,0
73671,1996,0,0,0,0,0
73675,1996,0,0,0,0,0
73678,1996,0,0,0,0,0
73686,1996,0,0,0,0,0
73770,1996,0,0,0,0,0
73854,1996,0,0,0,0,0
73861,1996,0,0,0,0,0
73870,1996,0,0,0,0,0
73873,1996,0,0,0,0,0
76001,1996,1,0,0,1,0
76020,1996,0,0,0,0,0
76036,1996,0,0,0,0,0
76041,1996,0,0,0,0,0
76054,1996,0,0,0,0,0
76100,1996,0,0,0,0,0
76109,1996,0,0,0,0,0
76111,1996,0,0,0,0,0
76113,1996,0,0,0,0,0
76122,1996,0,0,0,0,0
76126,1996,0,0,0,0,0
76130,1996,0,0,0,0,0
76147,1996,0,0,0,0,0
76233,1996,0,0,0,0,0
76243,1996,0,0,0,0,0
76246,1996,0,0,0,0,0
76248,1996,0,0,0,0,0
76250,1996,0,0,0,0,0
76275,1996,1,0,0,1,0
76306,1996,0,0,0,0,0
76318,1996,0,0,0,0,0
76364,1996,0,0,0,0,0
76377,1996,0,0,0,0,0
76400,1996,0,0,0,0,0
76403,1996,0,0,0,0,0
76497,1996,0,0,0,0,0
76520,1996,0,0,0,0,0
76563,1996,0,0,0,0,0
76606,1996,0,0,0,0,0
76616,1996,0,0,0,0,0
76622,1996,0,0,0,0,0
76670,1996,0,0,0,0,0
76736,1996,0,0,0,0,0
76823,1996,0,0,0,0,0
76828,1996,0,0,0,0,0
76834,1996,0,0,0,0,0
76845,1996,0,0,0,0,0
76863,1996,0,0,0,0,0
76869,1996,0,0,0,0,0
76890,1996,0,0,0,0,0
76892,1996,0,0,0,0,0
76895,1996,0,0,0,0,0
81001,1996,0,0,0,0,0
81065,1996,0,1,0,1,0
81220,1996,0,0,0,0,0
81300,1996,0,0,0,0,0
81591,1996,0,0,0,0,0
81736,1996,0,0,0,0,0
81794,1996,0,1,0,1,0
81794,1996,1,0,0,1,0
85001,1996,0,0,0,0,0
85010,1996,0,1,0,1,0
85015,1996,0,0,0,0,0
85125,1996,0,1,0,1,0
85136,1996,0,0,0,0,0
85139,1996,0,0,0,0,0
85162,1996,0,0,0,0,0
85225,1996,0,0,0,0,0
85230,1996,0,0,0,0,0
85250,1996,0,0,0,0,0
85263,1996,0,0,0,0,0
85279,1996,0,0,0,0,0
85300,1996,0,0,0,0,0
85315,1996,0,0,0,0,0
85325,1996,1,0,0,1,0
85400,1996,0,0,0,0,0
85410,1996,0,0,0,0,0
85430,1996,0,0,0,0,0
85440,1996,0,0,0,0,0
86001,1996,0,0,0,0,0
86219,1996,0,0,0,0,0
86320,1996,0,0,0,0,0
86568,1996,0,0,0,0,0
86569,1996,0,0,0,0,0
86571,1996,0,0,0,0,0
86573,1996,1,0,0,1,0
86749,1996,0,0,0,0,0
86755,1996,0,0,0,0,0
86757,1996,0,0,0,0,0
86760,1996,0,0,0,0,0
86865,1996,0,0,0,0,0
86885,1996,0,0,0,0,0
88564,1996,0,0,0,0,0
91001,1996,0,0,0,0,0
91540,1996,0,0,0,0,0
94001,1996,0,0,0,0,0
95001,1996,1,0,0,1,0
95015,1996,0,0,0,0,0
95025,1996,0,0,0,0,0
95200,1996,0,0,0,0,0
97001,1996,0,0,0,0,0
97161,1996,0,0,0,0,0
97666,1996,0,0,0,0,0
99001,1996,0,0,0,0,0
99524,1996,0,0,0,0,0
99624,1996,0,0,0,0,0
99773,1996,1,0,0,1,0
5001,1997,0,1,0,1,0
5001,1997,1,0,0,1,0
5002,1997,0,0,0,0,0
5004,1997,0,0,0,0,0
5021,1997,0,0,0,0,0
5030,1997,0,0,0,0,0
5031,1997,0,0,0,0,0
5034,1997,0,0,0,0,0
5036,1997,0,0,0,0,0
5038,1997,0,0,0,0,0
5040,1997,0,1,1,1,1
5042,1997,0,0,0,0,0
5044,1997,1,0,0,1,0
5045,1997,0,0,1,0,1
5045,1997,1,0,0,1,0
5051,1997,0,0,0,0,0
5055,1997,0,0,0,0,0
5059,1997,0,0,0,0,0
5079,1997,0,0,0,0,0
5086,1997,0,0,0,0,0
5088,1997,0,0,0,0,0
5091,1997,0,0,0,0,0
5093,1997,0,0,0,0,0
5101,1997,0,0,0,0,0
5107,1997,0,0,0,0,0
5113,1997,0,0,0,0,0
5120,1997,0,0,0,0,0
5125,1997,1,0,0,1,0
5129,1997,0,0,0,0,0
5134,1997,0,0,0,0,0
5138,1997,0,0,0,0,0
5142,1997,0,0,0,0,0
5145,1997,0,0,0,0,0
5147,1997,1,0,0,1,0
5148,1997,0,0,0,0,0
5150,1997,0,0,0,0,0
5154,1997,0,0,0,0,0
5172,1997,0,0,0,0,0
5190,1997,0,0,0,0,0
5197,1997,0,0,0,0,0
5206,1997,0,0,0,0,0
5209,1997,0,0,0,0,0
5212,1997,0,0,0,0,0
5234,1997,0,0,1,0,1
5237,1997,0,0,1,0,1
5240,1997,0,0,0,0,0
5250,1997,0,1,0,1,0
5264,1997,0,0,0,0,0
5266,1997,0,0,0,0,0
5282,1997,0,0,0,0,0
5284,1997,1,0,0,1,0
5306,1997,0,0,0,0,0
5308,1997,0,0,0,0,0
5310,1997,0,0,0,0,0
5313,1997,0,0,0,0,0
5315,1997,0,0,0,0,0
5318,1997,0,0,0,0,0
5321,1997,0,0,0,0,0
5347,1997,0,0,0,0,0
5353,1997,0,0,0,0,0
5360,1997,0,0,0,0,0
5361,1997,0,0,1,0,1
5361,1997,0,1,0,1,0
5364,1997,0,0,0,0,0
5368,1997,0,0,0,0,0
5376,1997,0,0,0,0,0
5380,1997,0,0,0,0,0
5390,1997,0,0,0,0,0
5400,1997,0,1,0,1,0
5411,1997,0,0,0,0,0
5425,1997,0,0,0,0,0
5440,1997,0,0,0,0,0
5467,1997,0,0,0,0,0
5475,1997,0,0,1,0,1
5480,1997,0,0,1,0,1
5480,1997,1,0,0,1,0
5483,1997,0,0,0,0,0
5490,1997,0,0,0,0,0
5495,1997,0,0,0,0,0
5501,1997,0,0,0,0,0
5541,1997,0,0,0,0,0
5543,1997,0,0,1,0,1
5576,1997,0,0,0,0,0
5579,1997,0,0,0,0,0
5585,1997,0,0,0,0,0
5591,1997,0,0,0,0,0
5604,1997,0,1,0,1,0
5604,1997,0,1,1,1,1
5607,1997,0,0,0,0,0
5615,1997,0,0,0,0,0
5628,1997,0,0,0,0,0
5631,1997,0,0,0,0,0
5642,1997,0,0,0,0,0
5647,1997,0,0,0,0,0
5649,1997,1,0,0,1,0
5652,1997,0,1,0,1,0
5656,1997,0,0,0,0,0
5658,1997,0,0,0,0,0
5659,1997,0,0,0,0,0
5660,1997,0,1,0,1,0
5664,1997,0,0,1,0,1
5665,1997,0,0,0,0,0
5667,1997,0,0,0,0,0
5670,1997,0,0,0,0,0
5674,1997,0,0,0,0,0
5679,1997,0,0,0,0,0
5686,1997,0,0,0,0,0
5690,1997,0,0,1,0,1
5697,1997,0,0,0,0,0
5736,1997,0,0,1,0,1
5756,1997,0,0,0,0,0
5761,1997,0,0,0,0,0
5789,1997,0,0,0,0,0
5790,1997,0,0,0,0,0
5792,1997,0,0,0,0,0
5809,1997,0,0,0,0,0
5819,1997,0,0,0,0,0
5837,1997,1,0,0,1,0
5842,1997,0,0,0,0,0
5847,1997,0,0,1,0,1
5854,1997,1,0,1,1,1
5856,1997,0,0,0,0,0
5858,1997,0,0,1,0,1
5858,1997,0,1,0,1,0
5861,1997,0,0,0,0,0
5873,1997,0,0,0,0,0
5885,1997,0,1,0,1,0
5887,1997,0,0,0,0,0
5890,1997,0,0,0,0,0
5893,1997,0,0,0,0,0
5895,1997,0,0,0,0,0
8001,1997,0,0,0,0,0
8078,1997,0,0,0,0,0
8137,1997,0,0,0,0,0
8141,1997,0,0,0,0,0
8296,1997,0,0,0,0,0
8372,1997,0,0,0,0,0
8421,1997,0,0,0,0,0
8433,1997,0,0,0,0,0
8436,1997,0,0,0,0,0
8520,1997,0,0,0,0,0
8549,1997,0,0,0,0,0
8558,1997,0,0,0,0,0
8560,1997,0,0,0,0,0
8573,1997,0,0,0,0,0
8606,1997,0,0,0,0,0
8634,1997,0,0,0,0,0
8638,1997,0,0,0,0,0
8675,1997,0,0,0,0,0
8685,1997,0,0,0,0,0
8758,1997,0,0,0,0,0
8770,1997,0,0,0,0,0
8832,1997,0,0,0,0,0
8849,1997,0,0,0,0,0
11001,1997,0,1,0,1,0
11001,1997,1,0,0,1,0
13001,1997,1,0,0,1,0
13006,1997,0,0,0,0,0
13030,1997,0,0,0,0,0
13042,1997,0,0,0,0,0
13052,1997,0,0,0,0,0
13062,1997,0,0,0,0,0
13074,1997,0,0,0,0,0
13140,1997,0,0,0,0,0
13160,1997,0,0,0,0,0
13188,1997,0,0,0,0,0
13212,1997,0,0,0,0,0
13222,1997,0,0,0,0,0
13244,1997,0,0,1,0,1
13248,1997,0,0,0,0,0
13268,1997,0,0,0,0,0
13300,1997,0,0,0,0,0
13430,1997,0,0,0,0,0
13433,1997,0,0,0,0,0
13440,1997,0,0,0,0,0
13442,1997,0,0,0,0,0
13458,1997,0,0,0,0,0
13468,1997,0,0,0,0,0
13473,1997,0,0,0,0,0
13490,1997,0,0,0,0,0
13549,1997,0,0,0,0,0
13580,1997,0,0,0,0,0
13600,1997,0,0,0,0,0
13620,1997,0,0,0,0,0
13647,1997,0,0,0,0,0
13650,1997,0,0,0,0,0
13654,1997,0,0,0,0,0
13655,1997,0,0,0,0,0
13657,1997,0,0,0,0,0
13667,1997,0,0,0,0,0
13670,1997,0,1,0,1,0
13673,1997,0,0,0,0,0
13683,1997,0,0,0,0,0
13688,1997,0,0,0,0,0
13744,1997,0,1,0,1,0
13760,1997,0,0,0,0,0
13780,1997,0,0,0,0,0
13810,1997,0,0,0,0,0
13836,1997,0,0,0,0,0
13838,1997,0,0,0,0,0
13873,1997,0,0,0,0,0
13894,1997,0,0,0,0,0
15001,1997,0,0,0,0,0
15022,1997,0,0,0,0,0
15047,1997,0,0,0,0,0
15051,1997,0,0,0,0,0
15087,1997,0,0,0,0,0
15090,1997,0,0,0,0,0
15092,1997,0,0,0,0,0
15097,1997,0,0,0,0,0
15104,1997,0,0,0,0,0
15106,1997,0,0,0,0,0
15109,1997,0,0,0,0,0
15114,1997,0,0,0,0,0
15131,1997,1,0,0,1,0
15135,1997,0,0,0,0,0
15162,1997,0,0,0,0,0
15172,1997,0,0,0,0,0
15176,1997,0,0,0,0,0
15180,1997,0,0,0,0,0
15183,1997,0,0,0,0,0
15185,1997,0,0,0,0,0
15187,1997,0,0,0,0,0
15189,1997,0,0,0,0,0
15204,1997,0,0,0,0,0
15212,1997,0,0,0,0,0
15215,1997,0,0,0,0,0
15218,1997,0,0,0,0,0
15223,1997,0,1,0,1,0
15224,1997,0,0,0,0,0
15226,1997,0,0,0,0,0
15232,1997,0,0,0,0,0
15236,1997,0,0,0,0,0
15238,1997,0,0,0,0,0
15244,1997,0,0,0,0,0
15248,1997,0,0,0,0,0
15272,1997,0,0,0,0,0
15276,1997,0,0,0,0,0
15293,1997,0,0,0,0,0
15296,1997,0,0,0,0,0
15299,1997,0,0,0,0,0
15317,1997,0,0,0,0,0
15322,1997,0,0,0,0,0
15325,1997,0,0,0,0,0
15332,1997,0,0,0,0,0
15362,1997,0,0,0,0,0
15367,1997,0,0,0,0,0
15368,1997,0,0,0,0,0
15377,1997,1,0,0,1,0
15380,1997,0,0,0,0,0
15401,1997,0,0,0,0,0
15403,1997,0,0,0,0,0
15407,1997,0,0,0,0,0
15425,1997,0,0,0,0,0
15442,1997,0,0,0,0,0
15455,1997,0,0,0,0,0
15464,1997,0,0,0,0,0
15466,1997,0,0,0,0,0
15469,1997,0,0,0,0,0
15476,1997,0,0,0,0,0
15480,1997,0,0,0,0,0
15491,1997,0,0,0,0,0
15494,1997,0,0,0,0,0
15500,1997,0,0,0,0,0
15507,1997,0,0,0,0,0
15511,1997,0,0,0,0,0
15514,1997,0,0,0,0,0
15516,1997,0,0,0,0,0
15518,1997,0,0,0,0,0
15522,1997,0,0,0,0,0
15531,1997,0,0,0,0,0
15533,1997,0,0,0,0,0
15537,1997,0,0,0,0,0
15542,1997,0,0,0,0,0
15550,1997,0,0,0,0,0
15572,1997,0,0,0,0,0
15580,1997,0,0,0,0,0
15599,1997,0,0,0,0,0
15600,1997,0,0,0,0,0
15621,1997,0,0,0,0,0
15632,1997,0,0,0,0,0
15638,1997,0,0,0,0,0
15646,1997,0,0,0,0,0
15660,1997,0,0,0,0,0
15664,1997,0,0,0,0,0
15667,1997,0,0,0,0,0
