"";"mun";"year";"Paramilitaries_VI";"Paramilitaries_CD";"Paramilitaries_CL";"Paramilitaries_IN";"Paramilitaries_RE";"Paramilitaries_UC";"Paramilitaries_All";"Guerrilla_VI";"Guerrilla_CD";"Guerrilla_CL";"Guerrilla_RE";"Guerrilla_UC";"Guerrilla_All";"FARC_VI";"FARC_CD";"FARC_RC";"FARC_RE";"FARC_UC";"FARC_All";"ELN_VI";"ELN_CD";"ELN_RC";"ELN_UC";"ELN_All";"AUC_VI";"AUC_CD";"AUC_RC";"AUC_RE";"AUC_UC";"AUC_All"
"2903";5659;2007;0;0;NA;NA;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;NA;0;0;0
"2904";5659;2008;0;0;NA;1;0;0;1;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0
"2905";5659;2009;0;0;NA;1;0;0;1;0;1;NA;1;0;1;0;1;0;0;0;1;0;0;NA;0;0;0;0;NA;0;0;0
"2906";5659;2010;0;0;NA;1;0;0;1;0;1;NA;0;0;1;0;1;NA;0;0;1;0;0;0;0;0;0;0;NA;0;0;0
"2907";5659;2011;0;1;NA;0;NA;0;1;0;1;NA;NA;0;1;0;1;0;NA;0;1;0;1;NA;0;1;0;1;NA;NA;0;1
"2908";5659;2012;0;1;NA;1;NA;0;1;0;1;NA;NA;0;1;0;0;0;NA;0;0;0;1;NA;0;1;0;1;NA;NA;0;1
"2909";5659;2013;0;1;NA;NA;NA;0;1;0;1;NA;NA;0;1;0;0;NA;NA;0;0;0;1;NA;0;1;0;1;NA;NA;0;1
"2910";5659;2014;0;1;NA;1;NA;0;1;0;1;NA;NA;0;1;0;1;NA;NA;0;1;0;1;NA;0;1;0;1;NA;NA;0;1
"2911";5659;2015;0;1;NA;1;NA;0;1;0;1;NA;NA;0;1;0;0;NA;NA;0;0;0;1;NA;0;1;0;1;NA;NA;0;1
"2912";5659;2016;0;1;NA;NA;NA;0;1;0;1;NA;NA;0;1;0;0;NA;NA;0;0;0;1;NA;0;1;0;1;NA;NA;0;1
"2913";5659;2017;0;1;NA;1;NA;0;1;0;1;NA;NA;0;1;0;0;NA;NA;0;0;0;1;NA;0;1;0;1;NA;NA;0;1
"2914";5659;2018;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2915";5660;1988;0;NA;NA;NA;1;NA;1;0;NA;NA;1;NA;1;0;NA;NA;0;NA;0;0;NA;NA;NA;0;0;NA;NA;NA;NA;0
"2916";5660;1989;0;NA;NA;NA;1;0;1;0;NA;NA;1;0;1;0;NA;0;0;0;0;0;NA;NA;0;0;0;NA;NA;NA;0;0
"2917";5660;1990;0;NA;NA;NA;1;0;1;0;NA;NA;1;0;1;0;NA;0;0;0;0;0;NA;NA;0;0;0;NA;NA;NA;0;0
"2918";5660;1991;0;NA;NA;NA;1;0;1;0;NA;NA;1;0;1;0;NA;0;1;0;1;0;NA;NA;0;0;0;NA;NA;NA;0;0
"2919";5660;1992;0;NA;NA;NA;0;0;0;0;NA;NA;1;0;1;0;NA;NA;0;0;0;0;NA;NA;0;0;0;NA;NA;NA;0;0
"2920";5660;1993;0;1;NA;NA;0;0;1;1;1;NA;1;0;1;0;0;NA;0;0;0;0;1;NA;0;1;0;1;NA;NA;0;1
"2921";5660;1994;0;1;NA;NA;0;0;1;0;1;NA;1;1;1;0;0;0;0;0;0;0;1;NA;1;1;0;1;0;NA;0;1
"2922";5660;1995;0;1;NA;NA;1;0;1;0;1;NA;1;0;1;0;1;0;1;0;1;0;1;NA;0;1;0;1;0;NA;0;1
"2923";5660;1996;0;1;NA;NA;1;0;1;0;1;NA;1;0;1;0;0;0;0;0;0;0;1;NA;0;1;0;1;0;NA;0;1
"2924";5660;1997;0;1;0;NA;1;0;1;0;1;1;1;1;1;0;1;0;1;0;1;0;1;NA;1;1;0;1;0;0;0;1
"2925";5660;1998;1;1;1;NA;1;0;1;1;1;1;1;0;1;1;1;NA;1;0;1;1;1;0;0;1;1;1;0;0;0;1
"2926";5660;1999;1;1;1;NA;1;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;1;0;1;0;1;0;1
"2927";5660;2000;1;1;1;NA;1;1;1;1;1;1;1;0;1;1;1;0;1;0;1;1;1;NA;0;1;1;1;0;1;1;1
"2928";5660;2001;0;1;1;NA;1;1;1;1;1;1;1;0;1;1;1;0;1;0;1;1;1;0;0;1;1;1;0;1;1;1
"2929";5660;2002;1;1;1;NA;1;0;1;1;1;1;1;1;1;1;1;0;1;0;1;1;1;0;1;1;1;1;NA;1;0;1
"2930";5660;2003;1;1;1;NA;1;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;1;0;1;0;1;0;1
"2931";5660;2004;0;1;1;NA;1;0;1;1;1;1;1;1;1;1;1;0;1;1;1;0;1;NA;0;1;0;1;0;1;0;1
"2932";5660;2005;0;1;1;NA;1;0;1;1;1;1;1;1;1;0;1;0;1;0;1;0;1;NA;1;1;0;1;0;1;0;1
"2933";5660;2006;0;0;NA;NA;0;0;0;1;1;NA;1;1;1;1;1;0;1;1;1;0;0;NA;0;0;0;0;0;0;0;0
"2934";5660;2007;0;0;NA;NA;0;0;0;1;1;NA;1;0;1;0;1;0;1;0;1;0;0;NA;0;0;0;0;NA;0;0;0
"2935";5660;2008;1;0;NA;0;0;0;1;1;1;NA;1;0;1;0;1;0;1;0;1;0;0;0;0;0;0;0;NA;0;0;0
"2936";5660;2009;0;0;NA;1;0;0;1;0;1;NA;1;0;1;0;1;0;1;0;1;0;0;NA;0;0;0;0;NA;0;0;0
"2937";5660;2010;0;0;NA;0;1;0;1;0;1;NA;1;0;1;0;1;NA;1;0;1;0;0;0;0;0;0;0;NA;0;0;0
"2938";5660;2011;0;1;NA;0;NA;0;1;0;1;NA;NA;0;1;0;1;0;NA;0;1;0;1;NA;0;1;0;1;NA;NA;0;1
"2939";5660;2012;0;1;NA;1;NA;0;1;0;1;NA;NA;0;1;0;0;0;NA;0;0;0;1;NA;0;1;0;1;NA;NA;0;1
"2940";5660;2013;0;1;NA;NA;NA;0;1;0;1;NA;NA;0;1;0;0;NA;NA;0;0;0;1;NA;0;1;0;1;NA;NA;0;1
"2941";5660;2014;0;1;NA;0;NA;0;1;0;1;NA;NA;0;1;0;1;NA;NA;0;1;0;1;NA;0;1;0;1;NA;NA;0;1
"2942";5660;2015;0;1;NA;1;NA;0;1;0;1;NA;NA;0;1;0;0;NA;NA;0;0;0;1;NA;0;1;0;1;NA;NA;0;1
"2943";5660;2016;0;1;NA;NA;NA;0;1;0;1;NA;NA;0;1;0;0;NA;NA;0;0;0;1;NA;0;1;0;1;NA;NA;0;1
"2944";5660;2017;0;1;NA;1;NA;0;1;0;1;NA;NA;0;1;0;0;NA;NA;0;0;0;1;NA;0;1;0;1;NA;NA;0;1
"2945";5660;2018;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2946";5664;1988;0;NA;NA;NA;1;NA;1;0;NA;NA;0;NA;0;0;NA;NA;0;NA;0;0;NA;NA;NA;0;0;NA;NA;NA;NA;0
"2947";5664;1989;0;NA;NA;NA;1;0;1;0;NA;NA;0;0;0;0;NA;0;0;0;0;0;NA;NA;0;0;0;NA;NA;NA;0;0
"2948";5664;1990;0;NA;NA;NA;1;0;1;0;NA;NA;0;0;0;0;NA;0;0;0;0;0;NA;NA;0;0;0;NA;NA;NA;0;0
"2949";5664;1991;0;NA;NA;NA;0;0;0;0;NA;NA;0;0;0;0;NA;0;0;0;0;0;NA;NA;0;0;0;NA;NA;NA;0;0
"2950";5664;1992;0;NA;NA;NA;1;0;1;0;NA;NA;0;0;0;0;NA;NA;0;0;0;0;NA;NA;0;0;0;NA;NA;NA;0;0
"2951";5664;1993;0;1;NA;NA;1;0;1;0;0;NA;0;0;0;0;0;NA;0;0;0;0;0;NA;0;0;0;1;NA;NA;0;1
"2952";5664;1994;0;1;NA;NA;1;0;1;0;1;NA;1;0;1;0;1;0;1;0;1;0;0;NA;0;0;0;1;0;NA;0;1
"2953";5664;1995;0;1;NA;NA;1;0;1;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;1;0;NA;0;1
"2954";5664;1996;0;1;NA;NA;1;0;1;0;1;NA;1;0;1;0;0;0;0;0;0;0;1;NA;0;1;0;1;0;NA;0;1
"2955";5664;1997;0;1;1;NA;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;1;1;0;1;1
"2956";5664;1998;0;1;1;NA;1;0;1;1;0;1;0;0;1;1;0;NA;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"2957";5664;1999;0;1;1;NA;0;0;1;1;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"2958";5664;2000;0;1;0;NA;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;1;0;1;0;1
"2959";5664;2001;0;1;1;NA;1;0;1;0;1;1;1;0;1;0;1;0;1;0;1;0;1;0;0;1;0;1;0;0;0;1
"2960";5664;2002;0;1;0;NA;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;NA;1;0;1
"2961";5664;2003;0;0;0;NA;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2962";5664;2004;0;1;1;NA;1;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;NA;0;0;0;1;0;1;0;1
"2963";5664;2005;0;0;1;NA;1;0;1;0;1;1;0;0;1;0;1;0;0;0;1;0;0;NA;0;0;0;0;0;0;0;0
"2964";5664;2006;0;0;NA;NA;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0
"2965";5664;2007;0;0;NA;NA;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;NA;0;0;0
"2966";5664;2008;0;0;NA;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0
"2967";5664;2009;0;0;NA;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;NA;0;0;0
"2968";5664;2010;0;0;NA;0;0;0;0;0;0;NA;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;NA;0;0;0
"2969";5664;2011;0;1;NA;0;NA;0;1;0;1;NA;NA;0;1;0;1;0;NA;0;1;0;1;NA;0;1;0;1;NA;NA;0;1
"2970";5664;2012;0;1;NA;1;NA;0;1;0;1;NA;NA;0;1;0;0;0;NA;0;0;0;1;NA;0;1;0;1;NA;NA;0;1
"2971";5664;2013;0;1;NA;NA;NA;0;1;1;1;NA;NA;0;1;0;0;NA;NA;0;0;0;1;NA;0;1;1;1;NA;NA;0;1
"2972";5664;2014;0;1;NA;1;NA;0;1;0;1;NA;NA;0;1;0;0;NA;NA;0;0;0;1;NA;0;1;0;1;NA;NA;0;1
"2973";5664;2015;0;1;NA;1;NA;0;1;0;1;NA;NA;0;1;0;0;NA;NA;0;0;0;1;NA;0;1;0;1;NA;NA;0;1
"2974";5664;2016;1;1;NA;NA;NA;0;1;0;1;NA;NA;0;1;0;0;NA;NA;0;0;0;1;NA;0;1;0;1;NA;NA;0;1
"2975";5664;2017;0;1;NA;0;NA;0;1;1;1;NA;NA;0;1;0;0;NA;NA;0;0;1;1;NA;0;1;0;1;NA;NA;0;1
"2976";5664;2018;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2977";5665;1988;1;NA;NA;NA;1;NA;1;1;NA;NA;1;NA;1;1;NA;NA;0;NA;0;0;NA;NA;NA;0;0;NA;NA;NA;NA;0
"2978";5665;1989;0;NA;NA;NA;1;0;1;0;NA;NA;1;0;1;0;NA;0;0;0;0;0;NA;NA;0;0;0;NA;NA;NA;0;0
"2979";5665;1990;0;NA;NA;NA;1;0;1;0;NA;NA;1;0;1;0;NA;0;1;0;1;0;NA;NA;0;0;0;NA;NA;NA;0;0
"2980";5665;1991;0;NA;NA;NA;1;0;1;0;NA;NA;1;0;1;0;NA;0;1;0;1;0;NA;NA;0;0;0;NA;NA;NA;0;0
"2981";5665;1992;0;NA;NA;NA;0;0;0;0;NA;NA;1;1;1;0;NA;NA;1;1;1;0;NA;NA;0;0;0;NA;NA;NA;0;0
"2982";5665;1993;1;1;NA;NA;1;0;1;0;1;NA;1;0;1;0;1;NA;1;0;1;0;0;NA;0;0;0;1;NA;NA;0;1
"2983";5665;1994;0;1;NA;NA;0;1;1;0;1;NA;1;0;1;0;1;0;1;0;1;0;0;NA;0;0;0;1;1;NA;1;1
"2984";5665;1995;0;1;NA;NA;1;0;1;1;1;NA;1;0;1;1;1;0;1;0;1;0;0;NA;0;0;0;1;0;NA;0;1
"2985";5665;1996;0;1;NA;NA;0;0;1;0;1;NA;1;1;1;0;1;0;1;1;1;0;0;NA;0;0;0;1;0;NA;0;1
"2986";5665;1997;0;1;1;NA;0;0;1;0;1;1;1;0;1;0;1;0;1;0;1;0;0;NA;0;0;0;1;0;0;0;1
"2987";5665;1998;0;1;0;NA;1;0;1;1;1;0;1;0;1;1;1;NA;1;0;1;0;0;0;0;0;0;1;0;1;0;1
"2988";5665;1999;0;1;1;NA;1;0;1;1;1;1;1;0;1;1;1;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1
"2989";5665;2000;0;1;0;NA;0;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;NA;0;0;0;1;0;0;1;1
"2990";5665;2001;0;1;1;NA;0;0;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;0;0;0;1;1;0;0;0;1
"2991";5665;2002;0;1;1;NA;1;0;1;0;1;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;1;NA;1;0;1
"2992";5665;2003;0;0;0;NA;1;0;1;0;1;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"2993";5665;2004;0;1;0;NA;1;0;1;1;1;0;0;0;1;1;1;0;0;0;1;0;0;NA;0;0;0;1;0;1;0;1
"2994";5665;2005;0;1;0;NA;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;1;0;1;0;1
"2995";5665;2006;0;0;NA;NA;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0
"2996";5665;2007;0;0;NA;NA;0;0;0;0;1;NA;0;0;1;0;1;0;0;0;1;0;0;NA;0;0;0;0;NA;0;0;0
"2997";5665;2008;0;0;NA;1;0;0;1;0;1;NA;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;NA;0;0;0
"2998";5665;2009;0;0;NA;1;0;0;1;0;0;NA;1;0;1;0;0;0;0;0;0;0;0;NA;0;0;0;0;NA;0;0;0
"2999";5665;2010;0;0;NA;1;1;0;1;0;0;NA;1;0;1;0;0;NA;1;0;1;0;0;0;0;0;0;0;NA;0;0;0
"3000";5665;2011;0;1;NA;1;NA;0;1;0;1;NA;NA;0;1;0;1;0;NA;0;1;0;1;NA;0;1;0;1;NA;NA;0;1
"3001";5665;2012;0;1;NA;1;NA;0;1;0;1;NA;NA;0;1;0;1;0;NA;0;1;0;1;NA;0;1;0;1;NA;NA;0;1
"3002";5665;2013;0;1;NA;NA;NA;0;1;1;1;NA;NA;0;1;0;0;NA;NA;0;0;0;1;NA;0;1;1;1;NA;NA;0;1
"3003";5665;2014;0;1;NA;1;NA;0;1;0;1;NA;NA;0;1;0;0;NA;NA;0;0;0;1;NA;0;1;0;1;NA;NA;0;1
"3004";5665;2015;0;1;NA;1;NA;0;1;0;1;NA;NA;0;1;0;0;NA;NA;0;0;0;1;NA;0;1;0;1;NA;NA;0;1
"3005";5665;2016;1;1;NA;NA;NA;0;1;0;1;NA;NA;0;1;0;0;NA;NA;0;0;0;1;NA;0;1;0;1;NA;NA;0;1
"3006";5665;2017;0;1;NA;1;NA;0;1;0;1;NA;NA;0;1;0;0;NA;NA;0;0;0;1;NA;0;1;0;1;NA;NA;0;1
"3007";5665;2018;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"3008";5667;1988;1;NA;NA;NA;1;NA;1;1;NA;NA;1;NA;1;0;NA;NA;1;NA;1;1;NA;NA;NA;1;0;NA;NA;NA;NA;0
"3009";5667;1989;0;NA;NA;NA;0;0;0;0;NA;NA;1;0;1;0;NA;0;1;0;1;0;NA;NA;0;0;0;NA;NA;NA;0;0
"3010";5667;1990;0;NA;NA;NA;1;0;1;0;NA;NA;1;1;1;0;NA;0;1;0;1;0;NA;NA;1;1;0;NA;NA;NA;0;0
"3011";5667;1991;0;NA;NA;NA;1;0;1;0;NA;NA;1;0;1;0;NA;0;1;0;1;0;NA;NA;0;0;0;NA;NA;NA;0;0
"3012";5667;1992;0;NA;NA;NA;1;0;1;0;NA;NA;1;0;1;0;NA;NA;0;0;0;0;NA;NA;0;0;0;NA;NA;NA;0;0
"3013";5667;1993;0;1;NA;NA;1;0;1;0;0;NA;0;0;0;0;0;NA;0;0;0;0;0;NA;0;0;0;1;NA;NA;0;1
"3014";5667;1994;0;1;NA;NA;0;0;1;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;1;0;NA;0;1
"3015";5667;1995;0;1;NA;NA;0;0;1;0;1;NA;1;0;1;0;0;0;0;0;0;0;1;NA;0;1;0;1;0;NA;0;1
"3016";5667;1996;0;1;NA;NA;0;0;1;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;1;0;NA;0;1
"3017";5667;1997;0;1;0;NA;1;0;1;0;1;1;1;0;1;0;1;0;1;0;1;0;0;NA;0;0;0;1;0;0;0;1
"3018";5667;1998;1;1;1;NA;1;0;1;1;1;1;1;0;1;1;1;NA;1;0;1;1;1;0;0;1;0;1;0;1;0;1
"3019";5667;1999;0;1;1;NA;1;0;1;1;1;1;1;0;1;1;1;0;1;0;1;1;1;0;0;1;0;1;0;0;0;1
"3020";5667;2000;1;1;1;NA;1;1;1;1;1;0;1;0;1;1;1;0;1;0;1;1;1;NA;0;1;1;1;1;1;1;1
"3021";5667;2001;0;1;1;NA;1;1;1;1;1;0;1;0;1;1;1;0;1;0;1;1;1;0;0;1;1;1;0;1;1;1
"3022";5667;2002;0;1;0;NA;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;0;1;1;1;NA;1;0;1
"3023";5667;2003;0;1;0;NA;1;0;1;1;1;1;1;0;1;1;1;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1
"3024";5667;2004;0;1;1;NA;1;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;NA;0;1;0;1;0;1;0;1
"3025";5667;2005;0;0;1;NA;0;0;1;1;1;1;1;1;1;0;1;0;1;1;1;1;0;NA;0;1;0;0;0;0;0;0
"3026";5667;2006;1;0;NA;NA;0;0;1;1;1;NA;1;0;1;1;1;0;1;0;1;0;0;NA;0;0;0;0;0;0;0;0
"3027";5667;2007;0;0;NA;NA;0;0;0;0;1;NA;1;0;1;0;1;0;1;0;1;0;1;NA;0;1;0;0;NA;0;0;0
"3028";5667;2008;0;0;NA;0;0;0;0;0;1;NA;1;1;1;0;1;0;1;1;1;0;0;0;0;0;0;0;NA;0;0;0
"3029";5667;2009;0;0;NA;1;0;0;1;0;1;NA;0;0;1;0;1;0;0;0;1;0;0;NA;0;0;0;0;NA;0;0;0
"3030";5667;2010;0;0;NA;0;0;0;0;0;0;NA;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;NA;0;0;0
"3031";5667;2011;0;1;NA;0;NA;0;1;0;1;NA;NA;0;1;0;1;0;NA;0;1;0;1;NA;0;1;0;1;NA;NA;0;1
"3032";5667;2012;0;1;NA;0;NA;0;1;0;1;NA;NA;0;1;0;0;0;NA;0;0;0;1;NA;0;1;0;1;NA;NA;0;1
"3033";5667;2013;0;1;NA;NA;NA;0;1;0;1;NA;NA;0;1;0;0;NA;NA;0;0;0;1;NA;0;1;0;1;NA;NA;0;1
"3034";5667;2014;0;1;NA;0;NA;0;1;0;1;NA;NA;0;1;0;0;NA;NA;0;0;0;1;NA;0;1;0;1;NA;NA;0;1
"3035";5667;2015;0;1;NA;0;NA;0;1;0;1;NA;NA;0;1;0;0;NA;NA;0;0;0;1;NA;0;1;0;1;NA;NA;0;1
"3036";5667;2016;1;1;NA;NA;NA;0;1;0;1;NA;NA;0;1;0;0;NA;NA;0;0;0;1;NA;0;1;0;1;NA;NA;0;1
"3037";5667;2017;0;1;NA;0;NA;0;1;0;1;NA;NA;0;1;0;0;NA;NA;0;0;0;1;NA;0;1;0;1;NA;NA;0;1
"3038";5667;2018;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"3039";5670;1988;0;NA;NA;NA;1;NA;1;0;NA;NA;1;NA;1;0;NA;NA;1;NA;1;0;NA;NA;NA;0;0;NA;NA;NA;NA;0
"3040";5670;1989;0;NA;NA;NA;1;1;1;1;NA;NA;1;0;1;1;NA;0;1;0;1;0;NA;NA;0;0;0;NA;NA;NA;1;1
"3041";5670;1990;0;NA;NA;NA;1;0;1;0;NA;NA;1;0;1;0;NA;0;0;0;0;0;NA;NA;0;0;0;NA;NA;NA;0;0
"3042";5670;1991;0;NA;NA;NA;1;0;1;0;NA;NA;1;0;1;0;NA;0;1;0;1;0;NA;NA;0;0;0;NA;NA;NA;0;0
"3043";5670;1992;0;NA;NA;NA;0;0;0;0;NA;NA;1;0;1;0;NA;NA;1;0;1;0;NA;NA;0;0;0;NA;NA;NA;0;0
"3044";5670;1993;0;1;NA;NA;0;0;1;0;1;NA;1;0;1;0;0;NA;0;0;0;0;1;NA;0;1;0;1;NA;NA;0;1
"3045";5670;1994;0;1;NA;NA;0;0;1;0;1;NA;1;0;1;0;1;0;1;0;1;0;1;NA;0;1;0;1;0;NA;0;1
"3046";5670;1995;0;1;NA;NA;1;0;1;0;1;NA;1;0;1;0;0;0;0;0;0;0;1;NA;0;1;0;1;0;NA;0;1
"3047";5670;1996;0;1;NA;NA;1;0;1;0;1;NA;1;0;1;0;0;0;0;0;0;0;1;NA;0;1;0;1;0;NA;0;1
"3048";5670;1997;0;1;1;NA;1;0;1;0;1;1;1;0;1;0;0;0;0;0;0;0;1;NA;0;1;0;1;1;0;0;1
"3049";5670;1998;0;1;1;NA;0;0;1;1;1;1;1;0;1;0;0;NA;0;0;0;1;1;0;0;1;0;1;1;0;0;1
"3050";5670;1999;0;1;0;NA;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1
"3051";5670;2000;0;1;1;NA;0;1;1;0;1;0;1;0;1;0;0;0;0;0;0;0;1;NA;0;1;0;1;1;0;1;1
"3052";5670;2001;0;1;1;NA;0;1;1;1;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;1;1;1;1;0;1;1
"3053";5670;2002;0;1;1;NA;0;0;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;1;NA;0;0;1
"3054";5670;2003;0;1;1;NA;1;1;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;0;1;1;1;1;1;1;1
"3055";5670;2004;0;0;0;NA;1;0;1;0;1;0;0;0;1;0;1;0;0;0;1;0;0;NA;0;0;0;0;1;0;0;1
"3056";5670;2005;0;1;0;NA;1;0;1;0;1;1;1;1;1;0;1;0;1;1;1;0;0;NA;0;0;0;1;1;1;0;1
"3057";5670;2006;0;1;NA;NA;1;0;1;0;1;NA;1;0;1;0;1;0;1;0;1;0;0;NA;0;0;0;1;0;1;0;1
"3058";5670;2007;0;0;NA;NA;0;0;0;1;1;NA;1;0;1;0;1;0;1;0;1;1;1;NA;0;1;0;0;NA;0;0;0
"3059";5670;2008;0;0;NA;0;0;0;0;0;1;NA;1;0;1;0;1;0;1;0;1;0;0;0;0;0;0;0;NA;0;0;0
"3060";5670;2009;0;0;NA;0;1;0;1;0;1;NA;0;1;1;0;1;0;0;1;1;0;0;NA;0;0;0;0;NA;0;0;0
"3061";5670;2010;0;0;NA;1;0;0;1;0;0;NA;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;NA;0;0;0
"3062";5670;2011;0;1;NA;1;NA;0;1;0;1;NA;NA;0;1;0;1;0;NA;0;1;0;1;NA;0;1;0;1;NA;NA;0;1
"3063";5670;2012;0;1;NA;1;NA;0;1;0;1;NA;NA;0;1;0;0;0;NA;0;0;0;1;NA;0;1;0;1;NA;NA;0;1
"3064";5670;2013;0;1;NA;NA;NA;0;1;0;1;NA;NA;0;1;0;1;NA;NA;0;1;0;1;NA;0;1;0;1;NA;NA;0;1
"3065";5670;2014;0;1;NA;1;NA;0;1;0;1;NA;NA;0;1;0;0;NA;NA;0;0;0;1;NA;0;1;0;1;NA;NA;0;1
"3066";5670;2015;1;1;NA;0;NA;0;1;0;1;NA;NA;0;1;0;0;NA;NA;0;0;0;1;NA;0;1;0;1;NA;NA;0;1
"3067";5670;2016;0;1;NA;NA;NA;0;1;0;1;NA;NA;0;1;0;0;NA;NA;0;0;0;1;NA;0;1;0;1;NA;NA;0;1
"3068";5670;2017;0;1;NA;1;NA;0;1;0;1;NA;NA;0;1;0;0;NA;NA;0;0;0;1;NA;0;1;0;1;NA;NA;0;1
"3069";5670;2018;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"3070";5674;1988;0;NA;NA;NA;1;NA;1;0;NA;NA;0;NA;0;0;NA;NA;0;NA;0;0;NA;NA;NA;0;0;NA;NA;NA;NA;0
"3071";5674;1989;0;NA;NA;NA;0;0;0;0;NA;NA;0;0;0;0;NA;0;0;0;0;0;NA;NA;0;0;0;NA;NA;NA;0;0
"3072";5674;1990;0;NA;NA;NA;1;0;1;0;NA;NA;0;0;0;0;NA;0;0;0;0;0;NA;NA;0;0;0;NA;NA;NA;0;0
"3073";5674;1991;0;NA;NA;NA;0;0;0;0;NA;NA;0;0;0;0;NA;0;0;0;0;0;NA;NA;0;0;0;NA;NA;NA;0;0
"3074";5674;1992;0;NA;NA;NA;1;0;1;0;NA;NA;1;0;1;0;NA;NA;0;0;0;0;NA;NA;0;0;0;NA;NA;NA;0;0
"3075";5674;1993;0;1;NA;NA;0;0;1;0;0;NA;0;0;0;0;0;NA;0;0;0;0;0;NA;0;0;0;1;NA;NA;0;1
"3076";5674;1994;0;1;NA;NA;1;0;1;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;1;0;NA;0;1
"3077";5674;1995;0;1;NA;NA;1;0;1;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;1;0;NA;0;1
"3078";5674;1996;0;1;NA;NA;1;0;1;0;1;NA;1;0;1;0;1;0;1;0;1;0;1;NA;0;1;0;1;0;NA;0;1
"3079";5674;1997;0;1;0;NA;1;0;1;0;1;1;1;0;1;0;0;0;0;0;0;0;1;NA;0;1;0;1;0;0;0;1
