"","mun","year","Departamento","Municipio","Narcopara","Rastrojos","Urabenos","Aguilas_Negras","Paisas","Otros","Paramilitaries","Bloque_Meta","Clan_Del_Golfo","EPL_Los Pelusos"
"1752",44650,2008,"GUAJIRA","SAN JUAN DEL C.",0,0,0,0,0,0,0,NA,NA,NA
"1753",44847,2008,"GUAJIRA","URIBIA",1,0,0,1,0,1,1,NA,NA,NA
"1754",44855,2008,"GUAJIRA","URUMITA",0,0,0,0,0,0,0,NA,NA,NA
"1755",44874,2008,"GUAJIRA","VILLANUEVA",0,0,0,0,0,0,0,NA,NA,NA
"1756",47001,2008,"MAGDALENA","SANTA MARTA",1,0,0,1,0,1,1,NA,NA,NA
"1757",47030,2008,"MAGDALENA","ALGARROBO",0,0,0,0,0,0,0,NA,NA,NA
"1758",47053,2008,"MAGDALENA","ARACATACA",0,0,0,0,0,0,0,NA,NA,NA
"1759",47058,2008,"MAGDALENA","ARIGUANI",0,0,0,0,0,0,0,NA,NA,NA
"1760",47161,2008,"MAGDALENA","CERRO S.ANTONIO",0,0,0,0,0,0,0,NA,NA,NA
"1761",47170,2008,"MAGDALENA","CHIBOLO",1,0,0,1,0,1,1,NA,NA,NA
"1762",47189,2008,"MAGDALENA","CIENAGA",1,0,0,1,0,1,1,NA,NA,NA
"1763",47205,2008,"MAGDALENA","CONCORDIA",0,0,0,0,0,0,0,NA,NA,NA
"1764",47245,2008,"MAGDALENA","EL BANCO",0,0,0,0,0,0,0,NA,NA,NA
"1765",47258,2008,"MAGDALENA","EL PIÑON",0,0,0,0,0,0,0,NA,NA,NA
"1766",47268,2008,"MAGDALENA","EL RETEN",0,0,0,0,0,0,0,NA,NA,NA
"1767",47288,2008,"MAGDALENA","FUNDACION",1,0,0,1,0,1,1,NA,NA,NA
"1768",47318,2008,"MAGDALENA","GUAMAL",0,0,0,0,0,0,0,NA,NA,NA
"1769",47460,2008,"MAGDALENA","NUEVA GRANADA",0,0,0,0,0,0,0,NA,NA,NA
"1770",47541,2008,"MAGDALENA","PEDRAZA",0,0,0,0,0,0,0,NA,NA,NA
"1771",47545,2008,"MAGDALENA","PIJIÐO DEL CARMEN",0,0,0,0,0,0,0,NA,NA,NA
"1772",47551,2008,"MAGDALENA","PIVIJAY",0,0,0,0,0,0,0,NA,NA,NA
"1773",47555,2008,"MAGDALENA","PLATO",1,0,0,1,0,1,1,NA,NA,NA
"1774",47570,2008,"MAGDALENA","PUEBLO VIEJO",0,0,0,0,0,0,0,NA,NA,NA
"1775",47605,2008,"MAGDALENA","REMOLINO",0,0,0,0,0,0,0,NA,NA,NA
"1776",47660,2008,"MAGDALENA","SABANAS DE SAN ANGEL",1,0,0,1,0,1,1,NA,NA,NA
"1777",47675,2008,"MAGDALENA","SALAMINA",0,0,0,0,0,0,0,NA,NA,NA
"1778",47692,2008,"MAGDALENA","SAN SEBASTIAN",0,0,0,0,0,0,0,NA,NA,NA
"1779",47703,2008,"MAGDALENA","SAN ZENON",0,0,0,0,0,0,0,NA,NA,NA
"1780",47707,2008,"MAGDALENA","SANTA ANA",0,0,0,0,0,0,0,NA,NA,NA
"1781",47720,2008,"MAGDALENA","SANTA BARBARA DE PINTO",0,0,0,0,0,0,0,NA,NA,NA
"1782",47745,2008,"MAGDALENA","SITIONUEVO",0,0,0,0,0,0,0,NA,NA,NA
"1783",47798,2008,"MAGDALENA","TENERIFE",1,0,0,1,0,1,1,NA,NA,NA
"1784",47960,2008,"MAGDALENA","ZAPAYAN",0,0,0,0,0,0,0,NA,NA,NA
"1785",47980,2008,"MAGDALENA","ZONA BANANERA",0,0,0,0,0,0,0,NA,NA,NA
"1786",50001,2008,"META","VILLAVICENCIO",1,1,1,1,1,1,1,NA,NA,NA
"1787",50006,2008,"META","ACACIAS",0,0,0,0,0,0,0,NA,NA,NA
"1788",50110,2008,"META","BARRANCA DE UPIA",0,0,0,0,0,0,0,NA,NA,NA
"1789",50124,2008,"META","CABUYARO",0,0,0,0,0,0,0,NA,NA,NA
"1790",50150,2008,"META","CASTILLA NUEVA",0,0,0,0,0,0,0,NA,NA,NA
"1791",50223,2008,"META","CUBARRAL",0,0,0,0,0,0,0,NA,NA,NA
"1792",50226,2008,"META","CUMARAL",0,0,0,0,0,0,0,NA,NA,NA
"1793",50245,2008,"META","EL CALVARIO",0,0,0,0,0,0,0,NA,NA,NA
"1794",50251,2008,"META","EL CASTILLO",1,1,1,1,1,1,1,NA,NA,NA
"1795",50270,2008,"META","EL DORADO",0,0,0,0,0,0,0,NA,NA,NA
"1796",50287,2008,"META","FUENTE DE ORO",0,0,0,0,0,0,0,NA,NA,NA
"1797",50313,2008,"META","GRANADA",1,1,1,1,1,1,1,NA,NA,NA
"1798",50318,2008,"META","GUAMAL",0,0,0,0,0,0,0,NA,NA,NA
"1799",50325,2008,"META","MAPIRIPAN",1,1,1,1,1,1,1,NA,NA,NA
"1800",50330,2008,"META","MESETAS",0,0,0,0,0,0,0,NA,NA,NA
"1801",50350,2008,"META","LA MACARENA",0,0,0,0,0,0,0,NA,NA,NA
"1802",50370,2008,"META","LA URIBE",0,0,0,0,0,0,0,NA,NA,NA
"1803",50400,2008,"META","LEJANIAS",0,0,0,0,0,0,0,NA,NA,NA
"1804",50450,2008,"META","PUERTO CONCORDIA",1,1,1,1,1,1,1,NA,NA,NA
"1805",50568,2008,"META","PUERTO GAITAN",1,1,1,1,1,1,1,NA,NA,NA
"1806",50573,2008,"META","PUERTO LOPEZ",1,1,1,1,1,1,1,NA,NA,NA
"1807",50577,2008,"META","PUERTO LLERAS",1,1,1,1,1,1,1,NA,NA,NA
"1808",50590,2008,"META","PUERTO RICO",1,1,1,1,1,1,1,NA,NA,NA
"1809",50606,2008,"META","RESTREPO",0,0,0,0,0,0,0,NA,NA,NA
"1810",50680,2008,"META","SAN CARLOS DE G",0,0,0,0,0,0,0,NA,NA,NA
"1811",50683,2008,"META","SAN JUAN DE ARAMA",0,0,0,0,0,0,0,NA,NA,NA
"1812",50686,2008,"META","SAN JUANITO",0,0,0,0,0,0,0,NA,NA,NA
"1813",50689,2008,"META","SAN MARTIN",1,1,1,1,1,1,1,NA,NA,NA
"1814",50711,2008,"META","VISTA HERMOSA",1,1,1,1,1,1,1,NA,NA,NA
"1815",52001,2008,"NARIÑO","PASTO",1,1,0,1,1,1,1,NA,NA,NA
"1816",52019,2008,"NARIÑO","ALBAN",0,0,0,0,0,0,0,NA,NA,NA
"1817",52022,2008,"NARIÑO","ALDANA",0,0,0,0,0,0,0,NA,NA,NA
"1818",52036,2008,"NARIÑO","ANCUYA",0,0,0,0,0,0,0,NA,NA,NA
"1819",52051,2008,"NARIÑO","ARBOLEDA",0,0,0,0,0,0,0,NA,NA,NA
"1820",52079,2008,"NARIÑO","BARBACOAS",1,1,0,1,1,1,1,NA,NA,NA
"1821",52083,2008,"NARIÑO","BELEN",0,0,0,0,0,0,0,NA,NA,NA
"1822",52110,2008,"NARIÑO","BUESACO",0,0,0,0,0,0,0,NA,NA,NA
"1823",52203,2008,"NARIÑO","COLON-GENOVA",0,0,0,0,0,0,0,NA,NA,NA
"1824",52207,2008,"NARIÑO","CONSACA",0,0,0,0,0,0,0,NA,NA,NA
"1825",52210,2008,"NARIÑO","CONTADERO",0,0,0,0,0,0,0,NA,NA,NA
"1826",52215,2008,"NARIÑO","CORDOBA",0,0,0,0,0,0,0,NA,NA,NA
"1827",52224,2008,"NARIÑO","CUASPUD-CARLOSAMA",0,0,0,0,0,0,0,NA,NA,NA
"1828",52227,2008,"NARIÑO","CUMBAL",0,0,0,0,0,0,0,NA,NA,NA
"1829",52233,2008,"NARIÑO","CUMBITARA",1,1,0,1,1,1,1,NA,NA,NA
"1830",52240,2008,"NARIÑO","CHACHAGUI",0,0,0,0,0,0,0,NA,NA,NA
"1831",52250,2008,"NARIÑO","EL CHARCO",1,1,0,1,1,1,1,NA,NA,NA
"1832",52254,2008,"NARIÑO","EL PEÐOL",0,0,0,0,0,0,0,NA,NA,NA
"1833",52256,2008,"NARIÑO","EL ROSARIO",0,0,0,0,0,0,0,NA,NA,NA
"1834",52258,2008,"NARIÑO","EL TABLON",0,0,0,0,0,0,0,NA,NA,NA
"1835",52260,2008,"NARIÑO","EL TAMBO",0,0,0,0,0,0,0,NA,NA,NA
"1836",52287,2008,"NARIÑO","FUNES",0,0,0,0,0,0,0,NA,NA,NA
"1837",52317,2008,"NARIÑO","GUACHUCAL",0,0,0,0,0,0,0,NA,NA,NA
"1838",52320,2008,"NARIÑO","GUAITARILLA",0,0,0,0,0,0,0,NA,NA,NA
"1839",52323,2008,"NARIÑO","GUALMATAN",0,0,0,0,0,0,0,NA,NA,NA
"1840",52352,2008,"NARIÑO","ILES",0,0,0,0,0,0,0,NA,NA,NA
"1841",52354,2008,"NARIÑO","IMUES",0,0,0,0,0,0,0,NA,NA,NA
"1842",52356,2008,"NARIÑO","IPIALES",0,0,0,0,0,0,0,NA,NA,NA
"1843",52378,2008,"NARIÑO","LA CRUZ",0,0,0,0,0,0,0,NA,NA,NA
"1844",52381,2008,"NARIÑO","LA FLORIDA",0,0,0,0,0,0,0,NA,NA,NA
"1845",52385,2008,"NARIÑO","LA LLANADA",0,0,0,0,0,0,0,NA,NA,NA
"1846",52390,2008,"NARIÑO","LA TOLA",0,0,0,0,0,0,0,NA,NA,NA
"1847",52399,2008,"NARIÑO","LA UNION",0,0,0,0,0,0,0,NA,NA,NA
"1848",52405,2008,"NARIÑO","LEIVA",1,1,0,1,1,1,1,NA,NA,NA
"1849",52411,2008,"NARIÑO","LINARES",1,1,0,1,1,1,1,NA,NA,NA
"1850",52418,2008,"NARIÑO","LOS ANDES",0,0,0,0,0,0,0,NA,NA,NA
"1851",52427,2008,"NARIÑO","MAGUI-PAYAN",0,0,0,0,0,0,0,NA,NA,NA
"1852",52435,2008,"NARIÑO","MALLAMA",0,0,0,0,0,0,0,NA,NA,NA
"1853",52473,2008,"NARIÑO","MOSQUERA",0,0,0,0,0,0,0,NA,NA,NA
"1854",52480,2008,"NARIÑO","NARIÐO",0,0,0,0,0,0,0,NA,NA,NA
"1855",52490,2008,"NARIÑO","OLAYA HERRERA",1,1,0,1,1,1,1,NA,NA,NA
"1856",52506,2008,"NARIÑO","OSPINA",0,0,0,0,0,0,0,NA,NA,NA
"1857",52520,2008,"NARIÑO","FRANCISCO PIZARRO",0,0,0,0,0,0,0,NA,NA,NA
"1858",52540,2008,"NARIÑO","POLICARPA",1,1,0,1,1,1,1,NA,NA,NA
"1859",52560,2008,"NARIÑO","POTOSI",0,0,0,0,0,0,0,NA,NA,NA
"1860",52565,2008,"NARIÑO","PROVIDENCIA",0,0,0,0,0,0,0,NA,NA,NA
"1861",52573,2008,"NARIÑO","PUERRES",0,0,0,0,0,0,0,NA,NA,NA
"1862",52585,2008,"NARIÑO","PUPIALES",0,0,0,0,0,0,0,NA,NA,NA
"1863",52612,2008,"NARIÑO","RICAURTE",0,0,0,0,0,0,0,NA,NA,NA
"1864",52621,2008,"NARIÑO","ROBERTO PAYAN",0,0,0,0,0,0,0,NA,NA,NA
"1865",52678,2008,"NARIÑO","SAMANIEGO",0,0,0,0,0,0,0,NA,NA,NA
"1866",52683,2008,"NARIÑO","SANDONA",0,0,0,0,0,0,0,NA,NA,NA
"1867",52685,2008,"NARIÑO","SAN BERNARDO",0,0,0,0,0,0,0,NA,NA,NA
"1868",52687,2008,"NARIÑO","SAN LORENZO",0,0,0,0,0,0,0,NA,NA,NA
"1869",52693,2008,"NARIÑO","SAN PABLO",0,0,0,0,0,0,0,NA,NA,NA
"1870",52694,2008,"NARIÑO","SAN PEDRO DE CARTAGO",0,0,0,0,0,0,0,NA,NA,NA
"1871",52696,2008,"NARIÑO","SANTA BARBARA",0,0,0,0,0,0,0,NA,NA,NA
"1872",52699,2008,"NARIÑO","SANTACRUZ",0,0,0,0,0,0,0,NA,NA,NA
"1873",52720,2008,"NARIÑO","SAPUYES",0,0,0,0,0,0,0,NA,NA,NA
"1874",52786,2008,"NARIÑO","TAMINANGO",0,0,0,0,0,0,0,NA,NA,NA
"1875",52788,2008,"NARIÑO","TANGUA",0,0,0,0,0,0,0,NA,NA,NA
"1876",52835,2008,"NARIÑO","TUMACO",1,1,0,1,1,1,1,NA,NA,NA
"1877",52838,2008,"NARIÑO","TUQUERRES",0,0,0,0,0,0,0,NA,NA,NA
"1878",52885,2008,"NARIÑO","YACUANQUER",0,0,0,0,0,0,0,NA,NA,NA
"1879",54001,2008,"NORTE DE SANTANDER","CUCUTA",1,0,0,1,0,1,1,NA,NA,NA
"1880",54003,2008,"NORTE DE SANTANDER","ABREGO",0,0,0,0,0,0,0,NA,NA,NA
"1881",54051,2008,"NORTE DE SANTANDER","ARBOLEDAS",0,0,0,0,0,0,0,NA,NA,NA
"1882",54099,2008,"NORTE DE SANTANDER","BOCHALEMA",0,0,0,0,0,0,0,NA,NA,NA
"1883",54109,2008,"NORTE DE SANTANDER","BUCARASICA",0,0,0,0,0,0,0,NA,NA,NA
"1884",54125,2008,"NORTE DE SANTANDER","CACOTA",0,0,0,0,0,0,0,NA,NA,NA
"1885",54128,2008,"NORTE DE SANTANDER","CACHIRA",0,0,0,0,0,0,0,NA,NA,NA
"1886",54172,2008,"NORTE DE SANTANDER","CHINACOTA",1,0,0,1,0,1,1,NA,NA,NA
"1887",54174,2008,"NORTE DE SANTANDER","CHITAGA",0,0,0,0,0,0,0,NA,NA,NA
"1888",54206,2008,"NORTE DE SANTANDER","CONVENCION",0,0,0,0,0,0,0,NA,NA,NA
"1889",54223,2008,"NORTE DE SANTANDER","CUCUTILLA",0,0,0,0,0,0,0,NA,NA,NA
"1890",54239,2008,"NORTE DE SANTANDER","DURANIA",0,0,0,0,0,0,0,NA,NA,NA
"1891",54245,2008,"NORTE DE SANTANDER","EL CARMEN",0,0,0,0,0,0,0,NA,NA,NA
"1892",54250,2008,"NORTE DE SANTANDER","EL TARRA",0,0,0,0,0,0,0,NA,NA,NA
"1893",54261,2008,"NORTE DE SANTANDER","EL ZULIA",1,0,0,1,0,1,1,NA,NA,NA
"1894",54313,2008,"NORTE DE SANTANDER","GRAMALOTE",0,0,0,0,0,0,0,NA,NA,NA
"1895",54344,2008,"NORTE DE SANTANDER","HACARI",0,0,0,0,0,0,0,NA,NA,NA
"1896",54347,2008,"NORTE DE SANTANDER","HERRAN",0,0,0,0,0,0,0,NA,NA,NA
"1897",54377,2008,"NORTE DE SANTANDER","LABATECA",0,0,0,0,0,0,0,NA,NA,NA
"1898",54385,2008,"NORTE DE SANTANDER","LA ESPERANZA",0,0,0,0,0,0,0,NA,NA,NA
"1899",54398,2008,"NORTE DE SANTANDER","LA PLAYA",0,0,0,0,0,0,0,NA,NA,NA
"1900",54405,2008,"NORTE DE SANTANDER","LOS PATIOS",1,0,0,1,0,1,1,NA,NA,NA
"1901",54418,2008,"NORTE DE SANTANDER","LOURDES",0,0,0,0,0,0,0,NA,NA,NA
"1902",54480,2008,"NORTE DE SANTANDER","MUTISCUA",0,0,0,0,0,0,0,NA,NA,NA
"1903",54498,2008,"NORTE DE SANTANDER","OCAÑA",1,0,0,1,0,1,1,NA,NA,NA
"1904",54518,2008,"NORTE DE SANTANDER","PAMPLONA",0,0,0,0,0,0,0,NA,NA,NA
"1905",54520,2008,"NORTE DE SANTANDER","PAMPLONITA",0,0,0,0,0,0,0,NA,NA,NA
"1906",54553,2008,"NORTE DE SANTANDER","PUERTO SANTANDER",1,0,0,1,0,1,1,NA,NA,NA
"1907",54599,2008,"NORTE DE SANTANDER","RAGONVALIA",0,0,0,0,0,0,0,NA,NA,NA
"1908",54660,2008,"NORTE DE SANTANDER","SALAZAR",0,0,0,0,0,0,0,NA,NA,NA
"1909",54670,2008,"NORTE DE SANTANDER","SAN CALIXTO",0,0,0,0,0,0,0,NA,NA,NA
"1910",54673,2008,"NORTE DE SANTANDER","SAN CAYETANO",0,0,0,0,0,0,0,NA,NA,NA
"1911",54680,2008,"NORTE DE SANTANDER","SANTIAGO",0,0,0,0,0,0,0,NA,NA,NA
"1912",54720,2008,"NORTE DE SANTANDER","SARDINATA",0,0,0,0,0,0,0,NA,NA,NA
"1913",54743,2008,"NORTE DE SANTANDER","SILOS",0,0,0,0,0,0,0,NA,NA,NA
"1914",54800,2008,"NORTE DE SANTANDER","TEORAMA",0,0,0,0,0,0,0,NA,NA,NA
"1915",54810,2008,"NORTE DE SANTANDER","TIBU",0,0,0,0,0,0,0,NA,NA,NA
"1916",54820,2008,"NORTE DE SANTANDER","TOLEDO",0,0,0,0,0,0,0,NA,NA,NA
"1917",54871,2008,"NORTE DE SANTANDER","VILLA CARO",0,0,0,0,0,0,0,NA,NA,NA
"1918",54874,2008,"NORTE DE SANTANDER","VILLA ROSARIO",0,0,0,0,0,0,0,NA,NA,NA
"1919",63001,2008,"QUINDIO","ARMENIA",0,0,0,0,0,0,0,NA,NA,NA
"1920",63111,2008,"QUINDIO","BUENAVISTA",0,0,0,0,0,0,0,NA,NA,NA
"1921",63130,2008,"QUINDIO","CALARCA",1,0,0,1,0,1,1,NA,NA,NA
"1922",63190,2008,"QUINDIO","CIRCASIA",0,0,0,0,0,0,0,NA,NA,NA
"1923",63212,2008,"QUINDIO","CORDOBA",0,0,0,0,0,0,0,NA,NA,NA
"1924",63272,2008,"QUINDIO","FILANDIA",0,0,0,0,0,0,0,NA,NA,NA
"1925",63302,2008,"QUINDIO","GENOVA",0,0,0,0,0,0,0,NA,NA,NA
"1926",63401,2008,"QUINDIO","LA TEBAIDA",0,0,0,0,0,0,0,NA,NA,NA
"1927",63470,2008,"QUINDIO","MONTENEGRO",0,0,0,0,0,0,0,NA,NA,NA
"1928",63548,2008,"QUINDIO","PIJAO",0,0,0,0,0,0,0,NA,NA,NA
"1929",63594,2008,"QUINDIO","QUIMBAYA",0,0,0,0,0,0,0,NA,NA,NA
"1930",63690,2008,"QUINDIO","SALENTO",0,0,0,0,0,0,0,NA,NA,NA
"1931",66001,2008,"RISARALDA","PEREIRA",1,0,0,0,0,1,1,NA,NA,NA
"1932",66045,2008,"RISARALDA","APIA",0,0,0,0,0,0,0,NA,NA,NA
"1933",66075,2008,"RISARALDA","BALBOA",0,0,0,0,0,0,0,NA,NA,NA
"1934",66088,2008,"RISARALDA","BELEN DE UMBRIA",0,0,0,0,0,0,0,NA,NA,NA
"1935",66170,2008,"RISARALDA","DOSQUEBRADAS",0,0,0,0,0,0,0,NA,NA,NA
"1936",66318,2008,"RISARALDA","GUATICA",0,0,0,0,0,0,0,NA,NA,NA
"1937",66383,2008,"RISARALDA","LA CELIA",0,0,0,0,0,0,0,NA,NA,NA
"1938",66400,2008,"RISARALDA","LA VIRGINIA",0,0,0,0,0,0,0,NA,NA,NA
"1939",66440,2008,"RISARALDA","MARSELLA",0,0,0,0,0,0,0,NA,NA,NA
"1940",66456,2008,"RISARALDA","MISTRATO",0,0,0,0,0,0,0,NA,NA,NA
"1941",66572,2008,"RISARALDA","PUEBLO RICO",1,0,0,0,0,1,1,NA,NA,NA
"1942",66594,2008,"RISARALDA","QUINCHIA",0,0,0,0,0,0,0,NA,NA,NA
"1943",66682,2008,"RISARALDA","SANTA ROSA DE CABAL",0,0,0,0,0,0,0,NA,NA,NA
"1944",66687,2008,"RISARALDA","SANTUARIO",0,0,0,0,0,0,0,NA,NA,NA
"1945",68001,2008,"SANTANDER","BUCARAMANGA",1,0,0,1,0,1,1,NA,NA,NA
"1946",68013,2008,"SANTANDER","AGUADA",0,0,0,0,0,0,0,NA,NA,NA
"1947",68020,2008,"SANTANDER","ALBANIA",0,0,0,0,0,0,0,NA,NA,NA
"1948",68051,2008,"SANTANDER","ARATOCA",0,0,0,0,0,0,0,NA,NA,NA
"1949",68077,2008,"SANTANDER","BARBOSA",0,0,0,0,0,0,0,NA,NA,NA
"1950",68079,2008,"SANTANDER","BARICHARA",0,0,0,0,0,0,0,NA,NA,NA
"1951",68081,2008,"SANTANDER","BARRANCABERMEJA",1,0,0,1,0,1,1,NA,NA,NA
"1952",68092,2008,"SANTANDER","BETULIA",0,0,0,0,0,0,0,NA,NA,NA
"1953",68101,2008,"SANTANDER","BOLIVAR",0,0,0,0,0,0,0,NA,NA,NA
"1954",68121,2008,"SANTANDER","CABRERA",0,0,0,0,0,0,0,NA,NA,NA
"1955",68132,2008,"SANTANDER","CALIFORNIA",0,0,0,0,0,0,0,NA,NA,NA
"1956",68147,2008,"SANTANDER","CAPITANEJO",0,0,0,0,0,0,0,NA,NA,NA
"1957",68152,2008,"SANTANDER","CARCASI",0,0,0,0,0,0,0,NA,NA,NA
"1958",68160,2008,"SANTANDER","CEPITA",0,0,0,0,0,0,0,NA,NA,NA
"1959",68162,2008,"SANTANDER","CERRITO",0,0,0,0,0,0,0,NA,NA,NA
"1960",68167,2008,"SANTANDER","CHARALA",0,0,0,0,0,0,0,NA,NA,NA
"1961",68169,2008,"SANTANDER","CHARTA",0,0,0,0,0,0,0,NA,NA,NA
"1962",68176,2008,"SANTANDER","CHIMA",0,0,0,0,0,0,0,NA,NA,NA
"1963",68179,2008,"SANTANDER","CHIPATA",0,0,0,0,0,0,0,NA,NA,NA
"1964",68190,2008,"SANTANDER","CIMITARRA",1,0,0,1,0,1,1,NA,NA,NA
"1965",68207,2008,"SANTANDER","CONCEPCION",0,0,0,0,0,0,0,NA,NA,NA
"1966",68209,2008,"SANTANDER","CONFINES",0,0,0,0,0,0,0,NA,NA,NA
"1967",68211,2008,"SANTANDER","CONTRATACION",0,0,0,0,0,0,0,NA,NA,NA
"1968",68217,2008,"SANTANDER","COROMORO",0,0,0,0,0,0,0,NA,NA,NA
"1969",68229,2008,"SANTANDER","CURITI",0,0,0,0,0,0,0,NA,NA,NA
"1970",68235,2008,"SANTANDER","EL CARMEN",0,0,0,0,0,0,0,NA,NA,NA
"1971",68245,2008,"SANTANDER","GUACAMAYO",0,0,0,0,0,0,0,NA,NA,NA
"1972",68250,2008,"SANTANDER","EL PENON",0,0,0,0,0,0,0,NA,NA,NA
"1973",68255,2008,"SANTANDER","EL PLAYON",1,0,0,1,0,1,1,NA,NA,NA
"1974",68264,2008,"SANTANDER","ENCINO",0,0,0,0,0,0,0,NA,NA,NA
"1975",68266,2008,"SANTANDER","ENCISO",0,0,0,0,0,0,0,NA,NA,NA
"1976",68271,2008,"SANTANDER","FLORIAN",0,0,0,0,0,0,0,NA,NA,NA
"1977",68276,2008,"SANTANDER","FLORIDABLANCA",1,0,0,1,0,1,1,NA,NA,NA
"1978",68296,2008,"SANTANDER","GALAN",0,0,0,0,0,0,0,NA,NA,NA
"1979",68298,2008,"SANTANDER","GAMBITA",0,0,0,0,0,0,0,NA,NA,NA
"1980",68307,2008,"SANTANDER","GIRON",0,0,0,0,0,0,0,NA,NA,NA
"1981",68318,2008,"SANTANDER","GUACA",0,0,0,0,0,0,0,NA,NA,NA
"1982",68320,2008,"SANTANDER","GUADALUPE",0,0,0,0,0,0,0,NA,NA,NA
"1983",68322,2008,"SANTANDER","GUAPOTA",0,0,0,0,0,0,0,NA,NA,NA
"1984",68324,2008,"SANTANDER","GUAVATA",0,0,0,0,0,0,0,NA,NA,NA
"1985",68327,2008,"SANTANDER","GUEPSA",0,0,0,0,0,0,0,NA,NA,NA
"1986",68344,2008,"SANTANDER","HATO",0,0,0,0,0,0,0,NA,NA,NA
"1987",68368,2008,"SANTANDER","JESUS MARIA",0,0,0,0,0,0,0,NA,NA,NA
"1988",68370,2008,"SANTANDER","JORDAN",0,0,0,0,0,0,0,NA,NA,NA
"1989",68377,2008,"SANTANDER","LA BELLEZA",0,0,0,0,0,0,0,NA,NA,NA
"1990",68385,2008,"SANTANDER","LANDAZURI",0,0,0,0,0,0,0,NA,NA,NA
"1991",68397,2008,"SANTANDER","LA PAZ",0,0,0,0,0,0,0,NA,NA,NA
"1992",68406,2008,"SANTANDER","LEBRIJA",0,0,0,0,0,0,0,NA,NA,NA
"1993",68418,2008,"SANTANDER","LOS SANTOS",0,0,0,0,0,0,0,NA,NA,NA
"1994",68425,2008,"SANTANDER","MACARAVITA",0,0,0,0,0,0,0,NA,NA,NA
"1995",68432,2008,"SANTANDER","MALAGA",0,0,0,0,0,0,0,NA,NA,NA
"1996",68444,2008,"SANTANDER","MATANZA",0,0,0,0,0,0,0,NA,NA,NA
"1997",68464,2008,"SANTANDER","MOGOTES",0,0,0,0,0,0,0,NA,NA,NA
"1998",68468,2008,"SANTANDER","MOLAGAVITA",0,0,0,0,0,0,0,NA,NA,NA
"1999",68498,2008,"SANTANDER","OCAMONTE",0,0,0,0,0,0,0,NA,NA,NA
"2000",68500,2008,"SANTANDER","OIBA",0,0,0,0,0,0,0,NA,NA,NA
"2001",68502,2008,"SANTANDER","ONZAGA",0,0,0,0,0,0,0,NA,NA,NA
"2002",68522,2008,"SANTANDER","PALMAR",0,0,0,0,0,0,0,NA,NA,NA
"2003",68524,2008,"SANTANDER","PALMAS DEL SOCORRO",0,0,0,0,0,0,0,NA,NA,NA
"2004",68533,2008,"SANTANDER","PARAMO",0,0,0,0,0,0,0,NA,NA,NA
"2005",68547,2008,"SANTANDER","PIEDECUESTA",0,0,0,0,0,0,0,NA,NA,NA
"2006",68549,2008,"SANTANDER","PINCHOTE",0,0,0,0,0,0,0,NA,NA,NA
"2007",68572,2008,"SANTANDER","PUENTE NACIONAL",0,0,0,0,0,0,0,NA,NA,NA
"2008",68573,2008,"SANTANDER","PUERTO PARRA",0,0,0,0,0,0,0,NA,NA,NA
"2009",68575,2008,"SANTANDER","PUERTO WILCHES",0,0,0,0,0,0,0,NA,NA,NA
"2010",68615,2008,"SANTANDER","RIONEGRO",0,0,0,0,0,0,0,NA,NA,NA
"2011",68655,2008,"SANTANDER","SABANA DE TORRES",0,0,0,0,0,0,0,NA,NA,NA
"2012",68669,2008,"SANTANDER","SAN ANDRES",0,0,0,0,0,0,0,NA,NA,NA
"2013",68673,2008,"SANTANDER","SAN BENITO",0,0,0,0,0,0,0,NA,NA,NA
"2014",68679,2008,"SANTANDER","SAN GIL",0,0,0,0,0,0,0,NA,NA,NA
"2015",68682,2008,"SANTANDER","SAN JOAQUIN",0,0,0,0,0,0,0,NA,NA,NA
"2016",68684,2008,"SANTANDER","SAN JOSE MIRANDA",0,0,0,0,0,0,0,NA,NA,NA
"2017",68686,2008,"SANTANDER","SAN MIGUEL",0,0,0,0,0,0,0,NA,NA,NA
"2018",68689,2008,"SANTANDER","SAN VICENTE CHUCURI",0,0,0,0,0,0,0,NA,NA,NA
"2019",68705,2008,"SANTANDER","SANTA BARBARA",0,0,0,0,0,0,0,NA,NA,NA
"2020",68720,2008,"SANTANDER","SANTA HELENA",0,0,0,0,0,0,0,NA,NA,NA
"2021",68745,2008,"SANTANDER","SIMACOTA",0,0,0,0,0,0,0,NA,NA,NA
"2022",68755,2008,"SANTANDER","SOCORRO",0,0,0,0,0,0,0,NA,NA,NA
"2023",68770,2008,"SANTANDER","SUAITA",0,0,0,0,0,0,0,NA,NA,NA
"2024",68773,2008,"SANTANDER","SUCRE",0,0,0,0,0,0,0,NA,NA,NA
"2025",68780,2008,"SANTANDER","SURATA",0,0,0,0,0,0,0,NA,NA,NA
"2026",68820,2008,"SANTANDER","TONA",0,0,0,0,0,0,0,NA,NA,NA
"2027",68855,2008,"SANTANDER","VALLE SAN JOSE",0,0,0,0,0,0,0,NA,NA,NA
"2028",68861,2008,"SANTANDER","VELEZ",0,0,0,0,0,0,0,NA,NA,NA
"2029",68867,2008,"SANTANDER","VETAS",0,0,0,0,0,0,0,NA,NA,NA
"2030",68872,2008,"SANTANDER","VILLANUEVA",0,0,0,0,0,0,0,NA,NA,NA
"2031",68895,2008,"SANTANDER","ZAPATOCA",0,0,0,0,0,0,0,NA,NA,NA
