"","mun","year","Departamento","Municipio","Narcopara","Rastrojos","Urabenos","Aguilas_Negras","Paisas","Otros","Paramilitaries","Bloque_Meta","Clan_Del_Golfo","EPL_Los Pelusos"
"4091",54245,2011,"NORTE DE SANTANDER","EL CARMEN",0,0,0,0,0,0,0,NA,NA,NA
"4092",54250,2011,"NORTE DE SANTANDER","EL TARRA",1,1,1,0,1,0,1,NA,NA,NA
"4093",54261,2011,"NORTE DE SANTANDER","EL ZULIA",1,1,0,0,0,0,1,NA,NA,NA
"4094",54313,2011,"NORTE DE SANTANDER","GRAMALOTE",0,0,0,0,0,0,0,NA,NA,NA
"4095",54344,2011,"NORTE DE SANTANDER","HACARI",1,1,1,0,1,0,1,NA,NA,NA
"4096",54347,2011,"NORTE DE SANTANDER","HERRAN",0,0,0,0,0,0,0,NA,NA,NA
"4097",54377,2011,"NORTE DE SANTANDER","LABATECA",0,0,0,0,0,0,0,NA,NA,NA
"4098",54385,2011,"NORTE DE SANTANDER","LA ESPERANZA",1,1,0,0,0,0,1,NA,NA,NA
"4099",54398,2011,"NORTE DE SANTANDER","LA PLAYA",0,0,0,0,0,0,0,NA,NA,NA
"4100",54405,2011,"NORTE DE SANTANDER","LOS PATIOS",1,1,1,1,1,0,1,NA,NA,NA
"4101",54418,2011,"NORTE DE SANTANDER","LOURDES",0,0,0,0,0,0,0,NA,NA,NA
"4102",54480,2011,"NORTE DE SANTANDER","MUTISCUA",0,0,0,0,0,0,0,NA,NA,NA
"4103",54498,2011,"NORTE DE SANTANDER","OCAÑA",1,1,1,0,1,0,1,NA,NA,NA
"4104",54518,2011,"NORTE DE SANTANDER","PAMPLONA",0,0,0,0,0,0,0,NA,NA,NA
"4105",54520,2011,"NORTE DE SANTANDER","PAMPLONITA",0,0,0,0,0,0,0,NA,NA,NA
"4106",54553,2011,"NORTE DE SANTANDER","PUERTO SANTANDER",1,1,1,0,1,0,1,NA,NA,NA
"4107",54599,2011,"NORTE DE SANTANDER","RAGONVALIA",1,1,0,0,0,0,1,NA,NA,NA
"4108",54660,2011,"NORTE DE SANTANDER","SALAZAR",0,0,0,0,0,0,0,NA,NA,NA
"4109",54670,2011,"NORTE DE SANTANDER","SAN CALIXTO",1,1,1,0,1,0,1,NA,NA,NA
"4110",54673,2011,"NORTE DE SANTANDER","SAN CAYETANO",0,0,0,0,0,0,0,NA,NA,NA
"4111",54680,2011,"NORTE DE SANTANDER","SANTIAGO",0,0,0,0,0,0,0,NA,NA,NA
"4112",54720,2011,"NORTE DE SANTANDER","SARDINATA",1,1,0,0,0,0,1,NA,NA,NA
"4113",54743,2011,"NORTE DE SANTANDER","SILOS",0,0,0,0,0,0,0,NA,NA,NA
"4114",54800,2011,"NORTE DE SANTANDER","TEORAMA",1,1,1,0,1,0,1,NA,NA,NA
"4115",54810,2011,"NORTE DE SANTANDER","TIBU",1,1,1,0,1,0,1,NA,NA,NA
"4116",54820,2011,"NORTE DE SANTANDER","TOLEDO",0,0,0,0,0,0,0,NA,NA,NA
"4117",54871,2011,"NORTE DE SANTANDER","VILLA CARO",0,0,0,0,0,0,0,NA,NA,NA
"4118",54874,2011,"NORTE DE SANTANDER","VILLA ROSARIO",1,1,1,1,1,0,1,NA,NA,NA
"4119",63001,2011,"QUINDIO","ARMENIA",1,1,0,0,0,0,1,NA,NA,NA
"4120",63111,2011,"QUINDIO","BUENAVISTA",0,0,0,0,0,0,0,NA,NA,NA
"4121",63130,2011,"QUINDIO","CALARCA",0,0,0,0,0,0,0,NA,NA,NA
"4122",63190,2011,"QUINDIO","CIRCASIA",1,0,0,1,0,0,1,NA,NA,NA
"4123",63212,2011,"QUINDIO","CORDOBA",0,0,0,0,0,0,0,NA,NA,NA
"4124",63272,2011,"QUINDIO","FILANDIA",0,0,0,0,0,0,0,NA,NA,NA
"4125",63302,2011,"QUINDIO","GENOVA",1,0,0,1,0,0,1,NA,NA,NA
"4126",63401,2011,"QUINDIO","LA TEBAIDA",1,1,0,0,0,0,1,NA,NA,NA
"4127",63470,2011,"QUINDIO","MONTENEGRO",1,1,0,0,0,0,1,NA,NA,NA
"4128",63548,2011,"QUINDIO","PIJAO",0,0,0,0,0,0,0,NA,NA,NA
"4129",63594,2011,"QUINDIO","QUIMBAYA",0,0,0,0,0,0,0,NA,NA,NA
"4130",63690,2011,"QUINDIO","SALENTO",0,0,0,0,0,0,0,NA,NA,NA
"4131",66001,2011,"RISARALDA","PEREIRA",1,1,0,1,1,1,1,NA,NA,NA
"4132",66045,2011,"RISARALDA","APIA",0,0,0,0,0,0,0,NA,NA,NA
"4133",66075,2011,"RISARALDA","BALBOA",0,0,0,0,0,0,0,NA,NA,NA
"4134",66088,2011,"RISARALDA","BELEN DE UMBRIA",0,0,0,0,0,0,0,NA,NA,NA
"4135",66170,2011,"RISARALDA","DOSQUEBRADAS",1,1,0,1,0,1,1,NA,NA,NA
"4136",66318,2011,"RISARALDA","GUATICA",0,0,0,0,0,0,0,NA,NA,NA
"4137",66383,2011,"RISARALDA","LA CELIA",0,0,0,0,0,0,0,NA,NA,NA
"4138",66400,2011,"RISARALDA","LA VIRGINIA",0,0,0,0,0,0,0,NA,NA,NA
"4139",66440,2011,"RISARALDA","MARSELLA",0,0,0,0,0,0,0,NA,NA,NA
"4140",66456,2011,"RISARALDA","MISTRATO",0,0,0,0,0,0,0,NA,NA,NA
"4141",66572,2011,"RISARALDA","PUEBLO RICO",0,0,0,0,0,0,0,NA,NA,NA
"4142",66594,2011,"RISARALDA","QUINCHIA",0,0,0,0,0,0,0,NA,NA,NA
"4143",66682,2011,"RISARALDA","SANTA ROSA DE CABAL",1,1,0,1,0,1,1,NA,NA,NA
"4144",66687,2011,"RISARALDA","SANTUARIO",0,0,0,1,0,0,1,NA,NA,NA
"4145",68001,2011,"SANTANDER","BUCARAMANGA",1,1,1,1,1,0,1,NA,NA,NA
"4146",68013,2011,"SANTANDER","AGUADA",0,0,0,0,0,0,0,NA,NA,NA
"4147",68020,2011,"SANTANDER","ALBANIA",0,0,0,0,0,0,0,NA,NA,NA
"4148",68051,2011,"SANTANDER","ARATOCA",0,0,0,0,0,0,0,NA,NA,NA
"4149",68077,2011,"SANTANDER","BARBOSA",0,0,0,0,0,0,0,NA,NA,NA
"4150",68079,2011,"SANTANDER","BARICHARA",0,0,0,0,0,0,0,NA,NA,NA
"4151",68081,2011,"SANTANDER","BARRANCABERMEJA",1,1,1,0,0,0,1,NA,NA,NA
"4152",68092,2011,"SANTANDER","BETULIA",0,0,0,0,0,0,0,NA,NA,NA
"4153",68101,2011,"SANTANDER","BOLIVAR",0,0,0,0,0,0,0,NA,NA,NA
"4154",68121,2011,"SANTANDER","CABRERA",0,0,0,0,0,0,0,NA,NA,NA
"4155",68132,2011,"SANTANDER","CALIFORNIA",0,0,0,0,0,0,0,NA,NA,NA
"4156",68147,2011,"SANTANDER","CAPITANEJO",0,0,0,0,0,0,0,NA,NA,NA
"4157",68152,2011,"SANTANDER","CARCASI",0,0,0,0,0,0,0,NA,NA,NA
"4158",68160,2011,"SANTANDER","CEPITA",0,0,0,0,0,0,0,NA,NA,NA
"4159",68162,2011,"SANTANDER","CERRITO",0,0,0,0,0,0,0,NA,NA,NA
"4160",68167,2011,"SANTANDER","CHARALA",0,0,0,0,0,0,0,NA,NA,NA
"4161",68169,2011,"SANTANDER","CHARTA",0,0,0,0,0,0,0,NA,NA,NA
"4162",68176,2011,"SANTANDER","CHIMA",0,0,0,0,0,0,0,NA,NA,NA
"4163",68179,2011,"SANTANDER","CHIPATA",0,0,0,0,0,0,0,NA,NA,NA
"4164",68190,2011,"SANTANDER","CIMITARRA",1,1,1,0,0,0,1,NA,NA,NA
"4165",68207,2011,"SANTANDER","CONCEPCION",0,0,0,0,0,0,0,NA,NA,NA
"4166",68209,2011,"SANTANDER","CONFINES",0,0,0,0,0,0,0,NA,NA,NA
"4167",68211,2011,"SANTANDER","CONTRATACION",0,0,0,0,0,0,0,NA,NA,NA
"4168",68217,2011,"SANTANDER","COROMORO",0,0,0,0,0,0,0,NA,NA,NA
"4169",68229,2011,"SANTANDER","CURITI",0,0,0,0,0,0,0,NA,NA,NA
"4170",68235,2011,"SANTANDER","EL CARMEN",0,0,0,0,0,0,0,NA,NA,NA
"4171",68245,2011,"SANTANDER","GUACAMAYO",0,0,0,0,0,0,0,NA,NA,NA
"4172",68250,2011,"SANTANDER","EL PENON",0,0,0,0,0,0,0,NA,NA,NA
"4173",68255,2011,"SANTANDER","EL PLAYON",0,0,0,0,0,0,0,NA,NA,NA
"4174",68264,2011,"SANTANDER","ENCINO",0,0,0,0,0,0,0,NA,NA,NA
"4175",68266,2011,"SANTANDER","ENCISO",0,0,0,0,0,0,0,NA,NA,NA
"4176",68271,2011,"SANTANDER","FLORIAN",0,0,0,0,0,0,0,NA,NA,NA
"4177",68276,2011,"SANTANDER","FLORIDABLANCA",1,1,1,1,0,0,1,NA,NA,NA
"4178",68296,2011,"SANTANDER","GALAN",0,0,0,0,0,0,0,NA,NA,NA
"4179",68298,2011,"SANTANDER","GAMBITA",0,0,0,0,0,0,0,NA,NA,NA
"4180",68307,2011,"SANTANDER","GIRON",1,1,0,1,0,0,1,NA,NA,NA
"4181",68318,2011,"SANTANDER","GUACA",0,0,0,0,0,0,0,NA,NA,NA
"4182",68320,2011,"SANTANDER","GUADALUPE",0,0,0,0,0,0,0,NA,NA,NA
"4183",68322,2011,"SANTANDER","GUAPOTA",0,0,0,0,0,0,0,NA,NA,NA
"4184",68324,2011,"SANTANDER","GUAVATA",0,0,0,0,0,0,0,NA,NA,NA
"4185",68327,2011,"SANTANDER","GUEPSA",0,0,0,0,0,0,0,NA,NA,NA
"4186",68344,2011,"SANTANDER","HATO",0,0,0,0,0,0,0,NA,NA,NA
"4187",68368,2011,"SANTANDER","JESUS MARIA",0,0,0,0,0,0,0,NA,NA,NA
"4188",68370,2011,"SANTANDER","JORDAN",0,0,0,0,0,0,0,NA,NA,NA
"4189",68377,2011,"SANTANDER","LA BELLEZA",0,0,0,0,0,0,0,NA,NA,NA
"4190",68385,2011,"SANTANDER","LANDAZURI",0,0,0,0,0,0,0,NA,NA,NA
"4191",68397,2011,"SANTANDER","LA PAZ",0,0,0,0,0,0,0,NA,NA,NA
"4192",68406,2011,"SANTANDER","LEBRIJA",0,0,0,0,0,0,0,NA,NA,NA
"4193",68418,2011,"SANTANDER","LOS SANTOS",0,0,0,0,0,0,0,NA,NA,NA
"4194",68425,2011,"SANTANDER","MACARAVITA",0,0,0,0,0,0,0,NA,NA,NA
"4195",68432,2011,"SANTANDER","MALAGA",0,0,0,0,0,0,0,NA,NA,NA
"4196",68444,2011,"SANTANDER","MATANZA",0,0,0,0,0,0,0,NA,NA,NA
"4197",68464,2011,"SANTANDER","MOGOTES",0,0,0,0,0,0,0,NA,NA,NA
"4198",68468,2011,"SANTANDER","MOLAGAVITA",0,0,0,0,0,0,0,NA,NA,NA
"4199",68498,2011,"SANTANDER","OCAMONTE",0,0,0,0,0,0,0,NA,NA,NA
"4200",68500,2011,"SANTANDER","OIBA",0,0,0,0,0,0,0,NA,NA,NA
"4201",68502,2011,"SANTANDER","ONZAGA",0,0,0,0,0,0,0,NA,NA,NA
"4202",68522,2011,"SANTANDER","PALMAR",0,0,0,0,0,0,0,NA,NA,NA
"4203",68524,2011,"SANTANDER","PALMAS DEL SOCORRO",0,0,0,0,0,0,0,NA,NA,NA
"4204",68533,2011,"SANTANDER","PARAMO",0,0,0,0,0,0,0,NA,NA,NA
"4205",68547,2011,"SANTANDER","PIEDECUESTA",1,1,0,0,0,0,1,NA,NA,NA
"4206",68549,2011,"SANTANDER","PINCHOTE",0,0,0,0,0,0,0,NA,NA,NA
"4207",68572,2011,"SANTANDER","PUENTE NACIONAL",0,0,0,0,0,0,0,NA,NA,NA
"4208",68573,2011,"SANTANDER","PUERTO PARRA",0,0,0,0,0,0,0,NA,NA,NA
"4209",68575,2011,"SANTANDER","PUERTO WILCHES",1,1,1,0,0,0,1,NA,NA,NA
"4210",68615,2011,"SANTANDER","RIONEGRO",1,1,0,0,0,0,1,NA,NA,NA
"4211",68655,2011,"SANTANDER","SABANA DE TORRES",1,1,0,0,0,0,1,NA,NA,NA
"4212",68669,2011,"SANTANDER","SAN ANDRES",0,0,0,0,0,0,0,NA,NA,NA
"4213",68673,2011,"SANTANDER","SAN BENITO",0,0,0,0,0,0,0,NA,NA,NA
"4214",68679,2011,"SANTANDER","SAN GIL",0,0,0,0,0,0,0,NA,NA,NA
"4215",68682,2011,"SANTANDER","SAN JOAQUIN",0,0,0,0,0,0,0,NA,NA,NA
"4216",68684,2011,"SANTANDER","SAN JOSE MIRANDA",0,0,0,0,0,0,0,NA,NA,NA
"4217",68686,2011,"SANTANDER","SAN MIGUEL",0,0,0,0,0,0,0,NA,NA,NA
"4218",68689,2011,"SANTANDER","SAN VICENTE CHUCURI",1,1,0,0,0,0,1,NA,NA,NA
"4219",68705,2011,"SANTANDER","SANTA BARBARA",0,0,0,0,0,0,0,NA,NA,NA
"4220",68720,2011,"SANTANDER","SANTA HELENA",1,1,0,0,0,0,1,NA,NA,NA
"4221",68745,2011,"SANTANDER","SIMACOTA",0,0,0,0,0,0,0,NA,NA,NA
"4222",68755,2011,"SANTANDER","SOCORRO",0,0,0,0,0,0,0,NA,NA,NA
"4223",68770,2011,"SANTANDER","SUAITA",0,0,0,0,0,0,0,NA,NA,NA
"4224",68773,2011,"SANTANDER","SUCRE",0,0,0,0,0,0,0,NA,NA,NA
"4225",68780,2011,"SANTANDER","SURATA",0,0,0,0,0,0,0,NA,NA,NA
"4226",68820,2011,"SANTANDER","TONA",0,0,0,0,0,0,0,NA,NA,NA
"4227",68855,2011,"SANTANDER","VALLE SAN JOSE",0,0,0,0,0,0,0,NA,NA,NA
"4228",68861,2011,"SANTANDER","VELEZ",0,0,0,0,0,0,0,NA,NA,NA
"4229",68867,2011,"SANTANDER","VETAS",0,0,0,0,0,0,0,NA,NA,NA
"4230",68872,2011,"SANTANDER","VILLANUEVA",0,0,0,0,0,0,0,NA,NA,NA
"4231",68895,2011,"SANTANDER","ZAPATOCA",0,0,0,0,0,0,0,NA,NA,NA
"4232",70001,2011,"SUCRE","SINCELEJO",1,1,1,1,1,0,1,NA,NA,NA
"4233",70110,2011,"SUCRE","BUENAVISTA",0,0,0,0,0,0,0,NA,NA,NA
"4234",70124,2011,"SUCRE","CAIMITO",1,0,1,0,0,0,1,NA,NA,NA
"4235",70204,2011,"SUCRE","COLOSO",0,0,0,0,0,0,0,NA,NA,NA
"4236",70215,2011,"SUCRE","COROZAL",1,1,1,0,0,0,1,NA,NA,NA
"4237",70221,2011,"SUCRE","COVEÑAS",1,1,1,1,1,0,1,NA,NA,NA
"4238",70230,2011,"SUCRE","CHALAN",0,0,0,0,0,0,0,NA,NA,NA
"4239",70233,2011,"SUCRE","EL ROBLE",0,0,0,0,0,0,0,NA,NA,NA
"4240",70235,2011,"SUCRE","GALERAS",0,0,0,0,0,0,0,NA,NA,NA
"4241",70265,2011,"SUCRE","GUARANDA",1,0,1,1,0,0,1,NA,NA,NA
"4242",70400,2011,"SUCRE","LA UNION",1,0,1,0,0,0,1,NA,NA,NA
"4243",70418,2011,"SUCRE","LOS PALMITOS",0,0,0,0,0,0,0,NA,NA,NA
"4244",70429,2011,"SUCRE","MAJAGUAL",1,0,1,0,0,0,1,NA,NA,NA
"4245",70473,2011,"SUCRE","MORROA",0,0,0,0,0,0,0,NA,NA,NA
"4246",70508,2011,"SUCRE","OVEJAS",1,0,1,1,0,0,1,NA,NA,NA
"4247",70523,2011,"SUCRE","PALMITO",1,1,1,0,1,0,1,NA,NA,NA
"4248",70670,2011,"SUCRE","SAMPUES",1,0,1,0,0,0,1,NA,NA,NA
"4249",70678,2011,"SUCRE","SAN BENITO ABAD",1,1,1,0,0,0,1,NA,NA,NA
"4250",70702,2011,"SUCRE","SAN JUAN BETULIA",0,0,0,0,0,0,0,NA,NA,NA
"4251",70708,2011,"SUCRE","SAN MARCOS",1,0,1,0,0,0,1,NA,NA,NA
"4252",70713,2011,"SUCRE","SAN ONOFRE",1,1,1,1,1,0,1,NA,NA,NA
"4253",70717,2011,"SUCRE","SAN PEDRO",1,0,1,0,0,0,1,NA,NA,NA
"4254",70742,2011,"SUCRE","SINCE",1,1,1,0,1,0,1,NA,NA,NA
"4255",70771,2011,"SUCRE","SUCRE",0,0,0,0,0,0,0,NA,NA,NA
"4256",70820,2011,"SUCRE","TOLU",1,1,1,1,1,0,1,NA,NA,NA
"4257",70823,2011,"SUCRE","TOLUVIEJO",1,1,1,0,1,0,1,NA,NA,NA
"4258",73001,2011,"TOLIMA","IBAGUE",1,1,0,0,0,0,1,NA,NA,NA
"4259",73024,2011,"TOLIMA","ALPUJARRA",0,0,0,0,0,0,0,NA,NA,NA
"4260",73026,2011,"TOLIMA","ALVARADO",0,0,0,0,0,0,0,NA,NA,NA
"4261",73030,2011,"TOLIMA","AMBALEMA",0,0,0,0,0,0,0,NA,NA,NA
"4262",73043,2011,"TOLIMA","ANZOATEGUI",0,0,0,0,0,0,0,NA,NA,NA
"4263",73055,2011,"TOLIMA","GUAYABAL",0,0,0,0,0,0,0,NA,NA,NA
"4264",73067,2011,"TOLIMA","ATACO",0,0,0,0,0,0,0,NA,NA,NA
"4265",73124,2011,"TOLIMA","CAJAMARCA",0,0,0,0,0,0,0,NA,NA,NA
"4266",73148,2011,"TOLIMA","CARMEN DE APICALA",0,0,0,0,0,0,0,NA,NA,NA
"4267",73152,2011,"TOLIMA","CASABIANCA",0,0,0,0,0,0,0,NA,NA,NA
"4268",73168,2011,"TOLIMA","CHAPARRAL",0,0,0,0,0,0,0,NA,NA,NA
"4269",73200,2011,"TOLIMA","COELLO",0,0,0,0,0,0,0,NA,NA,NA
"4270",73217,2011,"TOLIMA","COYAIMA",0,0,0,0,0,0,0,NA,NA,NA
"4271",73226,2011,"TOLIMA","CUNDAY",0,0,0,0,0,0,0,NA,NA,NA
"4272",73236,2011,"TOLIMA","DOLORES",0,0,0,0,0,0,0,NA,NA,NA
"4273",73268,2011,"TOLIMA","ESPINAL",0,0,0,0,0,0,0,NA,NA,NA
"4274",73270,2011,"TOLIMA","FALAN",0,0,0,0,0,0,0,NA,NA,NA
"4275",73275,2011,"TOLIMA","FLANDES",0,0,0,0,0,0,0,NA,NA,NA
"4276",73283,2011,"TOLIMA","FRESNO",0,0,0,0,0,0,0,NA,NA,NA
"4277",73319,2011,"TOLIMA","GUAMO",0,0,0,0,0,0,0,NA,NA,NA
"4278",73347,2011,"TOLIMA","HERVEO",0,0,0,0,0,0,0,NA,NA,NA
"4279",73349,2011,"TOLIMA","HONDA",0,0,0,0,0,0,0,NA,NA,NA
"4280",73352,2011,"TOLIMA","ICONONZO",0,0,0,0,0,0,0,NA,NA,NA
"4281",73408,2011,"TOLIMA","LERIDA",0,0,0,0,0,0,0,NA,NA,NA
"4282",73411,2011,"TOLIMA","LIBANO",0,0,0,0,0,0,0,NA,NA,NA
"4283",73443,2011,"TOLIMA","MARIQUITA",0,0,0,0,0,0,0,NA,NA,NA
"4284",73449,2011,"TOLIMA","MELGAR",1,0,1,0,1,0,1,NA,NA,NA
"4285",73461,2011,"TOLIMA","MURILLO",0,0,0,0,0,0,0,NA,NA,NA
"4286",73483,2011,"TOLIMA","NATAGAIMA",0,0,0,0,0,0,0,NA,NA,NA
"4287",73504,2011,"TOLIMA","ORTEGA",0,0,0,0,0,0,0,NA,NA,NA
"4288",73520,2011,"TOLIMA","PALOCABILDO",0,0,0,0,0,0,0,NA,NA,NA
"4289",73547,2011,"TOLIMA","PIEDRAS",0,0,0,0,0,0,0,NA,NA,NA
"4290",73555,2011,"TOLIMA","PLANADAS",0,0,0,0,0,0,0,NA,NA,NA
"4291",73563,2011,"TOLIMA","PRADO",0,0,0,0,0,0,0,NA,NA,NA
"4292",73585,2011,"TOLIMA","PURIFICACION",0,0,0,0,0,0,0,NA,NA,NA
"4293",73616,2011,"TOLIMA","RIOBLANCO",0,0,0,0,0,0,0,NA,NA,NA
"4294",73622,2011,"TOLIMA","RONCESVALLES",0,0,0,0,0,0,0,NA,NA,NA
"4295",73624,2011,"TOLIMA","ROVIRA",0,0,0,0,0,0,0,NA,NA,NA
"4296",73671,2011,"TOLIMA","SALDAÐA",0,0,0,0,0,0,0,NA,NA,NA
"4297",73675,2011,"TOLIMA","SAN ANTONIO",0,0,0,0,0,0,0,NA,NA,NA
"4298",73678,2011,"TOLIMA","SAN LUIS",0,0,0,0,0,0,0,NA,NA,NA
"4299",73686,2011,"TOLIMA","SANTA ISABEL",0,0,0,0,0,0,0,NA,NA,NA
"4300",73770,2011,"TOLIMA","SUAREZ",0,0,0,0,0,0,0,NA,NA,NA
"4301",73854,2011,"TOLIMA","VALLE DE S.JUAN",0,0,0,0,0,0,0,NA,NA,NA
"4302",73861,2011,"TOLIMA","VENADILLO",0,0,0,0,0,0,0,NA,NA,NA
"4303",73870,2011,"TOLIMA","VILLA HERMOSA",0,0,0,0,0,0,0,NA,NA,NA
"4304",73873,2011,"TOLIMA","VILLARRICA",0,0,0,0,0,0,0,NA,NA,NA
"4305",76001,2011,"VALLE DEL CAUCA","CALI",1,1,1,1,0,0,1,NA,NA,NA
"4306",76020,2011,"VALLE DEL CAUCA","ALCALA",0,0,0,0,0,0,0,NA,NA,NA
"4307",76036,2011,"VALLE DEL CAUCA","ANDALUCIA",1,1,0,0,0,0,1,NA,NA,NA
"4308",76041,2011,"VALLE DEL CAUCA","ANSERMANUEVO",0,0,0,0,0,0,0,NA,NA,NA
"4309",76054,2011,"VALLE DEL CAUCA","ARGELIA",0,0,0,0,0,0,0,NA,NA,NA
"4310",76100,2011,"VALLE DEL CAUCA","BOLIVAR",1,1,1,0,0,0,1,NA,NA,NA
"4311",76109,2011,"VALLE DEL CAUCA","BUENAVENTURA",1,1,0,1,0,0,1,NA,NA,NA
"4312",76111,2011,"VALLE DEL CAUCA","BUGA",1,1,0,0,0,0,1,NA,NA,NA
"4313",76113,2011,"VALLE DEL CAUCA","BUGALAGRANDE",0,0,0,0,0,0,0,NA,NA,NA
"4314",76122,2011,"VALLE DEL CAUCA","CAICEDONIA",0,0,0,0,0,0,0,NA,NA,NA
"4315",76126,2011,"VALLE DEL CAUCA","CALIMA-DARIEN",1,1,0,0,0,0,1,NA,NA,NA
"4316",76130,2011,"VALLE DEL CAUCA","CANDELARIA",0,0,0,0,0,0,0,NA,NA,NA
"4317",76147,2011,"VALLE DEL CAUCA","CARTAGO",1,1,0,0,0,1,1,NA,NA,NA
"4318",76233,2011,"VALLE DEL CAUCA","DAGUA",1,1,0,0,0,0,1,NA,NA,NA
"4319",76243,2011,"VALLE DEL CAUCA","EL AGUILA",0,0,0,0,0,0,0,NA,NA,NA
"4320",76246,2011,"VALLE DEL CAUCA","EL CAIRO",0,0,0,0,0,0,0,NA,NA,NA
"4321",76248,2011,"VALLE DEL CAUCA","EL CERRITO",0,0,0,0,0,0,0,NA,NA,NA
"4322",76250,2011,"VALLE DEL CAUCA","EL DOVIO",1,1,1,0,0,1,1,NA,NA,NA
"4323",76275,2011,"VALLE DEL CAUCA","FLORIDA",1,1,0,1,0,0,1,NA,NA,NA
"4324",76306,2011,"VALLE DEL CAUCA","GINEBRA",0,0,0,0,0,0,0,NA,NA,NA
"4325",76318,2011,"VALLE DEL CAUCA","GUACARI",0,0,0,0,0,0,0,NA,NA,NA
"4326",76364,2011,"VALLE DEL CAUCA","JAMUNDI",1,1,0,0,0,0,1,NA,NA,NA
"4327",76377,2011,"VALLE DEL CAUCA","LA CUMBRE",0,0,0,0,0,0,0,NA,NA,NA
"4328",76400,2011,"VALLE DEL CAUCA","LA UNION",1,1,0,0,0,1,1,NA,NA,NA
"4329",76403,2011,"VALLE DEL CAUCA","LA VICTORIA",1,0,0,0,0,1,1,NA,NA,NA
"4330",76497,2011,"VALLE DEL CAUCA","OBANDO",1,0,1,0,0,0,1,NA,NA,NA
"4331",76520,2011,"VALLE DEL CAUCA","PALMIRA",1,1,0,0,0,0,1,NA,NA,NA
"4332",76563,2011,"VALLE DEL CAUCA","PRADERA",1,1,0,1,0,0,1,NA,NA,NA
"4333",76606,2011,"VALLE DEL CAUCA","RESTREPO",0,0,0,0,0,0,0,NA,NA,NA
"4334",76616,2011,"VALLE DEL CAUCA","RIOFRIO",1,1,0,0,0,0,1,NA,NA,NA
"4335",76622,2011,"VALLE DEL CAUCA","ROLDANILLO",1,1,0,0,0,1,1,NA,NA,NA
"4336",76670,2011,"VALLE DEL CAUCA","SAN PEDRO",0,0,0,0,0,0,0,NA,NA,NA
"4337",76736,2011,"VALLE DEL CAUCA","SEVILLA",1,1,0,0,0,0,1,NA,NA,NA
"4338",76823,2011,"VALLE DEL CAUCA","TORO",0,0,0,0,0,1,1,NA,NA,NA
"4339",76828,2011,"VALLE DEL CAUCA","TRUJILLO",1,1,0,0,0,0,1,NA,NA,NA
"4340",76834,2011,"VALLE DEL CAUCA","TULUA",1,1,1,0,0,0,1,NA,NA,NA
"4341",76845,2011,"VALLE DEL CAUCA","ULLOA",0,0,0,0,0,0,0,NA,NA,NA
"4342",76863,2011,"VALLE DEL CAUCA","VERSALLES",1,1,0,0,0,1,1,NA,NA,NA
"4343",76869,2011,"VALLE DEL CAUCA","VIJES",0,0,0,0,0,0,0,NA,NA,NA
"4344",76890,2011,"VALLE DEL CAUCA","YOTOCO",1,1,0,0,0,0,1,NA,NA,NA
"4345",76892,2011,"VALLE DEL CAUCA","YUMBO",1,1,0,0,0,0,1,NA,NA,NA
"4346",76895,2011,"VALLE DEL CAUCA","ZARZAL",1,1,0,0,0,1,1,NA,NA,NA
"4347",81001,2011,"ARAUCA","ARAUCA",1,0,0,1,0,0,1,NA,NA,NA
"4348",81065,2011,"ARAUCA","ARAUQUITA",1,0,0,1,0,0,1,NA,NA,NA
"4349",81220,2011,"ARAUCA","CRAVO NORTE",1,0,0,1,0,0,1,NA,NA,NA
"4350",81300,2011,"ARAUCA","FORTUL",1,0,0,1,0,0,1,NA,NA,NA
"4351",81591,2011,"ARAUCA","PUERTO RONDON",0,0,0,0,0,0,0,NA,NA,NA
"4352",81736,2011,"ARAUCA","SARAVENA",1,0,0,1,0,0,1,NA,NA,NA
"4353",81794,2011,"ARAUCA","TAME",1,0,0,1,0,0,1,NA,NA,NA
"4354",85001,2011,"CASANARE","YOPAL",0,0,0,0,0,0,0,NA,NA,NA
"4355",85010,2011,"CASANARE","AGUAZUL",0,0,0,0,0,1,1,NA,NA,NA
"4356",85015,2011,"CASANARE","CHAMEZA",0,0,0,0,0,0,0,NA,NA,NA
"4357",85125,2011,"CASANARE","HATO COROZAL",0,0,0,0,0,0,0,NA,NA,NA
"4358",85136,2011,"CASANARE","LA SALINA",0,0,0,0,0,0,0,NA,NA,NA
"4359",85139,2011,"CASANARE","MANI",0,0,0,0,0,1,1,NA,NA,NA
"4360",85162,2011,"CASANARE","MONTERREY",0,0,0,0,0,1,1,NA,NA,NA
"4361",85225,2011,"CASANARE","NUNCHIA",0,0,0,0,0,0,0,NA,NA,NA
"4362",85230,2011,"CASANARE","OROCUE",0,0,0,0,0,0,0,NA,NA,NA
"4363",85250,2011,"CASANARE","PAZ DE ARIPORO",0,0,0,1,0,0,1,NA,NA,NA
"4364",85263,2011,"CASANARE","PORE",0,0,0,0,0,0,0,NA,NA,NA
"4365",85279,2011,"CASANARE","RECETOR",0,0,0,0,0,0,0,NA,NA,NA
"4366",85300,2011,"CASANARE","SABANALARGA",0,0,0,0,0,0,0,NA,NA,NA
"4367",85315,2011,"CASANARE","SACAMA",0,0,0,0,0,0,0,NA,NA,NA
