"","mun","year","AUC","FARC","Paramilitaries","Guerrilla"
"7046",5887,1994,NA,1,1,1
"7047",5890,1994,NA,1,1,1
"7048",5893,1994,NA,1,1,1
"7049",5895,1994,NA,0,1,1
"7050",8001,1994,NA,0,1,1
"7051",8078,1994,NA,1,0,1
"7052",8137,1994,NA,1,0,1
"7053",8141,1994,NA,0,0,0
"7054",8296,1994,NA,0,1,0
"7055",8372,1994,NA,0,0,0
"7056",8421,1994,NA,0,0,0
"7057",8433,1994,NA,0,1,0
"7058",8436,1994,NA,0,0,0
"7059",8520,1994,NA,0,0,0
"7060",8549,1994,NA,0,0,0
"7061",8558,1994,NA,0,0,0
"7062",8560,1994,NA,0,1,0
"7063",8573,1994,NA,0,0,0
"7064",8606,1994,NA,0,0,0
"7065",8634,1994,NA,0,0,0
"7066",8638,1994,NA,0,1,0
"7067",8675,1994,NA,0,0,0
"7068",8685,1994,NA,0,0,0
"7069",8758,1994,NA,0,0,0
"7070",8770,1994,NA,0,0,1
"7071",8832,1994,NA,0,0,0
"7072",8849,1994,NA,0,1,0
"7073",11001,1994,NA,1,1,1
"7074",13001,1994,NA,0,1,1
"7075",13006,1994,NA,1,1,1
"7076",13030,1994,NA,0,0,0
"7077",13042,1994,NA,0,0,0
"7078",13052,1994,NA,0,1,0
"7079",13062,1994,NA,0,0,0
"7080",13074,1994,NA,1,0,1
"7081",13140,1994,NA,1,0,1
"7082",13160,1994,NA,0,0,0
"7083",13188,1994,NA,0,0,0
"7084",13212,1994,NA,0,0,0
"7085",13222,1994,NA,0,0,0
"7086",13244,1994,NA,1,1,1
"7087",13248,1994,NA,0,0,0
"7088",13268,1994,NA,0,0,0
"7089",13300,1994,NA,0,0,0
"7090",13430,1994,NA,1,1,1
"7091",13433,1994,NA,0,0,0
"7092",13440,1994,NA,0,0,0
"7093",13442,1994,NA,1,0,1
"7094",13458,1994,NA,0,0,0
"7095",13468,1994,NA,0,1,0
"7096",13473,1994,NA,1,1,1
"7097",13490,1994,NA,0,0,0
"7098",13549,1994,NA,1,0,1
"7099",13580,1994,NA,0,0,0
"7100",13600,1994,NA,1,0,1
"7101",13620,1994,NA,0,0,0
"7102",13647,1994,NA,0,0,0
"7103",13650,1994,NA,0,0,0
"7104",13654,1994,NA,1,0,1
"7105",13655,1994,NA,0,0,0
"7106",13657,1994,NA,0,0,0
"7107",13667,1994,NA,0,1,1
"7108",13670,1994,NA,1,1,1
"7109",13673,1994,NA,0,0,0
"7110",13683,1994,NA,0,0,1
"7111",13688,1994,NA,0,0,0
"7112",13744,1994,NA,0,0,1
"7113",13760,1994,NA,0,0,0
"7114",13780,1994,NA,1,0,1
"7115",13810,1994,NA,0,0,0
"7116",13836,1994,NA,0,0,0
"7117",13838,1994,NA,0,0,0
"7118",13873,1994,NA,0,0,0
"7119",13894,1994,NA,0,0,0
"7120",13989,1994,NA,0,0,0
"7121",13990,1994,NA,0,0,0
"7122",13991,1994,NA,0,0,0
"7123",13992,1994,NA,0,0,0
"7124",13993,1994,NA,0,0,0
"7125",13994,1994,NA,0,0,0
"7126",13995,1994,NA,0,0,0
"7127",13996,1994,NA,0,0,0
"7128",13997,1994,NA,0,0,0
"7129",13998,1994,NA,0,0,0
"7130",13999,1994,NA,0,0,0
"7131",15001,1994,NA,0,0,0
"7132",15022,1994,NA,0,0,0
"7133",15047,1994,NA,1,0,1
"7134",15051,1994,NA,0,0,0
"7135",15087,1994,NA,0,0,0
"7136",15090,1994,NA,0,0,0
"7137",15092,1994,NA,0,0,0
"7138",15097,1994,NA,1,0,1
"7139",15104,1994,NA,0,0,0
"7140",15106,1994,NA,0,0,0
"7141",15109,1994,NA,0,0,0
"7142",15114,1994,NA,0,0,0
"7143",15131,1994,NA,0,0,0
"7144",15135,1994,NA,0,0,0
"7145",15162,1994,NA,0,0,0
"7146",15172,1994,NA,0,0,0
"7147",15176,1994,NA,0,1,0
"7148",15180,1994,NA,0,0,1
"7149",15183,1994,NA,0,0,1
"7150",15185,1994,NA,0,0,0
"7151",15187,1994,NA,0,0,0
"7152",15189,1994,NA,0,0,0
"7153",15204,1994,NA,0,0,0
"7154",15212,1994,NA,0,0,0
"7155",15215,1994,NA,0,0,0
"7156",15218,1994,NA,0,0,0
"7157",15223,1994,NA,1,0,1
"7158",15224,1994,NA,0,0,0
"7159",15226,1994,NA,0,0,0
"7160",15232,1994,NA,0,0,0
"7161",15236,1994,NA,0,0,0
"7162",15238,1994,NA,0,0,0
"7163",15244,1994,NA,0,1,0
"7164",15248,1994,NA,0,0,1
"7165",15272,1994,NA,0,0,0
"7166",15276,1994,NA,0,0,0
"7167",15293,1994,NA,0,0,0
"7168",15296,1994,NA,0,0,0
"7169",15299,1994,NA,0,0,0
"7170",15317,1994,NA,0,0,0
"7171",15322,1994,NA,0,0,0
"7172",15325,1994,NA,0,0,0
"7173",15332,1994,NA,0,0,0
"7174",15362,1994,NA,0,0,0
"7175",15367,1994,NA,0,1,0
"7176",15368,1994,NA,0,0,0
"7177",15377,1994,NA,1,0,1
"7178",15380,1994,NA,0,0,0
"7179",15401,1994,NA,0,0,0
"7180",15403,1994,NA,0,0,0
"7181",15407,1994,NA,0,0,0
"7182",15425,1994,NA,0,0,0
"7183",15442,1994,NA,0,0,0
"7184",15455,1994,NA,0,0,0
"7185",15464,1994,NA,0,0,0
"7186",15466,1994,NA,0,0,0
"7187",15469,1994,NA,0,1,0
"7188",15476,1994,NA,0,1,0
"7189",15480,1994,NA,0,0,0
"7190",15491,1994,NA,0,0,0
"7191",15494,1994,NA,0,0,0
"7192",15500,1994,NA,0,0,0
"7193",15507,1994,NA,0,0,0
"7194",15511,1994,NA,0,0,0
"7195",15514,1994,NA,0,0,0
"7196",15516,1994,NA,0,0,0
"7197",15518,1994,NA,1,0,1
"7198",15522,1994,NA,0,0,0
"7199",15531,1994,NA,1,1,1
"7200",15533,1994,NA,0,0,0
"7201",15537,1994,NA,0,0,0
"7202",15542,1994,NA,0,0,0
"7203",15550,1994,NA,0,0,0
"7204",15550,1994,NA,0,0,0
"7205",15550,1994,NA,0,0,0
"7206",15572,1994,NA,1,1,1
"7207",15580,1994,NA,0,0,0
"7208",15599,1994,NA,0,0,0
"7209",15600,1994,NA,0,0,0
"7210",15621,1994,NA,0,0,0
"7211",15632,1994,NA,0,0,0
"7212",15638,1994,NA,0,0,0
"7213",15646,1994,NA,0,0,0
"7214",15660,1994,NA,0,0,0
"7215",15664,1994,NA,0,0,0
"7216",15667,1994,NA,0,0,0
"7217",15673,1994,NA,0,0,1
"7218",15676,1994,NA,0,0,0
"7219",15681,1994,NA,0,0,0
"7220",15686,1994,NA,0,1,0
"7221",15690,1994,NA,0,0,0
"7222",15693,1994,NA,0,0,0
"7223",15696,1994,NA,0,0,0
"7224",15720,1994,NA,0,0,0
"7225",15723,1994,NA,0,0,0
"7226",15740,1994,NA,0,1,0
"7227",15753,1994,NA,0,0,0
"7228",15755,1994,NA,1,0,1
"7229",15757,1994,NA,0,0,0
"7230",15759,1994,NA,1,1,1
"7231",15761,1994,NA,0,0,0
"7232",15762,1994,NA,0,0,0
"7233",15763,1994,NA,0,0,0
"7234",15764,1994,NA,0,0,0
"7235",15774,1994,NA,0,0,0
"7236",15776,1994,NA,1,0,1
"7237",15778,1994,NA,0,0,0
"7238",15790,1994,NA,1,0,1
"7239",15798,1994,NA,0,1,0
"7240",15804,1994,NA,0,0,0
"7241",15806,1994,NA,0,0,0
"7242",15808,1994,NA,0,0,0
"7243",15810,1994,NA,0,0,1
"7244",15814,1994,NA,0,0,0
"7245",15816,1994,NA,0,0,0
"7246",15820,1994,NA,0,0,0
"7247",15822,1994,NA,1,0,1
"7248",15832,1994,NA,0,0,0
"7249",15835,1994,NA,0,0,0
"7250",15837,1994,NA,0,0,0
"7251",15839,1994,NA,0,0,0
"7252",15842,1994,NA,0,0,0
"7253",15861,1994,NA,0,0,0
"7254",15879,1994,NA,0,0,0
"7255",15897,1994,NA,0,0,0
"7256",17001,1994,NA,0,1,0
"7257",17013,1994,NA,1,1,1
"7258",17042,1994,NA,1,1,1
"7259",17050,1994,NA,0,0,0
"7260",17088,1994,NA,0,0,0
"7261",17174,1994,NA,0,1,0
"7262",17272,1994,NA,0,1,1
"7263",17380,1994,NA,0,1,0
"7264",17388,1994,NA,1,0,1
"7265",17433,1994,NA,0,0,0
"7266",17442,1994,NA,1,1,1
"7267",17444,1994,NA,0,0,0
"7268",17446,1994,NA,0,1,0
"7269",17486,1994,NA,0,0,0
"7270",17495,1994,NA,0,0,0
"7271",17513,1994,NA,1,1,1
"7272",17524,1994,NA,0,1,0
"7273",17541,1994,NA,0,1,0
"7274",17614,1994,NA,1,1,1
"7275",17616,1994,NA,0,1,0
"7276",17653,1994,NA,0,0,0
"7277",17662,1994,NA,0,1,0
"7278",17665,1994,NA,0,0,0
"7279",17777,1994,NA,0,0,0
"7280",17867,1994,NA,0,1,0
"7281",17873,1994,NA,0,0,0
"7282",17877,1994,NA,0,0,0
"7283",18001,1994,NA,1,1,1
"7284",18029,1994,NA,0,1,0
"7285",18094,1994,NA,0,0,0
"7286",18150,1994,NA,1,0,1
"7287",18205,1994,NA,0,0,0
"7288",18247,1994,NA,1,1,1
"7289",18256,1994,NA,0,0,0
"7290",18410,1994,NA,1,0,1
"7291",18460,1994,NA,1,0,1
"7292",18479,1994,NA,1,0,1
"7293",18592,1994,NA,1,1,1
"7294",18610,1994,NA,0,0,0
"7295",18753,1994,NA,1,1,1
"7296",18756,1994,NA,0,0,0
"7297",18765,1994,NA,0,0,0
"7298",18785,1994,NA,0,0,0
"7299",18860,1994,NA,0,0,0
"7300",19001,1994,NA,0,1,0
"7301",19022,1994,NA,0,0,0
"7302",19050,1994,NA,0,0,1
"7303",19075,1994,NA,1,0,1
"7304",19100,1994,NA,0,1,1
"7305",19110,1994,NA,1,0,1
"7306",19130,1994,NA,1,1,1
"7307",19137,1994,NA,1,0,1
"7308",19142,1994,NA,1,0,1
"7309",19212,1994,NA,0,0,0
"7310",19256,1994,NA,1,1,1
"7311",19290,1994,NA,0,0,0
"7312",19300,1994,NA,0,0,0
"7313",19318,1994,NA,0,0,0
"7314",19355,1994,NA,0,0,0
"7315",19364,1994,NA,0,0,0
"7316",19392,1994,NA,1,0,1
"7317",19397,1994,NA,1,0,1
"7318",19418,1994,NA,0,0,0
"7319",19450,1994,NA,1,0,1
"7320",19455,1994,NA,0,1,0
"7321",19473,1994,NA,0,0,0
"7322",19513,1994,NA,0,0,0
"7323",19517,1994,NA,0,0,0
"7324",19532,1994,NA,0,1,0
"7325",19533,1994,NA,0,0,0
"7326",19548,1994,NA,1,0,1
"7327",19573,1994,NA,1,1,1
"7328",19585,1994,NA,1,1,1
"7329",19622,1994,NA,1,1,1
"7330",19693,1994,NA,0,0,0
"7331",19698,1994,NA,1,1,1
"7332",19701,1994,NA,0,0,0
"7333",19743,1994,NA,0,0,0
"7334",19760,1994,NA,1,1,1
"7335",19780,1994,NA,0,0,0
"7336",19785,1994,NA,0,0,0
"7337",19807,1994,NA,0,1,1
"7338",19809,1994,NA,0,0,0
"7339",19821,1994,NA,1,0,1
"7340",19824,1994,NA,0,1,0
"7341",19845,1994,NA,0,0,0
"7342",20001,1994,NA,1,1,1
"7343",20011,1994,NA,0,1,1
"7344",20013,1994,NA,1,1,1
"7345",20032,1994,NA,0,0,0
"7346",20045,1994,NA,0,1,1
"7347",20060,1994,NA,0,0,1
"7348",20175,1994,NA,0,0,1
"7349",20178,1994,NA,0,1,1
"7350",20228,1994,NA,1,1,1
"7351",20238,1994,NA,0,0,0
"7352",20250,1994,NA,0,1,0
"7353",20295,1994,NA,0,1,1
"7354",20310,1994,NA,0,0,1
"7355",20383,1994,NA,0,1,1
"7356",20400,1994,NA,0,0,0
"7357",20443,1994,NA,1,0,1
"7358",20517,1994,NA,0,0,1
"7359",20550,1994,NA,0,0,1
"7360",20570,1994,NA,0,0,0
"7361",20614,1994,NA,0,0,0
"7362",20621,1994,NA,1,1,1
"7363",20710,1994,NA,1,1,1
"7364",20750,1994,NA,1,0,1
"7365",20770,1994,NA,1,1,1
"7366",20787,1994,NA,0,1,1
"7367",23001,1994,NA,0,1,0
"7368",23068,1994,NA,1,1,1
"7369",23079,1994,NA,0,1,0
"7370",23090,1994,NA,0,0,0
"7371",23162,1994,NA,0,0,0
"7372",23168,1994,NA,0,0,0
"7373",23182,1994,NA,0,1,0
"7374",23189,1994,NA,0,0,0
"7375",23300,1994,NA,0,0,0
"7376",23350,1994,NA,0,0,0
"7377",23417,1994,NA,0,0,0
"7378",23419,1994,NA,0,0,0
"7379",23464,1994,NA,0,0,0
"7380",23466,1994,NA,1,1,1
"7381",23500,1994,NA,0,0,0
"7382",23555,1994,NA,1,0,1
"7383",23570,1994,NA,0,1,0
"7384",23574,1994,NA,0,0,0
"7385",23580,1994,NA,1,0,1
"7386",23586,1994,NA,0,0,0
"7387",23660,1994,NA,0,0,0
"7388",23670,1994,NA,0,0,0
"7389",23672,1994,NA,0,1,0
"7390",23675,1994,NA,0,0,0
"7391",23678,1994,NA,0,0,0
"7392",23682,1994,NA,0,0,0
"7393",23686,1994,NA,0,0,0
"7394",23807,1994,NA,1,0,1
"7395",23815,1994,NA,0,0,0
"7396",23855,1994,NA,1,0,1
"7397",25001,1994,NA,0,0,0
"7398",25019,1994,NA,1,1,1
"7399",25035,1994,NA,0,0,0
"7400",25040,1994,NA,0,0,0
"7401",25053,1994,NA,1,1,1
"7402",25086,1994,NA,1,0,1
"7403",25095,1994,NA,0,0,0
"7404",25099,1994,NA,0,0,0
"7405",25120,1994,NA,1,0,1
"7406",25123,1994,NA,0,1,0
"7407",25126,1994,NA,0,0,0
"7408",25148,1994,NA,1,0,1
"7409",25151,1994,NA,0,0,0
"7410",25154,1994,NA,0,0,0
"7411",25168,1994,NA,0,1,0
"7412",25175,1994,NA,0,1,0
"7413",25178,1994,NA,1,0,1
"7414",25181,1994,NA,0,0,0
"7415",25183,1994,NA,0,0,0
"7416",25200,1994,NA,0,0,0
"7417",25214,1994,NA,0,0,0
"7418",25224,1994,NA,0,0,0
"7419",25245,1994,NA,0,0,0
"7420",25258,1994,NA,1,0,1
"7421",25260,1994,NA,0,0,0
"7422",25269,1994,NA,0,0,0
"7423",25279,1994,NA,0,0,0
"7424",25281,1994,NA,1,0,1
"7425",25286,1994,NA,0,0,0
"7426",25288,1994,NA,0,0,0
"7427",25290,1994,NA,1,1,1
"7428",25293,1994,NA,1,0,1
"7429",25295,1994,NA,0,1,0
"7430",25297,1994,NA,0,0,0
"7431",25299,1994,NA,0,0,0
"7432",25307,1994,NA,0,1,0
"7433",25312,1994,NA,0,0,0
"7434",25317,1994,NA,0,0,0
"7435",25320,1994,NA,1,0,1
"7436",25322,1994,NA,0,0,0
"7437",25324,1994,NA,1,1,1
"7438",25326,1994,NA,0,0,0
"7439",25328,1994,NA,0,0,0
"7440",25335,1994,NA,1,0,1
"7441",25339,1994,NA,1,0,1
"7442",25368,1994,NA,0,0,0
"7443",25372,1994,NA,1,0,1
"7444",25377,1994,NA,1,0,1
"7445",25386,1994,NA,0,0,0
"7446",25394,1994,NA,0,0,0
"7447",25394,1994,NA,0,0,0
"7448",25398,1994,NA,1,0,1
"7449",25402,1994,NA,0,1,0
"7450",25407,1994,NA,0,0,0
"7451",25426,1994,NA,0,0,0
"7452",25430,1994,NA,0,0,0
"7453",25436,1994,NA,0,0,0
"7454",25438,1994,NA,1,1,1
"7455",25473,1994,NA,0,1,0
"7456",25483,1994,NA,0,1,0
"7457",25486,1994,NA,0,0,0
"7458",25488,1994,NA,0,0,0
"7459",25489,1994,NA,0,0,0
"7460",25491,1994,NA,1,1,1
"7461",25506,1994,NA,1,0,1
"7462",25513,1994,NA,1,0,1
"7463",25518,1994,NA,0,0,0
"7464",25524,1994,NA,0,0,0
"7465",25530,1994,NA,0,1,0
"7466",25535,1994,NA,1,0,1
"7467",25572,1994,NA,0,0,0
"7468",25580,1994,NA,0,0,0
"7469",25592,1994,NA,0,0,0
"7470",25594,1994,NA,1,0,1
"7471",25596,1994,NA,1,1,1
"7472",25599,1994,NA,0,0,0
"7473",25612,1994,NA,0,0,0
"7474",25645,1994,NA,0,0,0
"7475",25649,1994,NA,1,0,1
"7476",25653,1994,NA,0,0,0
"7477",25658,1994,NA,0,0,0
"7478",25662,1994,NA,1,1,1
"7479",25718,1994,NA,0,0,0
"7480",25736,1994,NA,0,0,0
"7481",25740,1994,NA,1,1,1
"7482",25743,1994,NA,1,0,1
"7483",25745,1994,NA,1,0,1
"7484",25754,1994,NA,1,1,1
"7485",25758,1994,NA,0,0,0
"7486",25769,1994,NA,0,0,0
"7487",25772,1994,NA,0,0,0
"7488",25777,1994,NA,0,0,0
"7489",25779,1994,NA,0,0,0
"7490",25781,1994,NA,0,1,0
"7491",25785,1994,NA,0,0,0
"7492",25793,1994,NA,0,0,0
"7493",25797,1994,NA,0,0,0
"7494",25799,1994,NA,0,1,0
"7495",25805,1994,NA,1,0,1
"7496",25807,1994,NA,0,0,0
"7497",25815,1994,NA,0,1,0
"7498",25817,1994,NA,0,0,0
"7499",25823,1994,NA,0,0,0
"7500",25839,1994,NA,1,0,1
"7501",25841,1994,NA,0,0,0
"7502",25843,1994,NA,0,0,0
"7503",25845,1994,NA,0,0,0
"7504",25851,1994,NA,1,0,1
"7505",25862,1994,NA,0,1,0
"7506",25867,1994,NA,1,0,1
"7507",25871,1994,NA,0,0,0
"7508",25873,1994,NA,0,0,0
"7509",25875,1994,NA,1,0,1
"7510",25878,1994,NA,1,0,1
"7511",25885,1994,NA,0,1,0
"7512",25898,1994,NA,0,0,0
"7513",25899,1994,NA,0,1,0
"7514",25999,1994,NA,0,0,0
"7515",27001,1994,NA,1,0,1
"7516",27006,1994,NA,0,0,0
"7517",27025,1994,NA,0,0,0
"7518",27050,1994,NA,0,0,0
"7519",27073,1994,NA,0,0,1
"7520",27075,1994,NA,0,1,0
"7521",27077,1994,NA,0,0,1
"7522",27082,1994,NA,0,0,0
"7523",27086,1994,NA,0,0,0
"7524",27099,1994,NA,0,0,0
"7525",27135,1994,NA,0,0,0
"7526",27150,1994,NA,0,0,0
"7527",27160,1994,NA,0,0,0
"7528",27205,1994,NA,0,0,1
"7529",27245,1994,NA,1,0,1
"7530",27250,1994,NA,0,0,0
"7531",27361,1994,NA,0,0,0
"7532",27372,1994,NA,1,0,1
"7533",27413,1994,NA,0,0,0
"7534",27415,1994,NA,0,0,0
"7535",27425,1994,NA,0,0,0
"7536",27430,1994,NA,0,0,0
"7537",27450,1994,NA,0,0,0
"7538",27491,1994,NA,0,0,0
"7539",27495,1994,NA,0,1,0
"7540",27580,1994,NA,0,0,0
"7541",27600,1994,NA,0,0,0
"7542",27615,1994,NA,1,0,1
"7543",27660,1994,NA,0,0,0
"7544",27745,1994,NA,0,0,0
"7545",27787,1994,NA,0,1,1
"7546",27800,1994,NA,1,0,1
"7547",27810,1994,NA,0,0,0
"7548",27999,1994,NA,0,0,0
"7549",41001,1994,NA,1,1,1
"7550",41006,1994,NA,0,0,0
"7551",41013,1994,NA,0,0,0
"7552",41016,1994,NA,1,0,1
"7553",41020,1994,NA,1,0,1
"7554",41026,1994,NA,0,0,0
"7555",41069,1994,NA,0,0,0
"7556",41078,1994,NA,1,1,1
"7557",41132,1994,NA,0,0,0
"7558",41206,1994,NA,1,1,1
"7559",41244,1994,NA,0,0,0
"7560",41298,1994,NA,1,1,1
"7561",41306,1994,NA,1,0,1
"7562",41319,1994,NA,1,1,1
"7563",41349,1994,NA,1,0,1
"7564",41350,1994,NA,0,0,0
"7565",41357,1994,NA,0,0,0
"7566",41359,1994,NA,1,0,1
"7567",41378,1994,NA,0,0,0
"7568",41396,1994,NA,1,0,1
"7569",41483,1994,NA,0,0,0
"7570",41503,1994,NA,0,0,0
"7571",41518,1994,NA,0,0,0
"7572",41524,1994,NA,0,0,0
"7573",41530,1994,NA,0,0,0
"7574",41548,1994,NA,0,0,0
"7575",41551,1994,NA,1,1,1
"7576",41615,1994,NA,1,1,1
"7577",41660,1994,NA,1,0,1
"7578",41668,1994,NA,1,1,1
"7579",41676,1994,NA,0,0,0
"7580",41770,1994,NA,0,0,0
"7581",41791,1994,NA,0,0,0
"7582",41797,1994,NA,0,0,0
"7583",41799,1994,NA,1,0,1
"7584",41801,1994,NA,0,0,0
"7585",41807,1994,NA,1,0,1
"7586",41872,1994,NA,0,0,0
"7587",41885,1994,NA,0,0,0
"7588",44001,1994,NA,1,1,1
"7589",44035,1994,NA,0,0,0
"7590",44078,1994,NA,0,1,1
"7591",44090,1994,NA,0,0,0
"7592",44098,1994,NA,0,0,0
"7593",44110,1994,NA,0,0,0
"7594",44279,1994,NA,0,1,0
"7595",44378,1994,NA,0,0,0
"7596",44420,1994,NA,0,0,0
"7597",44430,1994,NA,0,1,0
"7598",44560,1994,NA,0,1,0
"7599",44650,1994,NA,1,1,1
"7600",44847,1994,NA,0,0,0
"7601",44855,1994,NA,1,1,1
"7602",44874,1994,NA,1,1,1
"7603",44997,1994,NA,0,0,0
"7604",44998,1994,NA,0,0,0
"7605",44999,1994,NA,0,0,0
"7606",47001,1994,NA,1,1,1
"7607",47030,1994,NA,0,0,0
"7608",47053,1994,NA,1,1,1
"7609",47058,1994,NA,0,1,0
"7610",47161,1994,NA,0,0,0
"7611",47170,1994,NA,0,0,0
"7612",47189,1994,NA,1,1,1
"7613",47205,1994,NA,0,0,0
"7614",47245,1994,NA,0,1,1
"7615",47258,1994,NA,0,0,0
"7616",47268,1994,NA,0,0,0
"7617",47288,1994,NA,1,1,1
"7618",47318,1994,NA,0,0,0
"7619",47460,1994,NA,0,0,0
"7620",47541,1994,NA,0,1,0
"7621",47545,1994,NA,0,0,0
"7622",47551,1994,NA,1,1,1
"7623",47555,1994,NA,0,1,1
"7624",47570,1994,NA,0,0,0
"7625",47605,1994,NA,0,0,0
"7626",47660,1994,NA,0,0,0
"7627",47675,1994,NA,0,0,0
"7628",47692,1994,NA,0,1,0
"7629",47703,1994,NA,0,0,0
"7630",47707,1994,NA,0,1,0
"7631",47720,1994,NA,0,0,0
"7632",47745,1994,NA,0,0,0
"7633",47745,1994,NA,0,0,0
"7634",47745,1994,NA,0,0,0
"7635",47745,1994,NA,0,0,0
"7636",47745,1994,NA,0,0,0
"7637",47745,1994,NA,0,0,0
"7638",47798,1994,NA,0,1,0
"7639",47960,1994,NA,0,0,0
"7640",47980,1994,NA,0,0,0
"7641",47998,1994,NA,0,0,0
"7642",47999,1994,NA,0,0,0
"7643",50001,1994,NA,1,1,1
"7644",50006,1994,NA,1,1,1
"7645",50110,1994,NA,0,0,0
"7646",50110,1994,NA,0,0,0
"7647",50124,1994,NA,0,1,0
"7648",50150,1994,NA,0,1,0
"7649",50223,1994,NA,1,0,1
"7650",50226,1994,NA,1,1,1
"7651",50245,1994,NA,0,0,0
"7652",50251,1994,NA,1,1,1
"7653",50270,1994,NA,0,0,0
"7654",50287,1994,NA,1,1,1
"7655",50313,1994,NA,0,0,0
"7656",50318,1994,NA,1,1,1
"7657",50325,1994,NA,0,0,0
"7658",50330,1994,NA,1,1,1
"7659",50350,1994,NA,0,1,0
"7660",50370,1994,NA,1,0,1
"7661",50400,1994,NA,0,1,0
"7662",50450,1994,NA,0,0,0
"7663",50568,1994,NA,0,1,0
"7664",50573,1994,NA,0,1,0
"7665",50577,1994,NA,1,0,1
"7666",50590,1994,NA,1,0,1
"7667",50606,1994,NA,1,0,1
"7668",50680,1994,NA,0,0,0
"7669",50683,1994,NA,1,1,1
"7670",50686,1994,NA,1,0,1
"7671",50689,1994,NA,1,1,1
"7672",50711,1994,NA,1,0,1
"7673",50999,1994,NA,0,0,0
"7674",52001,1994,NA,1,1,1
"7675",52019,1994,NA,0,0,0
"7676",52022,1994,NA,0,0,0
"7677",52036,1994,NA,0,0,0
"7678",52051,1994,NA,1,0,1
"7679",52079,1994,NA,1,0,1
"7680",52083,1994,NA,0,0,0
"7681",52110,1994,NA,0,1,0
"7682",52203,1994,NA,1,0,1
"7683",52207,1994,NA,0,0,0
"7684",52210,1994,NA,0,1,0
"7685",52215,1994,NA,1,0,1
"7686",52224,1994,NA,0,0,1
"7687",52227,1994,NA,0,0,1
"7688",52233,1994,NA,0,0,0
"7689",52240,1994,NA,0,0,0
"7690",52250,1994,NA,0,0,0
"7691",52254,1994,NA,0,0,0
"7692",52256,1994,NA,1,0,1
"7693",52258,1994,NA,0,0,0
"7694",52260,1994,NA,0,0,0
"7695",52287,1994,NA,0,0,0
"7696",52317,1994,NA,0,1,0
"7697",52320,1994,NA,0,0,0
"7698",52323,1994,NA,0,0,0
"7699",52352,1994,NA,0,0,0
"7700",52354,1994,NA,0,0,0
"7701",52356,1994,NA,1,1,1
"7702",52378,1994,NA,0,0,0
"7703",52381,1994,NA,0,0,0
"7704",52385,1994,NA,0,0,0
"7705",52390,1994,NA,0,0,0
"7706",52399,1994,NA,0,0,0
"7707",52405,1994,NA,1,0,1
"7708",52411,1994,NA,0,0,1
"7709",52418,1994,NA,1,0,1
"7710",52427,1994,NA,0,0,0
"7711",52435,1994,NA,0,0,0
"7712",52473,1994,NA,0,0,0
"7713",52480,1994,NA,0,0,0
"7714",52490,1994,NA,0,0,0
"7715",52506,1994,NA,0,0,0
"7716",52520,1994,NA,0,0,0
"7717",52540,1994,NA,0,0,0
"7718",52560,1994,NA,0,0,0
"7719",52565,1994,NA,0,0,0
"7720",52573,1994,NA,1,0,1
"7721",52585,1994,NA,0,0,0
"7722",52612,1994,NA,1,0,1
"7723",52621,1994,NA,0,0,0
"7724",52678,1994,NA,1,0,1
"7725",52683,1994,NA,1,0,1
"7726",52685,1994,NA,0,0,0
"7727",52687,1994,NA,0,0,0
"7728",52693,1994,NA,0,0,0
"7729",52694,1994,NA,0,0,0
"7730",52696,1994,NA,0,0,0
"7731",52699,1994,NA,0,0,0
"7732",52720,1994,NA,0,0,0
"7733",52786,1994,NA,0,1,0
"7734",52788,1994,NA,0,1,0
"7735",52835,1994,NA,1,0,1
"7736",52838,1994,NA,0,0,1
"7737",52885,1994,NA,0,1,0
"7738",54001,1994,NA,1,1,1
"7739",54003,1994,NA,1,1,1
"7740",54051,1994,NA,1,0,1
"7741",54099,1994,NA,0,0,0
"7742",54109,1994,NA,0,0,0
"7743",54125,1994,NA,0,0,0
"7744",54128,1994,NA,1,1,1
"7745",54172,1994,NA,0,0,0
"7746",54174,1994,NA,0,0,0
"7747",54206,1994,NA,0,1,1
"7748",54223,1994,NA,1,0,1
"7749",54239,1994,NA,0,0,0
"7750",54245,1994,NA,0,1,1
"7751",54250,1994,NA,0,0,0
"7752",54261,1994,NA,1,0,1
"7753",54313,1994,NA,0,0,0
"7754",54344,1994,NA,0,0,1
"7755",54347,1994,NA,0,0,0
"7756",54377,1994,NA,0,0,0
"7757",54385,1994,NA,0,0,0
"7758",54398,1994,NA,0,0,0
"7759",54405,1994,NA,0,0,0
"7760",54418,1994,NA,0,0,0
"7761",54480,1994,NA,0,0,0
"7762",54498,1994,NA,0,1,1
"7763",54518,1994,NA,0,1,1
"7764",54520,1994,NA,0,0,0
"7765",54553,1994,NA,0,0,0
"7766",54599,1994,NA,0,0,0
"7767",54660,1994,NA,1,0,1
"7768",54670,1994,NA,1,1,1
"7769",54673,1994,NA,0,0,0
"7770",54680,1994,NA,0,0,0
"7771",54720,1994,NA,0,0,0
"7772",54743,1994,NA,0,0,1
"7773",54800,1994,NA,1,0,1
"7774",54810,1994,NA,1,1,1
"7775",54820,1994,NA,0,0,0
"7776",54871,1994,NA,0,0,0
"7777",54874,1994,NA,0,1,1
"7778",54998,1994,NA,0,0,0
"7779",54999,1994,NA,0,0,0
"7780",63001,1994,NA,0,1,0
